"course_code","course_title","department","credits","description"
"GEN_MUS 364-0","Choral Organizations","General Music (GEN_MUS)","0 Unit","Non-music majors interested in auditioning for Bienen School ensembles should contact the ensemble director for audition information. Register under GEN MUS for 0 unit, or under CONDUCT for 0.5 unit."
"GEN_MUS 374-0","Band Organizations","General Music (GEN_MUS)","0 Unit","Non-music majors interested in auditioning for Bienen School ensembles should contact the ensemble director for audition information. Register under GEN MUS for 0 unit, or under CONDUCT for 0.5 unit."
"GEN_MUS 378-0","Contemporary Music Ensemble","General Music (GEN_MUS)","0 Unit","Non-music majors interested in auditioning for Bienen School ensembles should contact the ensemble director for audition information. Register under GEN MUS for 0 unit, or under CONDUCT for 0.5 unit."
"GEN_MUS 391-0","Small Ensembles","General Music (GEN_MUS)","0 Unit","Small ensembles."
"GEN_MUS 393-0","Orchestral Organizations","General Music (GEN_MUS)","0 Unit","Non-music majors interested in auditioning for Bienen School ensembles should contact the ensemble director for audition information. Register under GEN MUS for 0 unit, or under CONDUCT for 0.5 unit."
"GEN_MUS 395-0","Baroque Music Ensemble","General Music (GEN_MUS)","0 Unit","Non-music majors interested in auditioning for Bienen School ensembles should contact the ensemble director for audition information. Register under GEN MUS for 0 unit, or under CONDUCT for 0.5 unit."
"GERMAN 101-1","Beginning German","German (GERMAN)","1 Unit","This sequence offers students a systematic introduction to German language and culture emphasizing reading, writing, speaking, and listening comprehension."
"GERMAN 101-2","Beginning German","German (GERMAN)","1 Unit","This sequence offers students a systematic introduction to German language and culture emphasizing reading, writing, speaking, and listening comprehension."
"GERMAN 101-3","Beginning German","German (GERMAN)","1 Unit","This sequence offers students a systematic introduction to German language and culture emphasizing reading, writing, speaking, and listening comprehension."
"GERMAN 101-SA-1","Beginning German","German (GERMAN)","1 Unit","This sequence offers students a systematic introduction to German language and culture emphasizing reading, writing, speaking, and listening comprehension."
"GERMAN 102-1","Intermediate German","German (GERMAN)","1 Unit","This sequence offers students a systematic review of German language and culture. The class fosters learning in the four modalities: speaking, listening comprehension, reading, and writing."
"GERMAN 102-2","Intermediate German","German (GERMAN)","1 Unit","This sequence offers students a systematic review of German language and culture. The class fosters learning in the four modalities: speaking, listening comprehension, reading, and writing."
"GERMAN 102-3","Intermediate German","German (GERMAN)","1 Unit","This sequence offers students a systematic review of German language and culture. The class fosters learning in the four modalities: speaking, listening comprehension, reading, and writing."
"GERMAN 102-SA-1","Intermediate German","German (GERMAN)","1 Unit","This sequence offers students a systematic review of German language and culture. The class fosters learning in the four modalities: speaking, listening comprehension, reading, and writing."
"GERMAN 104-7","College Seminar","German (GERMAN)","1 Unit","Small, writing and discussion-oriented course exploring a specific topic or theme, and introducing skills necessary to thriving at Northwestern. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
"GERMAN 104-8","First-Year Writing Seminar","German (GERMAN)","1 Unit","Small, writing and discussion-oriented course exploring a specific topic or theme, and focused on the fundamentals of effective, college-level written communication. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
"GERMAN 105-0","German for Research","German (GERMAN)","0 Unit",""
"GERMAN 115-0","Beginning German through Musical Journeys in Vienna","German (GERMAN)","1 Unit","Interdisciplinary course offering musically interested students the opportunity to acquire German language skills through an immersion in the musical and cultural history of Vienna."
"GERMAN 201-0","Focus Reading","German (GERMAN)","1 Unit","Course for students who would like to explore German texts in more depth. Examines contemporary German culture. May be repeated for credit with change of topic.  (This course will not count for the language requirement but may be taken concurrently withGERMAN 102-3)."
"GERMAN 203-0","Focus Speaking","German (GERMAN)","1 Unit","Practical training in listening comprehension and speaking. Examines contemporary German culture. May be repeated for credit with change of topic. (This course will not count for the language requirement but may be taken concurrently withGERMAN 102-3)."
"GERMAN 205-0","Focus Writing","German (GERMAN)","1 Unit","Development of written proficiency in German through analysis and production of portraits, descriptions, narratives, reviews of films, reports, argumentative essays, advertisements, and interpretations of literary works."
"GERMAN 205-SA","Focus Writing","German (GERMAN)","1 Unit","Development of written proficiency in German through analysis and production of portraits, descriptions, narratives, reviews of films, reports, argumentative essays, advertisements, and interpretations of literary works."
"GERMAN 207-0","Current Events in German Media","German (GERMAN)","1 Unit","Exploration of current events in a variety of German media (newspapers, TV, Internet, etc.). Topics include politics, music, film, sports, and cultural issues."
"GERMAN 209-0","German in the Business World","German (GERMAN)","1 Unit","German language study oriented toward business-related communication situations, such as social interactions with customers, business travel, basic business letters."
"GERMAN 211-0","German Culture through Film","German (GERMAN)","1 Unit","Introduction to 20th century German cinema. Discussion of German identity, culture, history, and politics. Course emphasizes cultural knowledge and German language skills."
"GERMAN 213-0","History, Politics, and Culture in 21st Century German","German (GERMAN)","1 Unit","In-depth cultural and linguistic exploration of history, politics, and current issues (e.g., integration of foreigners, multicultural life) in Germany."
"GERMAN 221-1","Introduction to German Literature: 1800-1900","German (GERMAN)","1 Unit","Introduction to representative texts and writers of 19th century German literature. Familiarization with literary analysis and genres."
