"code","level","title","credits","subject","description"
"MEDL453","upperDivisionUndergraduate","Clinical Microbiology Rotation",5,"Medical Laboratory","Supervised instruction in the performance of microbiological procedures in an affiliated laboratory.  Prerequisite: 430 and 431L."
"MEDL454","upperDivisionUndergraduate","Clinical Immunohematology Rotation",4,"Medical Laboratory","Supervised instruction in the performance of blood banking procedures in an affiliated laboratory.  Prerequisite:  440L."
"MEDL498","upperDivisionUndergraduate","Research Honors",1,"Medical Laboratory","A faculty-supervised course culminating in a comprehensive paper or research proposal that integrates knowledge attained through coursework, research, and experience."
"MEDL499","upperDivisionUndergraduate","Special Topics in Medical Laboratory Sciences",2,"Medical Laboratory","Supervised experience in a variety of laboratory settings with increased responsibility or an independent study with tutorials as outlined by the program director. 
Offered on a CR/NC basis only.
Restriction: admitted to B.S.M.L. Medical Laboratory Sciences."
"MEDL500","graduateExclThesisDissertations","Selected Topics in Pathology",1,"Medical Laboratory","An advanced graduate-level course in which current information important in research techniques and administration of a research laboratory will be discussed. The course is a problem-based learning model given by multiple instructors."
"MGMT105","lowerDivisionUndergraduate","Business Co-op Work Phase",0,"Management","Exploring the world of work and interacting with their surroundings in an environment conducive to growth and personal development, UNM students will benefit from real life situations through experiential learning.  Offered on a CR/NC basis only."
"MGMT158","lowerDivisionUndergraduate","Ethics in Organizations",3,"Management","Introduction to ethical issues in business, government, and nonprofit organizations and how to deal with those issues. Emphasis on ethical reasoning and cases of ethical and unethical behavior in management and the professions."
"MGMT300","upperDivisionUndergraduate","Operations Management",3,"Management","Survey of methods and models for the design, control, and improvement of service and manufacturing systems including project management, product/service design, process analysis, quality improvement, inventory control, capacity scheduling, and Just-In-Time (lean systems). 
Prerequisite: BCIS 1110 and (ENGL 2120 or ENGL 2210) and MATH 1350."
"MGMT302","upperDivisionUndergraduate","Accounting Cycle",1,"Management","An examination of accounting cycle topics in a corporation utilizing a web-based artificially intelligent assessment system. Topics include journal entries, transactions effects on accounts, adjusting entries, statement preparation, closing entries, and coverage of merchandising firms.  Offered on a CR/NC basis only.
Restriction: admitted to B.B.A. Business Administration.

"
"MGMT306","upperDivisionUndergraduate","Organizational Behavior and Diversity",3,"Management","Emphasis on application of behavioral science theory and concepts. Focus on individual, interpersonal and group processes in a diverse work force. 
Prerequisite: (ENGL 2120 or ENGL 2210) and (PSYC 1110 or SOCI 1110).
"
"MGMT307","upperDivisionUndergraduate","Organization Change and Innovation",3,"Management","Intensive examination of behavioral science research and theory as a basis for understanding, managing and changing organizations. Emphasis is on a comparative organizational approach, public or private, as a socio-technical system. 
Prerequisite: 306.
Restriction: admitted to B.B.A. Business Administration.
"
"MGMT308","upperDivisionUndergraduate","Ethical, Political and Social Environment",3,"Management","The influence of environmental change on the structure and operation of the organization. Social, political, economic, ethical and technological systems are examined as they relate to each other and to the management of small- and large-scale organizations. 
Prerequisite: (ENGL 2120 or ENGL 2210) and (PSYC 1110 or SOCI 1110).
"
"MGMT310","upperDivisionUndergraduate","Legal Issues for Managers",3,"Management","A general overview of the legal system and common legal principles.  Emphasis on legal topics relevant to business such as contracts and torts.  Explores sources of liability and presents strategies to minimize legal risk.  
Prerequisite: (ENGL 2120 or 2210) and (PSYC 1110 or SOCI 1110).
"
"MGMT322","upperDivisionUndergraduate","Marketing Management",3,"Management","A complete overview of the system for assessing customer needs, allocating scarce resources to fulfill those needs, transmittal of market related information, completion of exchange processes and profit maximization in free markets. Emphasis on inter-disciplinary tools for management decision-making and developing marketing strategies in domestic and international market applications.  Prerequisite: ECON 2120 and (ENGL 2120 or ENGL 2210)."
"MGMT324","upperDivisionUndergraduate","New Venture Strategies",3,"Management","Examines strategies, both personal and commercial, for effectively embarking on new ventures. Focuses on phase of entrepreneurship occurring between generation of the initial new venture idea, up to and including the first commercial sale. 
"
"MGMT326","upperDivisionUndergraduate","Financial Management",3,"Management","Principles and practices of funds management in private and public organizations. Sources and uses of short- and long-term funds, determination of capital requirements, obtaining capital, financial forecasting, lease or buy decisions, application of capital and cash budgeting techniques, choices involving risk. 
"
"MGMT328","upperDivisionUndergraduate","International Management",3,"Management","Provides an understanding of international operations and of international institutions in the private, not-for-profit and public sectors and of their managerial and environmental problems. Analyzes the structure, functions and decision-making of international organizations.  
Prerequisite: ECON 2120 and (ENGL 2120 or ENGL 2210)."
"MGMT329","upperDivisionUndergraduate","Data Management",3,"Management","The management of data resources to support information systems in organizations. Logical database structures, applications and physical implementation of information systems using database management systems.
Restriction: admitted to B.B.A. Business Administration."
"MGMT330","upperDivisionUndergraduate","Business Programming Fundamentals",3,"Management","Introduction to Web app development and object-oriented programming language syntax and semantics with application to functional business areas and computing problems. Intended for students concentrating in Management Information Systems.
Restriction: admitted to B.B.A. Business Administration."
"MGMT331","upperDivisionUndergraduate","Business Application Programming",3,"Management","Complex app development using concepts, techniques, and tools from object-oriented design, Web services and cloud computing. 
"
"MGMT336","upperDivisionUndergraduate","Principles of Information Systems Security",3,"Management","An overview of the field of cybersecurity principles. Coverage will include policy goals and mechanisms, security devices, countermeasures, cyberattacks and detection, vulnerabilities, threats and risk, cyptography, malware fundamentals, mitigation and recovery, and reporting requirements.
"
"MGMT340","upperDivisionUndergraduate","Financial Accounting I",3,"Management","Financial reporting theory, applied financial accounting problems, contemporary financial accounting issues. The accounting cycle, asset valuation; revenue recognition; issues resulting from the corporate form of organization. 
Prerequisite: ACCT 2110.
Restriction: admitted to B.B.A. Business Administration.
"
"MGMT341","upperDivisionUndergraduate","Financial Accounting II",3,"Management","Continuation of 340. Problems relating to liabilities and equities; the analysis and interpretation of financial statements including the impact of income taxes and benefit plans.  
Prerequisite: 340.
Restriction: admitted to B.B.A. Business Administration."
"MGMT342","upperDivisionUndergraduate","Individual Taxation",3,"Management","Technical tax course primarily for accounting majors. Covers the Federal Income taxation of individuals, including capital gains and losses, accounting methods, income, deductions, Social Security, installment sales and alternative tax methods.
Restriction: admitted to B.B.A. Business Administration."
"MGMT343","upperDivisionUndergraduate","Entity Taxation",3,"Management","Covers corporation, partnerships, estate and gift taxes, fiduciaries, tax planning and tax shelters.
Restriction: admitted to B.B.A. Business Administration."
"MGMT346","upperDivisionUndergraduate","Cost Accounting",3,"Management","Procedures involved in the development, presentation and interpretation of accounting information as an aid to management. Usefulness and limitations of accounting data in evaluating and controlling operations, collecting cost information; cost estimation and allocation; standard costs; budgeting; cost-value relationships.  
Prerequisite: ACCT 2120. 
Restriction: admitted to B.B.A. Business Administration."
"MGMT362","upperDivisionUndergraduate","Leadership and Teams",3,"Management","Focuses on developing leadership skills and behaviors at multiple organizational levels. Includes self-assessment and peer assessment of leadership potential. Discusses how to develop peer potential and working in a dynamic, changing environment. "
"MGMT384","upperDivisionUndergraduate","Professional Selling",3,"Management","The course focuses on the fundamentals of building and maintaining mutually beneficial business relationships. Emphasis is placed on sales skills such as prospecting, making the sales call, developing compelling presentations, responding to objections, and closing the deal.
"
"MGMT398","upperDivisionUndergraduate","Strategic Career Planning","3","Management","This course is designed to provide students with the essential skills for engaging in immediate and long-term career planning. Topics covered will guide individuals through a transition from college student to professional employee and include, but are not limited to: Career Exploration (appraisal of interests, abilities, aptitudes, and values), Career Planning (development of supporting documents for job applications, interviewing skills, professional communications, and a career portfolio), and the Job Search Process (identifying and engaging with prospective internships, graduate programs, credentialing programs, entry-level positions, career pathways, and networking opportunities). "
"MGMT401","starOrDoubleStarCoursesNumbered_300To_499","Introduction to Project Management",3,"Management","This course covers key components used in project management including: controls, requirements, earned value management, project scope, estimation, scheduling, cost, Primavera and many others.

This a starred (*) level course and may be taken for graduate credit by students enrolled in a graduate program. A graduate student enrolled in a starred course numbered below 500 may be required to complete extra work."
"MGMT410","upperDivisionUndergraduate","Marketing Lab","{'min': '1', 'max': '3'}","Management","Client-based projects, or marketing or sales competitions such as the National Collegiate Sales Competition, in which students integrate and apply principles to develop solutions to practical challenges.

Restriction: By instructor permission"
"MGMT411","upperDivisionUndergraduate","Social Media and Content Marketing",3,"Management","Examines how to use social media to build relationships between a company and its customers. Emphasis on developing social media strategies, content creation, and tools to schedule and manage content across the major social platforms.

Restriction: admitted to B.B.A. Business Administration."
"MGMT420","upperDivisionUndergraduate","Management in Latin America",3,"Management","Analysis and diagnosis of Latin American environments as they offer opportunities and pose constraints in the performance of managerial responsibilities. Special emphasis is given to the Mexican environment and its relationship to the world.
Restriction: admitted to B.B.A. Business Administration."
"MGMT421","upperDivisionUndergraduate","International Entrepreneurship",3,"Management","Teaches the practical science and craft of international business operations, such as exports. The international business strategies of firms are analyzed through fundamental analysis and technical analysis using real cases.
Restriction: admitted to B.B.A. Business Administration."
"MGMT426","upperDivisionUndergraduate","Advanced Corporate Finance",3,"Management","Corporate financial topics beyond those in MGMT 326. Coverage includes cost of capital, raising external funds, capital structure, dividend policy, financial planning, working capital and an introduction to financial options. Spreadsheet skills stressed where appropriate. 
Prerequisite: 326.
Restriction: admitted to B.B.A. Business Administration."
"MGMT427","upperDivisionUndergraduate","International Management Experiential Learning","{'min': 1, 'max': 6}","Management","This course is for students involved in faculty-led study abroad, consulting and/or service learning projects that incorporate direct international experience. Students are expected to complete a series of academic exercises associated with the international program.
Restriction: admitted to B.B.A. Business Administration."
"MGMT428","upperDivisionUndergraduate","Green Economy, Innovation, and Entrepreneurship",3,"Management","This course will address various dimensions, challenges, and opportunities permeating the global green economy, paying heed to the key drivers of the global green economy. In addition, the course also showcases New Mexico’s expanding green economy. 
"
"MGMT433","upperDivisionUndergraduate","Management of Service Operations",3,"Management","This course focuses on understanding the distinctive features of service delivery systems and presenting management techniques to address the unique challenges in the design and delivery of services. 
Prerequisite: 300.   
Restriction: admitted to B.B.A. Business Administration."
"MGMT435","upperDivisionUndergraduate","Marketing Strategy",3,"Management","Analytical approach developing marketing strategy. Strategic framework for decision making for domestic and global organizations. Real world projects and case discussions will assist in understanding marketing strategies. 
Prerequisite: 480.
Restriction: admitted to B.B.A. Business Administration.
"
"MGMT436","upperDivisionUndergraduate","Business Analysis Tools",3,"Management","This course introduces students to basic business modeling tools. The overarching goal is to teach students how to analyze models and data for integrated decision making across multiple domains. 
Restriction: admitted to B.B.A. Business Administration."
"MGMT437","upperDivisionUndergraduate","System and Network Administration",3,"Management","System administration in both centralized and distributed information systems. Installation, operation and maintenance of hardware and software resources. Configuration and management of computer networks and domains with Active Directory.
"
"MGMT438","upperDivisionUndergraduate","Social Media Exploratory Data Analytics",3,"Management","Social media exploratory data analytics is the use of statistical, computational, and machine-learning methods on big datasets from social media for exploratory research.
Prerequisite: MGMT 330 "
"MGMT442","upperDivisionUndergraduate","Fundamentals of Fraud Examination",3,"Management","Course provides the fundamentals of fraud examination including fraud detection, investigation and prevention, identifying causes of fraud and white-collar crime in society, and the internal controls which industries use to detect fraud.
Restriction: admitted to B.B.A. Business Administration."
"MGMT443","upperDivisionUndergraduate","Auditing",3,"Management","Auditing principles and procedures; preliminary considerations, planning the audit program, classes of audits, audit reports, professional ethics and legal responsibility; case problems.  
Pre- or corequisite: 341.
Restriction: admitted to B.B.A. Business Administration."
"MGMT449","upperDivisionUndergraduate","Accounting Information Systems",3,"Management","An examination of the relationship between computer-based management information systems and accounting. Applications of MIS techniques in the design and operation of accounting systems.  Prerequisite: 340.
Restriction: admitted to B.B.A. Business Administration."
"MGMT450","upperDivisionUndergraduate","Computer-Based Information Systems",3,"Management","Understanding information systems issues in business environments. Emphasis will be placed on essential principles of management information systems and project management, information security and management, and foundations of business data analytics.
"
"MGMT451","upperDivisionUndergraduate","Problems","{'min': 1, 'max': 3}","Management","Special permission of the advisor and of the Dean of the Anderson Schools of Management required. Arrangements must be made with individual instructor before enrolling for Problems. A maximum of 6 hours of Problems courses is acceptable for credit toward the B.B.A. degree. 
Restriction: admitted to B.B.A. Business Administration."
"MGMT452","upperDivisionUndergraduate","Problems","{'min': 1, 'max': 3}","Management","Special permission of the advisor and of the Dean of the Anderson Schools of Management required. Arrangements must be made with individual instructor before enrolling for Problems. A maximum of 6 hours of Problems courses is acceptable for credit toward the B.B.A. degree.
Restriction: admitted to B.B.A. Business Administration."
"MGMT457","upperDivisionUndergraduate","Diversity in Organizations",3,"Management","Addresses the changing nature of modern organizations in their employee composition. Focuses on all dimensions of diversity and how to harness the potential of a diverse workforce to reach organizational goals. 
Prerequisite: 306.
Restriction: admitted to B.B.A. Business Administration."
"MGMT458","upperDivisionUndergraduate","Managerial Ethics",3,"Management","An issues- and problems-oriented course in applied management ethics. How to reason ethically about management problems and choices. Focus is on the crises of conscience and the everyday conflicts of role and obligation that characterize our professional lives.  
Prerequisite: 308.
Restriction: admitted to B.B.A. Business Administration."
"MGMT459","upperDivisionUndergraduate","System Analysis",3,"Management","Information system analysis and system design in organizations. Topics include application development strategies, information system life cycle, requirements determination, analysis and specification.
Prerequisite: 329 and 330
Restriction: admitted to B.B.A. Business Administration..
"
"MGMT460","upperDivisionUndergraduate","Information Systems Development",3,"Management","Integrative case or field study in analysis, design, implementation and evaluation of all components of an information system: network, security, database and web-application.
"
"MGMT461","upperDivisionUndergraduate","Human Resource Metrics and Analytics","3","Management","This course is a data-driven approach to decision-making in an effort to increase individual and organizational success. Students will learn to leverage data, rather than intuition, to understand the human resource landscape, apply data to issues of employee engagement and satisfaction, predict employee turnover, analyze recruitment and selections analytics, provide HR planning as well as monitor the impact of HR interventions."
"MGMT462","upperDivisionUndergraduate","Management of Quality",3,"Management","Traditional variation control and reduction approaches are introduced, as well as techniques to control and reduce human error. Emphasis is placed on understanding management approaches that drive process improvement. 
Prerequisite: 300. 
Restriction: admitted to B.B.A. Business Administration."
"MGMT463","upperDivisionUndergraduate","Employment Law",3,"Management","A survey of statutes and case studies of common, statutory and administrative law. Emphasis on modern employment legislation and related court and administrative decisions representing all aspects of employment law. 
Prerequisite: 306 and 310.
Restriction: admitted to B.B.A. Business Administration."
"MGMT464","upperDivisionUndergraduate","Talent Management",3,"Management","Behavioral theories and applications in HR. HR planning, job analysis and design, recruitment, selection, performance manage-ment, training and development, employee involvement, compensation, labor relations, occupational health and safety. 
"
"MGMT466","upperDivisionUndergraduate","Developing and Rewarding Talent",3,"Management","Examines 1) theories of human development and their relationships to workforce and managerial development, and 2) reviews theories and provides practice in design, delivery and evaluation of training programs for private and public sector organizations and management. 

"
"MGMT467","upperDivisionUndergraduate","Recruitment and Selection of Human Resources","3","Management","This course will provide an overview of the process by which organizations staff positions from pools of external and internal applicants.  Because staffing is one of the most focal human resource activities, central to the management of human assets is an understanding of how theory, research, and legal foundations can inform staffing decisions. The overarching goal of this course is to introduce students to research and practice in recruitment and selection.   "
"MGMT468","starOrDoubleStarCoursesNumbered_300To_499","Compensation and Benefits",3,"Management","Focus on theory and practice of compensation and benefit systems in modern organizations. Reviews alternative approaches and emphasizes experience-based learning. 
Prerequisite: 306.
Restriction: admitted to B.B.A. Business Administration.

This a starred (*) level course and may be taken for graduate credit by students enrolled in a graduate program. A graduate student enrolled in a starred course numbered below 500 may be required to complete extra work."
"MGMT469","starOrDoubleStarCoursesNumbered_300To_499","American Indian Business and Management",3,"Management","Examines the theory and practice of managing American Indian organizations as well as legal and indigenous planning aspects. 
Prerequisite: 306.
Restriction: admitted to B.B.A. Business Administration.

This a starred (*) level course and may be taken for graduate credit by students enrolled in a graduate program. A graduate student enrolled in a starred course numbered below 500 may be required to complete extra work."
"MGMT470","upperDivisionUndergraduate","Financial Markets and Institutions",3,"Management","Analysis of markets for mortgage, state and local, corporate and Federal debt; flow of funds and their influence on credit conditions, lending, investment and liquidity policies. Behavior of term structure and risk structure of interest rates. Study of alternative regulatory and structural frameworks of the financial markets.  
Prerequisite: 326.  
Restriction: admitted to B.B.A. Business Administration."
"MGMT471","upperDivisionUndergraduate","Investment Analysis and Management",3,"Management","Theory and techniques basic to control of investment risks and optimization of investment returns. Security market operations, portfolio theory, profitability analysis, planning and management of investment programs, timing of securities transactions.  
Prerequisite: 326.  
Restriction: admitted to B.B.A. Business Administration."
"MGMT472","upperDivisionUndergraduate","Securities Analysis",3,"Management","Covers the analysis of financial assets, particularly fundamental and technical analysis of corporate common stock. Students will have hands-on experience analyzing securities for equity portfolios that comprise the Investment Management Program.
Prerequisite: 326.
Restriction: admitted to B.B.A. Business Administration."
"MGMT473","upperDivisionUndergraduate","Commercial Banking",3,"Management","Emphasizes coordinated asset and liability management of the individual bank. Frequent use will be made of cases to develop major aspects of bank management under changing monetary conditions and competitive forces. Primary emphasis is placed on the analysis of bank financial performance, obtaining funds, investment and loan policies and capital requirements.  
Prerequisite: 326. 
Restriction: admitted to B.B.A. Business Administration."
"MGMT474","starOrDoubleStarCoursesNumbered_300To_499","International Financial Management",3,"Management","Application of concepts of managerial finance in the international setting. Reviews and develops as background the financing of international trade and balance of payments problems, including currency hedging in the money and foreign exchange markets. Cases are used to study financial decision problems of working capital management, capital budgeting and providing of funds for international corporate operations with emphasis on Latin America. 
Prerequisite: 326 or 526. 
Restriction: admitted to B.B.A. Business Administration.

This a starred (*) level course and may be taken for graduate credit by students enrolled in a graduate program. A graduate student enrolled in a starred course numbered below 500 may be required to complete extra work."
"MGMT476","upperDivisionUndergraduate","Derivatives (Futures and Options)",3,"Management","Teaches the practical science and art of analysis of derivative (financial) assets, such as forwards, options and futures, and securities with embedded options, for purposes of investment, hedging and speculation. Emphasizes valuation methods, including various binomial and trinomial models and on hedging strategies. Derivative securities are analyzed using various data sources and software. 
Prerequisite: 326.
Restriction: admitted to B.B.A. Business Administration."
"MGMT479","upperDivisionUndergraduate","Applied Investment Management",3,"Management","Active management of funds allocated by numerous institutional investors. Encompasses investment policy statement (portfolio objectives, constraints, benchmarks, reports), performance evaluation/attribution, analysis (economic, industry, company), valuation, recommendations, portfolio rebalancing, trade execution, ethics of money management. 
Prerequisite: 326.
Restriction: admitted to B.B.A. Business Administration and permission of instructor.
"
"MGMT480","upperDivisionUndergraduate","Consumer Behavior",3,"Management","Interdisciplinary analysis of consumer behavior through review of theories, explanatory and predictive models, empirical studies and consumer research methodologies. Emphasis on theoretical foundations and marketing strategy formulation. 
Prerequisite: 322.
Restriction: admitted to B.B.A. Business Administration.
"
"MGMT481","upperDivisionUndergraduate","Marketing Research I",3,"Management","Research methodologies and techniques as an aid to management decision-making and marketing strategy formulation. Emphasis on design of measurement instruments, sampling, collection and analysis of data. 
Prerequisite: 480.
Restriction: admitted to B.B.A. Business Administration."
"MGMT482","upperDivisionUndergraduate","Digital Marketing",3,"Management","Analysis of current marketing and advertising practices within the digital environment. Emphasis on testing and applying these concepts using experiential learning in a simulated environment. 
"
"MGMT484","upperDivisionUndergraduate","Advanced Sales",3,"Management","Focuses on the acquisition and application of sales and business development skills through experiential programs. 
"
"MGMT485","upperDivisionUndergraduate","Retailing Management",3,"Management","Management of the retail level of the distribution system. Emphasis on management decision making. Project orientation. 
"
"MGMT486","upperDivisionUndergraduate","Logistics Systems Management",3,"Management","Management of the logistics channel including the manufacturing, wholesale and retail levels and related logistics activities. Focus on structural and functional analysis, design and evaluation of logistics systems. 
Prerequisite: 300 and 322 and 326.
Restriction: admitted to B.B.A. Business Administration."
"MGMT487","upperDivisionUndergraduate","Promotion Management",3,"Management","Analysis of personal and non-personal forms of marketing communications in both industrial and consumer markets. Emphasis of promotion as a marketing mix strategy, budgeting and media analysis, and incorporating research in the development of promotional strategies. 
"
"MGMT488","upperDivisionUndergraduate","Supply Chain Models and Analytics",3,"Management","The course will cover analytic models used to manage supply chain issues in forecasting, planning for manufacturing and marketing demand, inventory management, and network design. 
Prerequisite: 300 and 322.
Restriction: admitted to B.B.A. Business Administration."
"MGMT490","upperDivisionUndergraduate","Special Topics in Management","{'min': 1, 'max': 3}","Management","Selected offerings of management topics not represented in the regular curriculum.
"
"MGMT492","upperDivisionUndergraduate","Negotiation Strategies",3,"Management","This course addresses negotiation problems that are faced by entrepreneurs and managers of small and large businesses. Through a combination of case studies, lectures and actual practice in negotiating, students learn to negotiate effectively.
Restriction: admitted to B.B.A. Business Administration."
"MGMT493","upperDivisionUndergraduate","Special Topics in Management",3,"Management","Selected offerings of management topics not represented in the regular curriculum.
"
"MGMT495","starOrDoubleStarCoursesNumbered_300To_499","Managing and Operating Small, Growing Businesses",3,"Management","Examines principles and knowledge required for efficiently and effectively operating and managing small, growing businesses faced with resource constraints. Semester-long field cases of real businesses are the focus of study. 

This a starred (*) level course and may be taken for graduate credit by students enrolled in a graduate program. A graduate student enrolled in a starred course numbered below 500 may be required to complete extra work.
"
"MGMT496","starOrDoubleStarCoursesNumbered_300To_499","Seminar in Entrepreneurial Financing",3,"Management","Focuses on the processes and knowledge utilized during the acquisition of debt and equity for growing businesses. Specific entrepreneurial financing processes, techniques and methodologies are covered. 
Prerequisite: 326.
Restriction: admitted to B.B.A. Business Administration.

This a starred (*) level course and may be taken for graduate credit by students enrolled in a graduate program. A graduate student enrolled in a starred course numbered below 500 may be required to complete extra work."
"MGMT497","upperDivisionUndergraduate","Internship","{'min': 1, 'max': 3}","Management","An internship provides managerial experience supervised by faculty, most often in conjunction with a host organization. The purpose is to provide a significant business-related experience. 
Restriction: admitted to B.B.A. Business Administration and permission of department."
"MGMT498","upperDivisionUndergraduate","Strategic Management",3,"Management","Emphasizes the functions of top management. Case studies offer the student an opportunity to develop a habit of administrative thinking as company-wide objectives and policies are formulated and consistent plans and programs are carried into action. Enrollment normally limited to students in final semester of B.B.A. program.  
Prerequisite: 300 and 306 and 308 and 310 and 322 and 326 and 328 and ACCT 2120.
Restriction: admitted to B.B.A. Business Administration."
"MGMT499","upperDivisionUndergraduate","Accounting Senior Seminar",1,"Management","Capstone course builds on the base of senior substantial knowledge, enabling students to relate accounting theory to practice and examine current issues and their ethical implications.
Prerequisite: 343 and 346.
Corequisite: 443 and 449.
Restriction: admitted to B.B.A. Business Administration."
"MGMT501","andersonGraduateOtherNotEmbaPmbaMspm","Data Driven Decision Making",3,"Management","Apply inferential statistics, using numerical and graphical summaries of data, to make informed business decisions. Tools include spreadsheet applications to analyze real world decision making situations."
"MGMT502","andersonGraduateOtherNotEmbaPmbaMspm","Financial Accounting and Analysis",3,"Management","Accounting concepts and procedures used in preparation of corporate financial statements: balance sheet, income statement, statement of cash flows. Measurement of reporting choices within Generally Accepted Accounting Principles. Foundations of corporate financial statement analysis."
"MGMT503","andersonGraduateOtherNotEmbaPmbaMspm","Managerial-Cost Accounting",3,"Management","Study use of accounting data in managing businesses by applying techniques for product costing, planning, control, and performance evaluation. Topics include:  CVP analysis, variable, absorption, job, activity-based and standard costing; budgeting; responsibility accounting; capital budgeting.  "
"MGMT504","andersonGraduateOtherNotEmbaPmbaMspm","Managerial Economics",3,"Management","The principles of microeconomics applied to firm management. Topics include: cost/benefit analysis, decision-making under resource constraints or incomplete information or uncertainty, Monte Carlo simulation, forecasting and elements of game-theoretic interaction among agents."
"MGMT506","andersonGraduateOtherNotEmbaPmbaMspm","Managing People in Organizations",3,"Management","Intensive examination of behavioral science research and theory as a basis for understanding, managing and changing organizations. The course emphasizes effective management with diverse individuals."
"MGMT508","andersonGraduateOtherNotEmbaPmbaMspm","Business and Society",3,"Management","Influence of the external environment on management decisions and organizational welfare and how organizations affect the external environment and society. Examination of impacts of ethical, social, political, legal and technological systems and trends on management and how managers can deal with external issues."
"MGMT511","andersonGraduateOtherNotEmbaPmbaMspm","Technology and Innovation Management","3","Management","Fundamentals of technology and management are covered."
"MGMT515","andersonGraduateOtherNotEmbaPmbaMspm","Innovative Product Development",3,"Management","Students examine the management of new products from concept to commercialization. Includes new product process; market information/customer input; leadership skills; portfolio management; product pursuit/capture planning; strategic planning; and competitive intelligence, with a field project."
"MGMT516","andersonGraduateOtherNotEmbaPmbaMspm","Entrepreneurial Finance in High Technology",3,"Management","Theory as contributed to the study of strategic alliances by numerous disciplines including economics, finance, business policy, strategic management and law. Includes the development of an original case study of one technology-based strategic alliance."
"MGMT517","andersonGraduateOtherNotEmbaPmbaMspm","Technology Program Management",3,"Management","Students will explore how firms face the challenge of managing a series of projects that are the core of their profitability effort, with emphasis on tools which demonstrate the difference between project and program management."
"MGMT519","andersonGraduateOtherNotEmbaPmbaMspm","Project in Technology Commercialization",3,"Management","An environment for application of tools and techniques of technology management that offers real problems of managing a technology-based product. Considers effects of practical constraints upon the analysis, design and process, and focuses student's capabilities on the solution of a practical problem and presentation of the solution.
"
"MGMT520","andersonGraduateOtherNotEmbaPmbaMspm","Operations Design and Decision Making",3,"Management","A managerial level examination of operations strategy with emphasis on application of quantitative models as guides to managerial decision making. Includes project management, product and service design, Just-In-Time (lean systems), mass customization, and quality management."
"MGMT522","andersonGraduateOtherNotEmbaPmbaMspm","Managerial Marketing",3,"Management","Analysis of the marketing effort and decision-making process in private, not-for-profit and public institutions. Normative models for decision-making in different marketing situations. Analytical tools available for appraising, diagnosing, organizing, planning and implementing market plans. Analysis of economic, social and political forces leading to change in the market place. Development of concepts useful in evaluating marketing situations, including those in the international setting. "
"MGMT523","andersonGraduateOtherNotEmbaPmbaMspm","Service Operations Management",3,"Management","This course focuses on developing strategic insight into the distinctive features of service delivery systems and developing and critiquing management techniques to address the unique challenges in the design and delivery of services. "
"MGMT526","andersonGraduateOtherNotEmbaPmbaMspm","Financial Decision Making",3,"Management","The finance function and its relation to other functions of a firm. Topics include: analysis and budgeting of funds, management of current assets, financing short-term and intermediate-term needs, planning long-term debt policy and capital structure, capital costs and budgeting, dividend policy, valuation, mergers and acquisition. 
"
"MGMT527","andersonGraduateOtherNotEmbaPmbaMspm","International Management Experiential Program","{'min': 1, 'max': 6}","Management","This course is for students involved in faculty-led study abroad, consulting and/or service learning projects that incorporate direct international experience. Students are expected to complete a series of academic exercises associated with the international program."
"MGMT528","andersonGraduateOtherNotEmbaPmbaMspm","Green Economy, Innovation and Entrepreneurship",3,"Management","This course will address various dimensions, challenges, and opportunities permeating the global green economy, paying heed to the key drivers of the global green economy. In addition, the course also showcases New Mexico's expanding green economy. "
"MGMT529","andersonEmbaPmbaMspm","Fundamentals of Project Management","3","Management","This course introduces students to core concepts of project management and its importance for managers and organizations. Students learn and apply various project management concepts to manage risk and solve problems associated with projects. "
"MGMT530","andersonGraduateOtherNotEmbaPmbaMspm","Advanced Project Management Techniques",3,"Management","Concepts and the application of advanced project management tools including Agile project management principles and a variety of Agile techniques."
"MGMT533","andersonGraduateOtherNotEmbaPmbaMspm","Analysis Tools for Managers",3,"Management","This course introduces students to basic business analytic tools. The goal is to teach students how to analyze models and data for integrated decision making across business disciplines."
"MGMT540","andersonGraduateOtherNotEmbaPmbaMspm","Financial Accounting I",3,"Management","Financial reporting theory, applied financial accounting problems, contemporary financial accounting issues. The accounting cycle, asset valuation; revenue recognition; issues resulting from the corporate form of organization. "
"MGMT541","andersonGraduateOtherNotEmbaPmbaMspm","Financial Accounting II",3,"Management","The application of advanced accounting principles to practical cases and accounting problems. "
"MGMT542","andersonGraduateOtherNotEmbaPmbaMspm","Seminar in Personal Tax Planning",3,"Management","Technical tax course primarily for accounting majors. Covers the Federal Income taxation of individuals, including capital gains and losses, accounting methods, income, deductions, Social Security, installment sales and alternative tax methods. "
"MGMT543","andersonGraduateOtherNotEmbaPmbaMspm","Seminar in Business Tax Planning",3,"Management","Covers federal income taxation of individuals; capital gains/losses, accounting methods, income, deductions and alternative methods and taxation of C corporations, partnerships, S corporations, tax principles and planning.

Prerequisite: 502 or ACCT 2110. Pre- or corequisite: 540.
"
"MGMT544","andersonGraduateOtherNotEmbaPmbaMspm","Assurance Services",3,"Management","An examination of assurance processes involved in developing knowledge bases to support decision makers. The course will include auditing techniques and emerging issues such as ElderCare, Performance View, SysTrust and WebTrust will be explored."
