course_code,course_title,course_description,course_credits,department
SW 573,Practice Skills for the Treatment of Substance Use Disorders,,Credits3,SW - Social Work
SW 574,Social Work with Older Adults,,Credits3,SW - Social Work
SW 579,Engaging with the Mandated Client,,Credits3,SW - Social Work
SW 583,Empowerment Approaches with Transition-Age Youth with Mental Health Needs,,Credits3,SW - Social Work
SW 584,Intimate Partner Violence,,Credits3,SW - Social Work
SW 585,Fund Development and Grant Writing,,Credits3,SW - Social Work
SW 589,Advanced Standing Seminar,,Credits1,SW - Social Work
SW 590,Advanced Topics in Applied Research Methods for Social Work,,Credits3,SW - Social Work
SW 592,Family Therapy in Clinical Social Work,,Credits3,SW - Social Work
SW 593,Advanced Macro Practice I,,Credits3,SW - Social Work
SW 594,Advanced Macro Practice II,,Credits3,SW - Social Work
SW 595,Advanced Macro Practice III,,Credits3,SW - Social Work
SW 596,Experiential Play Therapies with Young Children,,Credits3,SW - Social Work
SW 597,Advanced Policy Advocacy: State Legislative Sessions,,Credits3,SW - Social Work
SW 601,Research,,Credits1-12,SW - Social Work
SW 602,Independent Study,,Credits1-9,SW - Social Work
SW 603,Dissertation,,Credits1-12,SW - Social Work
SW 604,Cooperative Education/Internship,,Credits1-9,SW - Social Work
SW 605,Reading and Conference,,Credits1-9,SW - Social Work
SW 606,Special Projects,,Credits1-9,SW - Social Work
SW 607,Seminar,,Credits1-12,SW - Social Work
SW 608,Workshop,,Credits1-9,SW - Social Work
SW SW,Practicum,,Credits1-9,SW - Social Work
SW 610,Selected Topics,,Credits1-12,SW - Social Work
SW 620,Substantive Area Conceptualization,,Credits3,SW - Social Work
SW 621,Social Problem Analysis: Intervention Phase,,Credits3,SW - Social Work
SW 622,Substantive Area Investigation,,Credits3,SW - Social Work
SW 625,Poverty: Policies and Programs,,Credits3,SW - Social Work
SW 626,Teaching and Learning in Health Promotion & Social Work,,Credits3,SW - Social Work
SW 630,Philosophy of Science for Social Sciences,,Credits3,SW - Social Work
SW 631,Introduction to Quantitative Research Methods in Social Work,,Credits3,SW - Social Work
SW 632,Quantitative Data Analysis in Social Work Research,,Credits4,SW - Social Work
SW 633,Qualitative Research I: Critical Research Frames and Beginning Practices,,Credits3,SW - Social Work
SW 634,Quantitative Data Analysis in Social Work Research II,,Credits4,SW - Social Work
SW 635,Qualitative Research II: Collecting Data for Interpretive & Constructivist Research,,Credits3,SW - Social Work
SW 637,Qualitative Research Methods for Social Inquiry,,Credits4,SW - Social Work
SW 640,Research Practicum and Seminar,,Credits3,SW - Social Work
SW 644,Mid-Life and Beyond,,Credits3,SW - Social Work
SW 650,History of Social Work Profession/al,,Credits3,SW - Social Work
SW 651,Integrative Writing Seminar,,Credits1,SW - Social Work
SW 653,PhD Data Analysis Seminar,,Credits1,SW - Social Work
SW 660,Ph.D. Seminar â First Year,,Credits1,SW - Social Work
SW 661,Ph.D. Seminar â Second Year,,Credits1,SW - Social Work
SW 690,Teaching Practicum and Seminar,,Credits3,SW - Social Work
SW 700,Postbaccalaureate Professional Development,,Credits1-6,SW - Social Work
Swah 101,First-Year Swahili Term1,,Credits4,Swah - Swahili
Swah 102,First-Year Swahili Term 2,,Credits4,Swah - Swahili
Swah 103,First-Year Swahili Term 3,,Credits4,Swah - Swahili
Swah 201,Second-Year Swahili Term 1,,Credits4,Swah - Swahili
Swah 202,Second-Year Swahili Term 2,,Credits4,Swah - Swahili
Swah 203,Second-Year Swahili Term 3,,Credits4,Swah - Swahili
Swah 301,Third-Year Swahili,,Credits4,Swah - Swahili
Swah 302,Third-Year Swahili,,Credits4,Swah - Swahili
Swah 303,Third-Year Swahili,,Credits4,Swah - Swahili
Swah 330,Topics in East African Culture and Civilization,,Credits4,Swah - Swahili
Swah 331,"Language, Literacy and Leadership: A Community Based Learning Course",,Credits4,Swah - Swahili
Swah 399,Special Studies,,Credits1-6,Swah - Swahili
Swed 101,First-Year Swedish Term 1,,Credits4,Swed - Swedish
Swed 102,First-Year Swedish Term 2,,Credits4,Swed - Swedish
Swed 103,First-Year Swedish Term 3,,Credits4,Swed - Swedish
Swed 199,Special Studies,,Credits1-12,Swed - Swedish
Swed 201,Second-Year Swedish Term 1,,Credits4,Swed - Swedish
Swed 202,Second-Year Swedish Term 2,,Credits4,Swed - Swedish
Swed 203,Second-Year Swedish Term 3,,Credits4,Swed - Swedish
Swed 299,Special Studies,,Credits1-5,Swed - Swedish
Swed 399,Special Studies,,Credits1-12,Swed - Swedish
Swed 401,Research,,Credits1-12,Swed - Swedish
Swed 402,Independent Study,,Credits1-12,Swed - Swedish
Swed 403,Thesis,,Credits1-12,Swed - Swedish
Swed 404,Cooperative Education/Internship,,Credits1-12,Swed - Swedish
Swed 405,Reading & Conference,,Credits1-12,Swed - Swedish
Swed 406,Special Projects,,Credits1-12,Swed - Swedish
Swed 407,Seminar,,Credits1-12,Swed - Swedish
Swed 408,Workshop,,Credits1-12,Swed - Swedish
Swed 409,Practicum,,Credits1-12,Swed - Swedish
Swed 410,Special Studies,,Credits1-12,Swed - Swedish
SySc 199,Special Studies,,Credits1-12,SySc - Systems Science
SySc 299,Special Studies,,Credits1-12,SySc - Systems Science
SySc 330U,Models in Science,,Credits4,SySc - Systems Science
SySc 332U,Introduction to Agent-Based Modeling,,Credits4,SySc - Systems Science
SySc 334U,Modeling Social-Ecological Systems,,Credits4,SySc - Systems Science
SySc 336U,Networks and Society,,Credits4,SySc - Systems Science
SySc 338U,Decision Making in Complex Environments: A View Towards Collective Action and Social Change,,Credits4,SySc - Systems Science
SySc 340U,Big Data and the Modern World,,Credits4,SySc - Systems Science
SySc 342U,Systems Thinking for Social Change,,Credits4,SySc - Systems Science
SySc 346U,Exploring Complexity in Science and Technology,,Credits4,SySc - Systems Science
SySc 350U,Indigenous and Systems Perspectives on Sustainability,,Credits4,SySc - Systems Science
SySc 399,Special Studies,,Credits1-12,SySc - Systems Science
SySc 401,Research,,Credits1-12,SySc - Systems Science
SySc 402,Independent Study,,Credits1-12,SySc - Systems Science
SySc 403,Honor Thesis,,Credits1-12,SySc - Systems Science
SySc 404,Cooperative Education/Internship,,Credits1-12,SySc - Systems Science
SySc 405,Reading and Conference,,Credits1-12,SySc - Systems Science
SySc 406,Special Projects,,Credits1-12,SySc - Systems Science
SySc 407,Seminar,,Credits1-12,SySc - Systems Science
SySc 408,Workshop,,Credits1-12,SySc - Systems Science
SySc 409,Practicum,,Credits1-12,SySc - Systems Science
SySc 410,Selected Studies,,Credits1-12,SySc - Systems Science
SySc 411,Systems Theory,,Credits4,SySc - Systems Science
SySc 413,Holistic Strategies for Problem Solving,,Credits4,SySc - Systems Science
SySc 414,System Dynamics,,Credits4,SySc - Systems Science
SySc 421,Systems Philosophy,,Credits4,SySc - Systems Science
SySc 423,"Systems Ideas and Sustainability: Limits, Structural Change, and Resilience",,Credits4,SySc - Systems Science
SySc 431,Data Mining with Information Theory,,Credits4,SySc - Systems Science
SySc 435,Modeling & Simulation with R and Python,,Credits4,SySc - Systems Science
SySc 440,Introduction to Network Science,,Credits4,SySc - Systems Science
SySc 445,Application of Data Science,,Credits4,SySc - Systems Science
SySc 452,Game Theory,,Credits4,SySc - Systems Science
SySc 501,Research,,Credits1-9,SySc - Systems Science
SySc 502,Independent Study,,Credits1-9,SySc - Systems Science
SySc 503,Thesis,,Credits1-9,SySc - Systems Science
SySc 504,Cooperative Education/Internship,,Credits1-9,SySc - Systems Science
SySc 505,Reading and Conference,,Credits1-9,SySc - Systems Science
SySc 506,Special Projects,,Credits1-9,SySc - Systems Science
SySc 507,Seminar,,Credits1-12,SySc - Systems Science
SySc 508,Workshop,,Credits1-9,SySc - Systems Science
SySc 509,Practicum,,Credits1-9,SySc - Systems Science
SySc 510,Selected Studies,,Credits1-12,SySc - Systems Science
SySc 511,Systems Theory,,Credits4,SySc - Systems Science
SySc 513,Holistic Strategies for Problem Solving,,Credits4,SySc - Systems Science
SySc 514,System Dynamics,,Credits4,SySc - Systems Science
SySc 521,Systems Philosophy,,Credits4,SySc - Systems Science
SySc 523,"Systems Ideas and Sustainability: Limits, Structural Change, and Resilience",,Credits4,SySc - Systems Science
SySc 525,Agent Based Simulation,,Credits4,SySc - Systems Science
SySc 527,Discrete System Simulation,,Credits4,SySc - Systems Science
SySc 531,Data Mining with Information Theory,,Credits4,SySc - Systems Science
SySc 535,Modeling & Simulation with R and Python,,Credits4,SySc - Systems Science
SySc 540,Introduction to Network Science,,Credits4,SySc - Systems Science
SySc 545,Application of Data Science,,Credits4,SySc - Systems Science
SySc 551,Discrete Multivariate Modeling,,Credits4,SySc - Systems Science
SySc 552,Game Theory,,Credits4,SySc - Systems Science
SySc 557,Artificial Life,,Credits4,SySc - Systems Science
SySc 575,AI: Neural Networks I,,Credits4,SySc - Systems Science
SySc 601,Research,,Credits1-12,SySc - Systems Science
SySc 602,Independent Study,,Credits1-9,SySc - Systems Science
SySc 603,Dissertation,,Credits1-12,SySc - Systems Science
SySc 604,Internship,,Credits1-9,SySc - Systems Science
SySc 605,Reading and Conference,,Credits0-9,SySc - Systems Science
SySc 606,Special Projects,,Credits1-9,SySc - Systems Science
SySc 607,Seminar,,Credits1-12,SySc - Systems Science
SySc 608,Workshop,,Credits1-9,SySc - Systems Science
SySc 609,Practicum,,Credits1-9,SySc - Systems Science
SySc 610,Selected Studies,,Credits1-12,SySc - Systems Science
SySc 625,Agent Based Simulation,,Credits4,SySc - Systems Science
SySc 627,Discrete System Simulation,,Credits4,SySc - Systems Science
SySc 651,Discrete Multivariate Modeling,,Credits4,SySc - Systems Science
SySc 657,Artificial Life,,Credits4,SySc - Systems Science
SysE 501,Research,,Credits1-9,SysE - Systems Engineering
Syse 502,Independent Study,,Credits1-9,SysE - Systems Engineering
SysE 504,Cooperative Education/Internship,,Credits1-9,SysE - Systems Engineering
SysE 505,Reading and Conference,,Credits1-9,SysE - Systems Engineering
SysE 506,Special Projects,,Credits1-9,SysE - Systems Engineering
SysE 507,Seminar,,Credits1-12,SysE - Systems Engineering
SysE 508,Workshop,,Credits1-9,SysE - Systems Engineering
SysE 509,Practicum,,Credits1-9,SysE - Systems Engineering
SysE 510,Selected Studies,,Credits1-12,SysE - Systems Engineering
SysE 561,Logistics Engineering,,Credits4,SysE - Systems Engineering
SysE 567,Systems Engineering Management,,Credits4,SysE - Systems Engineering
SysE 573,Requirements Engineering,,Credits4,SysE - Systems Engineering
SysE 575,Reducing Risk in Decision Making,,Credits4,SysE - Systems Engineering
SysE 590,Integrative Workshop,,Credits0-4,SysE - Systems Engineering
SysE 591,Systems Engineering Approach,,Credits4,SysE - Systems Engineering
SysE 595,Hardware-Software Integration,,Credits4,SysE - Systems Engineering
TA 101,Theater Appreciation,,Credits4,TA - Theater Arts
TA 102,Introduction to Acting,,Credits4,TA - Theater Arts
TA 111,Stagecraft I,,Credits3,TA - Theater Arts
TA 112,Stagecraft II,,Credits3,TA - Theater Arts
TA 114,Technical Theater Production I,,Credits1,TA - Theater Arts
TA 115,Technical Theater Production II,,Credits1,TA - Theater Arts
TA 121,Introduction to Design for Theater,,Credits4,TA - Theater Arts
TA 144,Voice for the Actor I,,Credits3,TA - Theater Arts
TA 147,Movement for the Actor,,Credits3,TA - Theater Arts
TA 151,Introduction to Theater Arts & Practice,,Credits4,TA - Theater Arts
TA 199,Special Studies,,Credits1-12,TA - Theater Arts
TA 201,Script Analysis,,Credits4,TA - Theater Arts
TA 241,Improvisational Acting I,,Credits3,TA - Theater Arts
TA 248,Acting I: Process,,Credits4,TA - Theater Arts
TA 299,Special Studies,,Credits1-4,TA - Theater Arts
TA 305U,Understanding Theater,,Credits4,TA - Theater Arts
TA 311,Scene Design I,,Credits4,TA - Theater Arts
TA 314,Lighting Design 1,,Credits4,TA - Theater Arts
TA 316,Technical Theater Lab,,Credits2,TA - Theater Arts
TA 321,Introduction to Costume Design,,Credits4,TA - Theater Arts
TA 322U,History of Dress I,,Credits4,TA - Theater Arts
TA 323U,History of Dress II,,Credits4,TA - Theater Arts
TA 325,Costume Production,,Credits2,TA - Theater Arts
TA 330U,Multicultural Theater,,Credits4,TA - Theater Arts
TA 333,Workshop Theater: Directing/Stage Management/Dramaturgy,,Credits1-2,TA - Theater Arts
TA 334,"Workshop Theater: Scenery, Costume & Lighting Production 3",,Credits1-2,TA - Theater Arts
TA 335,Workshop Theater: Management/Publicity,,Credits1,TA - Theater Arts
TA 340,Acting II: Scene Study,,Credits4,TA - Theater Arts
TA 341,Acting III: Classical Text,,Credits4,TA - Theater Arts
TA 342,Advanced Acting,,Credits4,TA - Theater Arts
TA 343,Improvisational Acting II,,Credits3,TA - Theater Arts
TA 344,Voice for the Actor II,,Credits3,TA - Theater Arts
TA 345,Topics in Acting,,Credits1-4,TA - Theater Arts
TA 347,Mainstage Production,,Credits1-4,TA - Theater Arts
TA 348,Acting for the Camera,,Credits4,TA - Theater Arts
TA 363,Development of Dramatic Art I,,Credits4,TA - Theater Arts
TA 364,Development of Dramatic Art II,,Credits4,TA - Theater Arts
TA 369U,"Women, Theater, and Society",,Credits4,TA - Theater Arts
TA 399,Special Studies,,Credits1-6,TA - Theater Arts
TA 401,Research,,Credits1-12,TA - Theater Arts
TA 402,Independent Study,,Credits1-12,TA - Theater Arts
TA 403,Thesis,,Credits1-12,TA - Theater Arts
TA 404,Cooperative Education/Internship,,Credits1-12,TA - Theater Arts
TA 405,Reading and Conference,,Credits1-12,TA - Theater Arts
TA 406,Special Projects,,Credits1-6,TA - Theater Arts
TA 407,Seminar,,Credits1-12,TA - Theater Arts
TA 408,Workshop,,Credits1-12,TA - Theater Arts
TA 409,Practicum,,Credits1-12,TA - Theater Arts
TA 410,Selected Topics,,Credits1-12,TA - Theater Arts
TA 454,Directing I,,Credits4,TA - Theater Arts
TA 460,Advanced Directing,,Credits3,TA - Theater Arts
TA 467,Modern Theater I,,Credits4,TA - Theater Arts
TA 468,Modern Theater II,,Credits4,TA - Theater Arts
TA 471,Theater History: Periods and Topics,,Credits1-4,TA - Theater Arts
TA 472,Theater History: Major Figures,,Credits1-4,TA - Theater Arts
TA 474,Dramatic Writing I,,Credits4,TA - Theater Arts
TA 475,Dramatic Writing II,,Credits4,TA - Theater Arts
TA 501,Research,,Credits1-9,TA - Theater Arts
TA 502,Independent Study,,Credits1-9,TA - Theater Arts
TA 503,Thesis,,Credits1-9,TA - Theater Arts
TA 504,Cooperative Education/Internship,,Credits1-9,TA - Theater Arts
TA 505,Reading and Conference,,Credits1-9,TA - Theater Arts
TA 506,Special Projects,,Credits1-9,TA - Theater Arts
TA 507,Seminar,,Credits1-12,TA - Theater Arts
TA 508,Workshop,,Credits1-9,TA - Theater Arts
TA 509,Practicum,,Credits1-9,TA - Theater Arts
TA 510,Selected Topics,,Credits1-12,TA - Theater Arts
TA 554,Directing I,,Credits4,TA - Theater Arts
TA 560,Advanced Directing,,Credits3,TA - Theater Arts
TA 567,Modern Theater I,,Credits4,TA - Theater Arts
TA 568,Modern Theater II,,Credits4,TA - Theater Arts
TA 571,Theater History: Periods and Topics,,Credits1-4,TA - Theater Arts
TA 572,Theater History: Major Figures,,Credits1-4,TA - Theater Arts
TA 574,Dramatic Writing I,,Credits4,TA - Theater Arts
TA 575,Dramatic Writing II,,Credits4,TA - Theater Arts
Tur 101,First-Year Turkish Term 1,,Credits4,Tur - Turkish
Tur 102,First-Year Turkish Term 2,,Credits4,Tur - Turkish
Tur 103,First-Year Turkish Term 3,,Credits4,Tur - Turkish
Tur 199,Special Studies,,Credits1-12,Tur - Turkish
Tur 201,Second-Year Turkish Term 1,,Credits4,Tur - Turkish
Tur 202,Second-Year Turkish Term 2,,Credits4,Tur - Turkish
Tur 203,Second-Year Turkish Term 3,,Credits4,Tur - Turkish
Tur 299,Special Studies,,Credits1-12,Tur - Turkish
Tur 301,Third-year Turkish,,Credits4,Tur - Turkish
Tur 302,Third-year Turkish,,Credits4,Tur - Turkish
Tur 303,Third-year Turkish,,Credits4,Tur - Turkish
Tur 330U,Popular Culture and Literature in Turkey,,Credits4,Tur - Turkish
Tur 331U,Women and Gender in Turkey,,Credits4,Tur - Turkish
Tur 341U,Turkish Literature in Translation,,Credits4,Tur - Turkish
Tur 361U,Turkey through Film,,Credits4,Tur - Turkish
Tur 399,Special Studies,,Credits1-12,Tur - Turkish
Tur 401,Research,,Credits1-12,Tur - Turkish
Tur 404,Cooperative Education/Internship,,Credits1-12,Tur - Turkish
Tur 410,Selected Topics,,Credits1-12,Tur - Turkish
Tur 416,Readings in Turkish,,Credits2,Tur - Turkish
ULib 510,Special Topics,,Credits1-12,ULib - Library Research
Ulib 511,Library Research & Scholarly Communication Fundamentals,,Credits1,ULib - Library Research
