course_code,course_title,course_description,course_credits,department
CR 407,Seminar,,Credits1-5,CR - Conflict Resolution
CR 408,Workshop,,Credits1-12,CR - Conflict Resolution
CR 409,Practicum,,Credits1-12,CR - Conflict Resolution
CR 410,Selected Topics,,Credits1-5,CR - Conflict Resolution
CR 411,Conflict Resolution Career Preparation,,Credits4,CR - Conflict Resolution
CR 416,Evil and Hate,,Credits4,CR - Conflict Resolution
CR 419,Forgiveness and Atonement,,Credits4,CR - Conflict Resolution
CR 420,Individual and Group Reconciliation Processes,,Credits4,CR - Conflict Resolution
CR 423,Dialogue Across Differences,,Credits4,CR - Conflict Resolution
CR 427,Nationalism and Ethnic Conflict,,Credits4,CR - Conflict Resolution
CR 428,"Human Values in War and Peace: Value Dilemmas, Contradictions and Resolutions",,Credits4,CR - Conflict Resolution
CR 429,European Union as a Peacebuilding System,,Credits4,CR - Conflict Resolution
CR 431,Improvisational Conflict Resolution,,Credits2-4,CR - Conflict Resolution
CR 432,Power and Conflict Resolution,,Credits2-4,CR - Conflict Resolution
CR 433,Love and Conflict Resolution,,Credits2-4,CR - Conflict Resolution
CR 439,Family Mediation,,Credits2,CR - Conflict Resolution
CR 440,Peer Mediation,,Credits2,CR - Conflict Resolution
CR 441,Storytelling and Conflict Resolution,,Credits4,CR - Conflict Resolution
CR 442,Peace Education,,Credits4,CR - Conflict Resolution
CR 443,Nationalism versus Democracy since 9/11,,Credits4,CR - Conflict Resolution
CR 444,"Neighbors and Enemies: Cyprus, Greece and Turkey",,Credits4,CR - Conflict Resolution
CR 445,Gender and Conflict Resolution,,Credits4,CR - Conflict Resolution
CR 446,Human Rights and Conflict Resolution,,Credits4,CR - Conflict Resolution
CR 447,Civil Society and Conflict Resolution,,Credits4,CR - Conflict Resolution
CR 448,Transitional Justice and Peacebuilding,,Credits4,CR - Conflict Resolution
CR 449,Intro to Holocaust and Genocide Studies,,Credits4,CR - Conflict Resolution
CR 451,Conflict Analysis and Strategic Mediation,,Credits4,CR - Conflict Resolution
CR 452,Technology and Global Affairs: A Peace and Conflict Studies Perspective,,Credits4,CR - Conflict Resolution
CR 501,Research,,Credits1-9,CR - Conflict Resolution
CR 502,Independent Study,,Credits1-9,CR - Conflict Resolution
CR 503,Thesis,,Credits1-9,CR - Conflict Resolution
CR 504,Cooperative Education/Internship,,Credits1-9,CR - Conflict Resolution
CR 505,Reading and Conference,,Credits1-9,CR - Conflict Resolution
CR 506,Special Projects,,Credits1-9,CR - Conflict Resolution
CR 507,Seminar,,Credits1-12,CR - Conflict Resolution
CR 508,Workshop,,Credits1-9,CR - Conflict Resolution
CR 509,Practicum,,Credits1-9,CR - Conflict Resolution
CR 510,Selected Topics,,Credits1-12,CR - Conflict Resolution
CR 511,Research Methods in Conflict Resolution,,Credits4,CR - Conflict Resolution
CR 512,Foundations of Conflict Resolution,,Credits4,CR - Conflict Resolution
CR 513,Advanced Values and Ethics in Conflict Resolution,,Credits4,CR - Conflict Resolution
CR 514,Conflict Resolution in Divergent Settings,,Credits4,CR - Conflict Resolution
CR 515,Negotiation,,Credits4,CR - Conflict Resolution
CR 516,Evil and Hate,,Credits4,CR - Conflict Resolution
CR 517,Nonviolence,,Credits4,CR - Conflict Resolution
CR 518,Psychology of Peace and Conflict,,Credits4,CR - Conflict Resolution
CR 519,Forgiveness and Atonement,,Credits4,CR - Conflict Resolution
CR 520,Individual and Group Reconciliation Processes,,Credits4,CR - Conflict Resolution
CR 522,Thesis and Project Preparation Seminar,,Credits4,CR - Conflict Resolution
CR 523,Dialogue Across Differences,,Credits4,CR - Conflict Resolution
CR 524,Advanced Mediation,,Credits4,CR - Conflict Resolution
CR 525,Conflict Resolution Systems Design,,Credits4,CR - Conflict Resolution
CR 526,Advanced Intercultural Conflict Resolution,,Credits4,CR - Conflict Resolution
CR 527,Nationalism and Ethnic Conflict,,Credits4,CR - Conflict Resolution
CR 528,"Human Values in War and Peace: Value Dilemmas, Contradictions and Resolutions",,Credits4,CR - Conflict Resolution
CR 529,European Union as a Peacebuilding System,,Credits4,CR - Conflict Resolution
CR 530,Research and Professional Development Colloquium,,Credits1-4,CR - Conflict Resolution
CR 531,Improvisational Conflict Resolution,,Credits2-4,CR - Conflict Resolution
CR 532,Power and Conflict Resolution,,Credits2-4,CR - Conflict Resolution
CR 533,Love and Conflict Resolution,,Credits2-4,CR - Conflict Resolution
CR 539,Family Mediation,,Credits2,CR - Conflict Resolution
CR 540,Peer Mediation,,Credits2,CR - Conflict Resolution
CR 541,Storytelling and Conflict Resolution,,Credits4,CR - Conflict Resolution
CR 542,Peace Education,,Credits4,CR - Conflict Resolution
CR 543,Nationalism and Democracy in a Post-9/11 World,,Credits4,CR - Conflict Resolution
CR 544,"Neighbors and Enemies: Cyprus, Greece and Turkey",,Credits4,CR - Conflict Resolution
CR 545,Gender and Conflict Resolution,,Credits4,CR - Conflict Resolution
CR 546,Human Rights and Conflict Resolution,,Credits4,CR - Conflict Resolution
CR 547,Civil Society and Conflict Resolution,,Credits4,CR - Conflict Resolution
CR 548,Transitional Justice and Peacebuilding,,Credits4,CR - Conflict Resolution
CR 549,Intro to Holocaust and Genocide Studies,,Credits4,CR - Conflict Resolution
CR 550,Holocaust and Genocide/Atrocity Prevention Synthesis,,Credits4,CR - Conflict Resolution
CR 551,Conflict Analysis and Strategic Mediation,,Credits4,CR - Conflict Resolution
CR 552,Technology and Global Affairs: A Peace and Conflict Studies Perspective,,Credits4,CR - Conflict Resolution
CS 105,Computing Fundamentals I,,Credits4,CS - Computer Science
CS 106,Computing Fundamentals II,,Credits4,CS - Computer Science
CS 107,Computing Fundamentals III,,Credits4,CS - Computer Science
CS 160,Exploring Computer Science,,Credits4,CS - Computer Science
CS 161,Introduction to Programming and Problem-Solving,,Credits4,CS - Computer Science
CS 161L,Introduction to Programming and Problem-Solving Laboratory,,Credits0,CS - Computer Science
CS 162,Introduction to Computer Science,,Credits4,CS - Computer Science
CS 163,Data Structures,,Credits4,CS - Computer Science
CS 199,Special Studies,,Credits0-12,CS - Computer Science
CS 205,System Programming and Architecture,,Credits4,CS - Computer Science
CS 250,Discrete Structures I,,Credits4,CS - Computer Science
CS 251,Discrete Structures II,,Credits4,CS - Computer Science
CS 284,Algorithmic Thinking,,Credits4,CS - Computer Science
CS 299,Special Studies,,Credits0-4,CS - Computer Science
CS 299L,Lab for CS 299,,Credits0,CS - Computer Science
CS 302,Programming Methodologies and Software Implementation,,Credits4,CS - Computer Science
CS 305,"Social, Ethical, and Legal Implications of Computing",,Credits4,CS - Computer Science
CS 311,Computational Structures,,Credits4,CS - Computer Science
CS 313,Artificial Intelligence and Game Design,,Credits4,CS - Computer Science
CS 314,Elements of Software Engineering,,Credits4,CS - Computer Science
CS 333,Introduction to Operating Systems,,Credits4,CS - Computer Science
CS 333L,Introduction to Operating Systems Lab,,Credits0,CS - Computer Science
CS 340,Discrete Structures for Engineers,,Credits4,CS - Computer Science
CS 345,Cyberculture: The Internet and Popular Culture,,Credits4,CS - Computer Science
CS 345,Cyberculture: The Internet and Popular Culture,,Credits4,CS - Computer Science
CS 346U,Exploring Complexity in Science and Technology,,Credits4,CS - Computer Science
CS 347U,The Internet Age,,Credits4,CS - Computer Science
CS 348U,"Digital Media, Technology and Society",,Credits4,CS - Computer Science
CS 350,Algorithms and Complexity,,Credits4,CS - Computer Science
CS 358,Principles of Programming Languages,,Credits4,CS - Computer Science
CS 399,Special Studies,,Credits0-6,CS - Computer Science
CS 399L,Lab for CS 399,,Credits0,CS - Computer Science
CS 399P,Special Studies,,Credits1-6,CS - Computer Science
CS 401,Research,,Credits1-12,CS - Computer Science
CS 402,Independent Study,,Credits1-12,CS - Computer Science
CS 403,Honors Thesis,,Credits1-12,CS - Computer Science
CS 404,Cooperative Education/Internship,,Credits1-12,CS - Computer Science
CS 405,Reading and Conference,,Credits1-12,CS - Computer Science
CS 406,Special Projects,,Credits1-12,CS - Computer Science
CS 407,Seminar,,Credits1-12,CS - Computer Science
CS 408,Workshop,,Credits1-12,CS - Computer Science
CS 409,Practicum,,Credits1-9,CS - Computer Science
CS 410,Selected Topics,,Credits1-12,CS - Computer Science
CS 410L,Selected Topics Lab,,Credits0,CS - Computer Science
CS 410P,Selected Topics,,Credits1-6,CS - Computer Science
CS 415,Parallel Programming,,Credits4,CS - Computer Science
CS 415L,Lab for CS 415P,,Credits0,CS - Computer Science
CS 415P,Parallel Programming,,Credits4,CS - Computer Science
CS 416P,"Computers, Sound and Music",,Credits4,CS - Computer Science
CS 418,Cultural Competence in Computing,,Credits4,CS - Computer Science
CS 420,Object-Oriented Programming and Design,,Credits4,CS - Computer Science
CS 420P,Object-Oriented Programming,,Credits4,CS - Computer Science
CS 421,Programming Language Implementation: Syntax and Static Semantics,,Credits4,CS - Computer Science
CS 421L,Lab for CS 421,,Credits0,CS - Computer Science
CS 421P,Programming Language Implementation: Syntax and Static Semantics,,Credits4,CS - Computer Science
CS 422,Programming Language Implementation: Code Generation and Dynamic Semantics,,Credits4,CS - Computer Science
CS 422L,Lab for CS 422,,Credits0,CS - Computer Science
CS 422P,Programming Language Implementation: Code Generation and Dynamic Semantics,,Credits4,CS - Computer Science
CS 423,Rust Programming,,Credits4,CS - Computer Science
CS 427,Introduction to Visual Computing,,Credits4,CS - Computer Science
CS 429,Exploring Fractals,,Credits4,CS - Computer Science
CS 430P,"Internet, Web, & Cloud Systems",,Credits4,CS - Computer Science
CS 431,"Introduction to Performance Measurement, Modeling and Analysis",,Credits4,CS - Computer Science
CS 435,Accelerated Computing,,Credits4,CS - Computer Science
CS 435L,Lab for CS 435,,Credits0,CS - Computer Science
CS 436,Fundamentals of Data Engineering,,Credits4,CS - Computer Science
CS 437,Introduction to Data Mining,,Credits4,CS - Computer Science
CS 438,Computer Architecture,,Credits4,CS - Computer Science
CS 439,Introduction to Computational Imaging,,Credits4,CS - Computer Science
CS 440,Deep Learning: Computational Structures and Programming,,Credits4,CS - Computer Science
CS 441,Artificial Intelligence,,Credits4,CS - Computer Science
CS 442,Advanced Artificial Intelligence: Combinatorial Games,,Credits4,CS - Computer Science
CS 442P,Advanced Artificial Intelligence: Combinatorial Games,,Credits4,CS - Computer Science
CS 443,Advanced Artificial Intelligence: Combinatorial Search,,Credits4,CS - Computer Science
CS 444,Natural Language Processing,,Credits4,CS - Computer Science
CS 445,Machine Learning,,Credits4,CS - Computer Science
CS 446,Reinforcement Learning,,Credits4,CS - Computer Science
CS 447,Computer Graphics,,Credits4,CS - Computer Science
CS 447P,Computer Graphics,,Credits4,CS - Computer Science
CS 448,Virtual Reality,,Credits4,CS - Computer Science
CS 449,Data Clustering,,Credits4,CS - Computer Science
CS 451,Numerical Computation,,Credits4,CS - Computer Science
CS 452,Building Software Systems with Components,,Credits4,CS - Computer Science
CS 454,Software Engineering,,Credits4,CS - Computer Science
CS 457,Functional Programming,,Credits4,CS - Computer Science
CS 461,Open Source Software Development Laboratory,,Credits4,CS - Computer Science
CS 461P,Open Source Software Development Laboratory,,Credits4,CS - Computer Science
CS 462,Advanced Open Source Software Engineering,,Credits4,CS - Computer Science
CS 463,Intro to Web Development,,Credits4,CS - Computer Science
CS 464P,Front End Web Technologies,,Credits4,CS - Computer Science
CS 465P,Full Stack Web Development,,Credits4,CS - Computer Science
CS 466,Voice Assistants,,Credits4,CS - Computer Science
CS 467,The Wireless Web,,Credits4,CS - Computer Science
CS 469,Software Engineering Capstone I,,Credits4,CS - Computer Science
CS 470,Software Engineering Capstone II,,Credits4,CS - Computer Science
CS 471,Rust Embedded,,Credits4,CS - Computer Science
CS 475,Generative Security Application Engineering,,Credits4,CS - Computer Science
CS 480,Randomized Algorithms and Probabilistic Analysis,,Credits4,CS - Computer Science
CS 483,Introduction to Quantum Computer Science,,Credits4,CS - Computer Science
CS 485,Cryptography,,Credits4,CS - Computer Science
CS 486,Introduction to Database Management Systems,,Credits4,CS - Computer Science
CS 487,Database Management Systems Implementation,,Credits4,CS - Computer Science
CS 487P,Database Management Systems Implementation,,Credits4,CS - Computer Science
CS 488P,Cloud and Cluster Data Management,,Credits4,CS - Computer Science
CS 489,Introduction to Privacy-aware Computing,,Credits4,CS - Computer Science
CS 490,Introduction to Multimedia Computing and Networking,,Credits4,CS - Computer Science
CS 491,Introduction to Computer Security,,Credits4,CS - Computer Science
CS 492,Malware Reverse Engineering,,Credits4,CS - Computer Science
CS 493,Digital Forensics,,Credits4,CS - Computer Science
CS 494,Internetworking Protocols,,Credits4,CS - Computer Science
CS 494P,Internetworking Protocols,,Credits4,CS - Computer Science
CS 495,Web and Cloud Security,,Credits4,CS - Computer Science
CS 496,Network Security,,Credits4,CS - Computer Science
CS 497,Sensor Networks,,Credits4,CS - Computer Science
CS 498,Introduction to Wireless Network Protocols,,Credits4,CS - Computer Science
CS 501,Research,,Credits1-9,CS - Computer Science
CS 502,Independent Study,,Credits1-9,CS - Computer Science
CS 503,Thesis,,Credits1-9,CS - Computer Science
CS 504,Cooperative Education/Internship,,Credits1-9,CS - Computer Science
CS 505,Reading and Conference,,Credits1-9,CS - Computer Science
CS 506,Special Projects,,Credits1-9,CS - Computer Science
CS 507,Seminar,,Credits1-12,CS - Computer Science
CS 508,Workshop,,Credits1-9,CS - Computer Science
CS 509,Practicum,,Credits1-9,CS - Computer Science
CS 510,Selected Topics,,Credits1-12,CS - Computer Science
CS 515,Parallel Programming,,Credits3,CS - Computer Science
CS 515L,Lab for CS 515P,,Credits0,CS - Computer Science
CS 516,"Computers, Sound and Music",,Credits3,CS - Computer Science
CS 518,Cultural Competence in Computing,,Credits3,CS - Computer Science
CS 520,Object-Oriented Programming & Design,,Credits3,CS - Computer Science
CS 523,Rust Programming,,Credits3,CS - Computer Science
CS 527,Introduction to Visual Computing,,Credits3,CS - Computer Science
CS 529,Exploring Fractals,,Credits3,CS - Computer Science
CS 530,"Internet, Web, & Cloud Systems",,Credits3,CS - Computer Science
CS 531,"Introduction to Performance Measurement, Modeling and Analysis",,Credits3,CS - Computer Science
CS 532,Operating System Foundations,,Credits3,CS - Computer Science
CS 533,Concepts of Operating Systems,,Credits3,CS - Computer Science
CS 535,Accelerated Computing,,Credits3,CS - Computer Science
CS 536,Fundamentals of Data Engineering,,Credits3,CS - Computer Science
CS 537,Introduction to Data Mining,,Credits3,CS - Computer Science
CS 538,Computer Architecture,,Credits3,CS - Computer Science
CS 539,Introduction to Computational Imaging,,Credits3,CS - Computer Science
CS 540,Deep Learning: Computational Structures and Programming,,Credits3,CS - Computer Science
CS 541,Artificial Intelligence,,Credits3,CS - Computer Science
CS 542,Advanced Artificial Intelligence: Combinatorial Games,,Credits3,CS - Computer Science
CS 543,Advanced Artificial Intelligence: Combinatorial Search,,Credits3,CS - Computer Science
CS 544,Natural Language Processing,,Credits3,CS - Computer Science
CS 545,Machine Learning,,Credits3,CS - Computer Science
CS 546,Reinforcement Learning,,Credits3,CS - Computer Science
CS 547,Computer Graphics,,Credits3,CS - Computer Science
CS 548,Virtual Reality,,Credits3,CS - Computer Science
CS 549,Data Clustering,,Credits3,CS - Computer Science
CS 550,Parallel Algorithms,,Credits3,CS - Computer Science
CS 551,Numerical Computation,,Credits3,CS - Computer Science
CS 552,Building Software Systems with Components,,Credits3,CS - Computer Science
CS 553,Design Patterns,,Credits3,CS - Computer Science
CS 554,Software Engineering,,Credits3,CS - Computer Science
CS 555,Software Specification and Verification,,Credits3,CS - Computer Science
CS 556,Software Implementation and Testing,,Credits3,CS - Computer Science
CS 557,Functional Programming,,Credits3,CS - Computer Science
CS 558,Programming Languages,,Credits3,CS - Computer Science
CS 559,Software Measurement and Models,,Credits3,CS - Computer Science
CS 560,Human-Computer Interaction,,Credits3,CS - Computer Science
CS 561,Open Source Software Development Laboratory,,Credits3,CS - Computer Science
CS 562,Advanced Open Source Software Engineering,,Credits3,CS - Computer Science
CS 563,Intro to Web Development,,Credits3,CS - Computer Science
CS 564,Front End Web Technologies,,Credits3,CS - Computer Science
CS 565,Full Stack Web Development,,Credits3,CS - Computer Science
CS 566,Voice Assistants,,Credits3,CS - Computer Science
CS 567,The Wireless Web,,Credits3,CS - Computer Science
CS 568,Functional Logic Programming,,Credits3,CS - Computer Science
CS 569,Scholarship Skills for Computer Science and Engineering,,Credits3,CS - Computer Science
CS 570,Machine Learning Seminar,,Credits1,CS - Computer Science
CS 571,Rust Embedded,,Credits3,CS - Computer Science
CS 572,Operating System Internals,,Credits3,CS - Computer Science
CS 575,Generative Security Application Engineering,,Credits3,CS - Computer Science
CS 576,Computer Security Research Seminar,,Credits3,CS - Computer Science
CS 577,Modern Language Processors,,Credits3,CS - Computer Science
CS 578,Programming Language Semantics,,Credits3,CS - Computer Science
CS 579,Formal Verification of Hardware/Software Systems,,Credits3,CS - Computer Science
CS 580,Randomized Algorithms and Probabilistic Analysis,,Credits3,CS - Computer Science
CS 581,Theory of Computation,,Credits3,CS - Computer Science
CS 582,Theory of Computation: Advanced Topics,,Credits3,CS - Computer Science
CS 583,Introduction to Quantum Computer Science,,Credits3,CS - Computer Science
CS 584,Algorithm Design and Analysis,,Credits3,CS - Computer Science
CS 585,Cryptography,,Credits3,CS - Computer Science
CS 586,Introduction to Database Management Systems,,Credits3,CS - Computer Science
CS 587,Database Management Systems Implementation,,Credits3,CS - Computer Science
CS 588,Cloud and Cluster Data Management,,Credits3,CS - Computer Science
CS 589,Introduction to Privacy-aware Computing,,Credits3,CS - Computer Science
CS 590,Introduction to Multimedia Computing and Networking,,Credits3,CS - Computer Science
CS 591,Introduction to Computer Security,,Credits3,CS - Computer Science
CS 592,Malware Reverse Engineering,,Credits3,CS - Computer Science
CS 593,Digital Forensics,,Credits3,CS - Computer Science
CS 594,Internetworking Protocols,,Credits3,CS - Computer Science
CS 595,Web and Cloud Security,,Credits3,CS - Computer Science
CS 596,Network Security,,Credits3,CS - Computer Science
CS 597,Sensor Networks,,Credits3,CS - Computer Science
CS 598,Introduction to Wireless Network Protocols,,Credits3,CS - Computer Science
CS 601,Research,,Credits1-12,CS - Computer Science
CS 602,Independent Study,,Credits1-9,CS - Computer Science
CS 603,Dissertation,,Credits1-12,CS - Computer Science
CS 604,Cooperative Education/Internship,,Credits1-9,CS - Computer Science
CS 605,Reading and Conference,,Credits1-9,CS - Computer Science
CS 606,Special Projects,,Credits1-9,CS - Computer Science
CS 607,Seminar,,Credits1-12,CS - Computer Science
CS 608,Workshop,,Credits1-9,CS - Computer Science
CS 610,Selected Topics,,Credits1-12,CS - Computer Science
CS 653,Design Patterns,,Credits3,CS - Computer Science
CS 655,Software Specification and Verification,,Credits3,CS - Computer Science
CS 656,Software Implementation and Testing,,Credits3,CS - Computer Science
CS 658,Programming Languages,,Credits3,CS - Computer Science
CS 659,Software Measurement and Models,,Credits3,CS - Computer Science
CS 668,Functional Logic Programming,,Credits3,CS - Computer Science
CS 669,Scholarship Skills for Computer Science and Engineering,,Credits3,CS - Computer Science
CS 672,Operating System Internals,,Credits3,CS - Computer Science
CS 676,Computer Security Research Seminar,,Credits3,CS - Computer Science
CS 677,Modern Language Processors,,Credits3,CS - Computer Science
CS 678,Programming Language Semantics,,Credits3,CS - Computer Science
CS 684,Algorithm Design and Analysis,,Credits3,CS - Computer Science
CS 696,Network Management and Security,,Credits3,CS - Computer Science
CS 699,Special Studies,,Credits1-6,CS - Computer Science
D 104,Dance Appreciation,,Credits4,D - Dance
D 193,"Dance Laboratory: Modern I, II, III",,Credits2,D - Dance
D 195,"Dance Laboratory: Topics I, II, III",,Credits2,D - Dance
D 196,"Dance Laboratory: Ballet I, II, III",,Credits2,D - Dance
D 197,"Dance Laboratory: Jazz I, II, III",,Credits2,D - Dance
D 304,Dance Appreciation,,Credits4,D - Dance
D 350,Dance Improvisation,,Credits4,D - Dance
D 351,Dance Composition,,Credits4,D - Dance
D 352,Dance Choreography,,Credits4,D - Dance
D 355,Dance Production,,Credits4,D - Dance
D 362U,Contemporary Dance 1920 to Present,,Credits4,D - Dance
D 366U,Dance in Film: Early Years through the 1940s,,Credits4,D - Dance
D 367U,Dance in Film: 1940s to Present,,Credits4,D - Dance
D 393,"Dance Laboratory: Modern I, II, III",,Credits2,D - Dance
D 395,Dance: Topics,,Credits2,D - Dance
D 396,"Dance Laboratory: Ballet I, II, III",,Credits2,D - Dance
D 397,"Dance Laboratory: Jazz I, II, III",,Credits2,D - Dance
D 399,Special Studies,,Credits1-12,D - Dance
D 402,Independent Study,,Credits1-12,D - Dance
D 404,Cooperative Education/Internship,,Credits1-12,D - Dance
D 405,Reading & Conference,,Credits1-12,D - Dance
Des 100,Introduction to Communication Design for Non-Majors,,Credits4,Des - Design
Des 111,Design Process,,Credits4,Des - Design
Des 120,Digital Graphics,,Credits4,Des - Design
Des 121,Introduction to Type and Design Principles,,Credits4,Des - Design
Des 125,Show and Tell,,Credits2,Des - Design
Des 140,"Foundations in Motion, UI, and UX",,Credits4,Des - Design
Des 180,Intro to Game Design,,Credits4,Des - Design
Des 199,Special Studies,,Credits1-12,Des - Design
Des 200,Digital Page Design I,,Credits4,Des - Design
Des 210,Digital Imaging and Illustration I,,Credits4,Des - Design
Des 224,Storytelling and Narrative,,Credits4,Des - Design
Des 225,Design Systems,,Credits4,Des - Design
Des 254,Typography I,,Credits4,Des - Design
Des 280,2D Game Design,,Credits4,Des - Design
Des 290,Histories of Graphic Design,,Credits4,Des - Design
Des 299,Special Studies,,Credits1-8,Des - Design
Des 300,Digital Page Design II,,Credits4,Des - Design
Des 302U,Design is Everywhere,,Credits4,Des - Design
Des 310,Digital Imaging and Illustration II,,Credits4,Des - Design
Des 315,Professional Development,,Credits4,Des - Design
Des 320,Information Design,,Credits4,Des - Design
Des 321,Brand Lab,,Credits6,Des - Design
Des 333,"Friendtorship: Design, Art and Social Change",,Credits4,Des - Design
Des 335,Screen Printing for Design,,Credits4,Des - Design
Des 340,Interaction Design Principles,,Credits4,Des - Design
Des 341,Interactive Media I,,Credits4,Des - Design
Des 342,Interactive Media II,,Credits4,Des - Design
Des 343,Creative Coding,,Credits4,Des - Design
Des 345,Introduction to Motion Graphics for Designers,,Credits4,Des - Design
Des 353,Typeface Design,,Credits4,Des - Design
Des 354,Typography II,,Credits4,Des - Design
Des 358,"Video, Design & Community",,Credits4,Des - Design
Des 367,Design Business Practices,,Credits4,Des - Design
Des 380,3D Game Design,,Credits4,Des - Design
Des 381,Design for AR/VR,,Credits4,Des - Design
Des 399,Special Studies,,Credits1-8,Des - Design
Des 401,Research,,Credits1-12,Des - Design
Des 402,Independent Study,,Credits1-12,Des - Design
Des 403,Thesis,,Credits1-12,Des - Design
Des 404,Cooperative Education/Internship,,Credits1-12,Des - Design
Des 405,Reading and Conference,,Credits1-12,Des - Design
Des 406,Special Projects,,Credits1-12,Des - Design
Des 407,Seminar,,Credits1-12,Des - Design
Des 408,Workshop,,Credits1-12,Des - Design
Des 409,Practicum,,Credits1-12,Des - Design
Des 410,Selected Topics,,Credits1-12,Des - Design
Des 425,Rodeo,,Credits4,Des - Design
Des 440,Interactive Team,,Credits4,Des - Design
Des 441,Interface Design,,Credits4,Des - Design
Des 470,Design Thesis I,,Credits4,Des - Design
Des 471,Design Thesis II,,Credits4,Des - Design
Des 472,Design Portfolio,,Credits6,Des - Design
EAS 101,Engineering Problem Solving,,Credits4,EAS - Engineering & Applied Science
EAS 101R,Recitation: Engineering Problem Solving,,Credits0,EAS - Engineering & Applied Science
EAS 102,Engineering Computation Structures,,Credits4,EAS - Engineering & Applied Science
EAS 115,Engineering Graphics,,Credits3,EAS - Engineering & Applied Science
EAS 115L,Engineering Graphics Lab,,Credits0,EAS - Engineering & Applied Science
EAS 199,Special Studies,,Credits1-12,EAS - Engineering & Applied Science
EAS 211,Statics,,Credits4,EAS - Engineering & Applied Science
EAS 212,Strength of Materials,,Credits4,EAS - Engineering & Applied Science
EAS 215,Dynamics,,Credits4,EAS - Engineering & Applied Science
EAS 333U,"Problems, Solutions, and Systems Thinking",,Credits4,EAS - Engineering & Applied Science
EAS 401,Research,,Credits1-6,EAS - Engineering & Applied Science
EAS 405,Reading and Conference,,Credits1-6,EAS - Engineering & Applied Science
EAS 406,Special Projects,,Credits1-6,EAS - Engineering & Applied Science
EAS 407,Seminar,,Credits1-12,EAS - Engineering & Applied Science
EAS 410,Selected Topics,,Credits1-6,EAS - Engineering & Applied Science
EAS 461,Reliability Engineering,,Credits4,EAS - Engineering & Applied Science
EAS 507,Seminar,,Credits1-12,EAS - Engineering & Applied Science
EAS 510,Selected Topics,,Credits1-12,EAS - Engineering & Applied Science
EAS 561,Reliability Engineering,,Credits4,EAS - Engineering & Applied Science
Ec 199,Special Studies,,Credits1-12,Ec - Economics
Ec 200,Contemporary Economic Issues,,Credits4,Ec - Economics
Ec 201Z,Principles of Microeconomics,,Credits4,Ec - Economics
Ec 202Z,Principles of Macroeconomics,,Credits4,Ec - Economics
Ec 299,Special Studies,,Credits1-12,Ec - Economics
Ec 311,Intermediate Microeconomics,,Credits4,Ec - Economics
Ec 312,Intermediate Macroeconomics,,Credits4,Ec - Economics
Ec 314U,Private and Public Investment Analysis,,Credits4,Ec - Economics
Ec 316U,Introduction to Health Care Economics,,Credits4,Ec - Economics
Ec 321U,Fundamentals of Game Theory,,Credits4,Ec - Economics
Ec 325,Latin American Economics,,Credits4,Ec - Economics
Ec 332U,Economics of Environmental Issues,,Credits4,Ec - Economics
Ec 340,International Economics,,Credits4,Ec - Economics
Ec 345,Marxist Political Economy,,Credits4,Ec - Economics
Ec 350U,Economics of Developing Countries,,Credits4,Ec - Economics
Ec 380,Introduction to Mathematical Economics,,Credits4,Ec - Economics
Ec 399,Special Studies,,Credits1-6,Ec - Economics
Ec 401,Research,,Credits1-12,Ec - Economics
Ec 402,Independent Study,,Credits1-12,Ec - Economics
Ec 403,Honors Thesis,,Credits1-12,Ec - Economics
Ec 404,Cooperative Education/Internship,,Credits1-12,Ec - Economics
Ec 405,Reading and Conference,,Credits1-12,Ec - Economics
Ec 406,Projects,,Credits1-12,Ec - Economics
Ec 407,Seminar,,Credits1-12,Ec - Economics
Ec 408,Workshop,,Credits1-12,Ec - Economics
Ec 409,Practicum,,Credits1-12,Ec - Economics
Ec 410,Selected Topics,,Credits1-12,Ec - Economics
Ec 415,Microeconomic Theory with Calculus,,Credits4,Ec - Economics
Ec 417,Women in the Economy,,Credits4,Ec - Economics
Ec 418,Economics Department Seminar,,Credits1,Ec - Economics
Ec 419,Economics of Race and Ethnicity,,Credits4,Ec - Economics
Ec 420,Money and Banking,,Credits4,Ec - Economics
Ec 425,Economics of Industrial Organization,,Credits4,Ec - Economics
Ec 426,Economics of Regulation,,Credits4,Ec - Economics
Ec 427,Cost-Benefit Analysis,,Credits4,Ec - Economics
Ec 428,Project Evaluation,,Credits4,Ec - Economics
Ec 430,Resource and Environmental Economics,,Credits4,Ec - Economics
Ec 431,Urban Economics,,Credits4,Ec - Economics
Ec 432,Advanced Environmental Economics,,Credits4,Ec - Economics
Ec 433,Advanced Natural Resource Economics,,Credits4,Ec - Economics
Ec 434,Business Environmental Management Economics,,Credits4,Ec - Economics
Ec 435,Public Spending and Debt Policy,,Credits4,Ec - Economics
Ec 436,Taxation and Income Policies,,Credits4,Ec - Economics
Ec 437,Public Utility Economics,,Credits4,Ec - Economics
Ec 438,Energy Economics,,Credits4,Ec - Economics
Ec 440,International Trade Theory and Policy,,Credits4,Ec - Economics
Ec 441,International Monetary Theory and Policy,,Credits4,Ec - Economics
Ec 442,The Multinational Enterprise in the World Economy,,Credits4,Ec - Economics
Ec 443,Global Environmental Economics,,Credits4,Ec - Economics
Ec 444,Economics of Green Power,,Credits4,Ec - Economics
Ec 445,Comparative Economic Systems,,Credits4,Ec - Economics
Ec 446,Institutional Economics,,Credits4,Ec - Economics
