"course_code","course_title","department","credits","level"
"GEOG 554","Latin America","GEOG - Geography","(3 Credit Hours)","Graduate"
"GEOG 555","The Middle East","GEOG - Geography","(3 Credit Hours)","Graduate"
"GEOG 558","Geography of Virginia","GEOG - Geography","(3 Credit Hours)","Graduate"
"GEOG 560","Medical Geography","GEOG - Geography","(3 Credit Hours)","Graduate"
"GEOG 562","Advanced Spatial Analysis","GEOG - Geography","(3 Credit Hours)","Graduate"
"GEOG 563","GIS Programming","GEOG - Geography","(3 Credit Hours)","Graduate"
"GEOG 564","Advanced Environmental Geography Seminar","GEOG - Geography","(3 Credit Hours)","Graduate"
"GEOG 573","Geographic Information Systems for Emergency Management","GEOG - Geography","(3 Credit Hours)","Graduate"
"GEOG 575","Urban Resiliency","GEOG - Geography","(3 Credit Hours)","Graduate"
"GEOG 590","Applied Cartography/GIS","GEOG - Geography","(1-3 Credit Hours)","Graduate"
"GEOG 595","Topics in Geography","GEOG - Geography","(1-4 Credit Hours)","Graduate"
"GEOG 596","Topics in Geography","GEOG - Geography","(1-4 Credit Hours)","Graduate"
"GEOG 597","Independent Research in Geography","GEOG - Geography","(1-3 Credit Hours)","Graduate"
"GEOG 598","Tutorial Work in Geography","GEOG - Geography","(1-3 Credit Hours)","Graduate"
"GEOG 600","Geospatial Data Analysis","GEOG - Geography","(3 Credit Hours)","Graduate"
"GEOG 601","Spatial Statistics and Modeling","GEOG - Geography","(3 Credit Hours)","Graduate"
"GEOG 620","Seminar in Political Geography","GEOG - Geography","(3 Credit Hours)","Graduate"
"GEOG 668","Internship","GEOG - Geography","(1-6 Credit Hours)","Graduate"
"GEOG 695","Selected Topics in Geography","GEOG - Geography","(1-3 Credit Hours)","Graduate"
"GEOG 696","Selected Topics in Geography","GEOG - Geography","(1-3 Credit Hours)","Graduate"
"GEOG 697","Independent Research in Geography","GEOG - Geography","(1-3 Credit Hours)","Graduate"
"GEOG 720","Cultural Geography Seminar","GEOG - Geography","(3 Credit Hours)","Graduate"
"GEOG 100S","Human Geography","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 101S","Environmental Geography","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 102T","Digital Earth: Geospatial Technology and Society","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 126S","Honors: Cultural Geography","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 250","World Regional Geography","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 295","Topics in Geography","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 296","Topics in Geography","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 300","Maps and Geographic Information","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 305","World Resources","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 306T","Hazards: Natural and Technological","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 308","Research Design","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 310","Geography of the City","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 320","Political Geography","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 321","World Economic Geography","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 325","Ethnic Minorities","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 330","Field Methods","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 350","Geography of the United States and Canada","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 355","Topics in Regional Geography","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 367","Cooperative Education","GEOG - Geography","(1-3 Credit Hours)","Undergraduate"
"GEOG 368","Internship in Geography","GEOG - Geography","(1-12 Credit Hours)","Undergraduate"
"GEOG 370","Introduction to Emergency Management","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 395","Topics in Geography","GEOG - Geography","(1-4 Credit Hours)","Undergraduate"
"GEOG 396","Topics in Geography","GEOG - Geography","(1-4 Credit Hours)","Undergraduate"
"GEOG 398","Tutorial Work in Geography","GEOG - Geography","(1-3 Credit Hours)","Undergraduate"
"GEOG 400W/500","Seminar in Geography","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 401/501","Global Environmental Policy","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 402/502","Geographic Information Systems","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 404/504","Digital Techniques for Remote Sensing","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 405/505","Seminar in International Resource Management","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 408/508","Cartography","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 409/509","Drone Applications Proseminar","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 410/510","Seminar in Urban Geography","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 411/511","Urban and Regional Planning","GEOG - Geography","(3 Credit Hours)","Undergraduate"
"GEOG 412/512","Cities of the World","GEOG - Geography","(3 Credit Hours)","Undergraduate"
