"course_code","course_title","department","credits","level"
"CET 417","Design of Reinforced Concrete Foundations","CET - Civil Engineering Technology","(3 Credit Hours)","Undergraduate"
"CET 420","Hydrology and Drainage","CET - Civil Engineering Technology","(3 Credit Hours)","Undergraduate"
"CET 428","Buried Infrastructure","CET - Civil Engineering Technology","(3 Credit Hours)","Undergraduate"
"CET 430","Hydraulic Engineering","CET - Civil Engineering Technology","(3 Credit Hours)","Undergraduate"
"CET 456","Resilience and Sustainability","CET - Civil Engineering Technology","(3 Credit Hours)","Undergraduate"
"CET 458","Managing the Climate Crisis","CET - Civil Engineering Technology","(3 Credit Hours)","Undergraduate"
"CET 460","Construction Cost Estimating","CET - Civil Engineering Technology","(3 Credit Hours)","Undergraduate"
"CET 462","Construction Planning and Scheduling","CET - Civil Engineering Technology","(3 Credit Hours)","Undergraduate"
"CET 467","Construction Finance and Equipment Utilization","CET - Civil Engineering Technology","(3 Credit Hours)","Undergraduate"
"CET 472","Contract Documents","CET - Civil Engineering Technology","(3 Credit Hours)","Undergraduate"
"CET 495","Topics","CET - Civil Engineering Technology","(1-3 Credit Hours)","Undergraduate"
"CET 496","Topics","CET - Civil Engineering Technology","(1-3 Credit Hours)","Undergraduate"
"CGE 549","Linguistics for Working with Multilingual Populations","CGE - Center for Global Engagement","(3 Credit Hours)","Graduate"
"CGE 550","Social Justice & Literacy for Immigrant and Refugee Learners","CGE - Center for Global Engagement","(3 Credit Hours)","Graduate"
"CGE 596","Topics in Language, Culture, and Society","CGE - Center for Global Engagement","(3 Credit Hours)","Graduate"
"CGE 650","Graduate Oral Communication","CGE - Center for Global Engagement","(3 Credit Hours)","Graduate"
"CGE 652","Graduate Academic Writing","CGE - Center for Global Engagement","(3 Credit Hours)","Graduate"
"CGE 695","Topics in Graduate Communication","CGE - Center for Global Engagement","(1-3 Credit Hours)","Graduate"
"CGE 001","Beginning Reading and Vocabulary","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 002","Beginning Writing","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 003","Beginning Listening and Speaking","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 004","Beginning Pronunciation","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 005","Beginning Topics in English for Academic Purposes","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 010","English Language Center Seminar","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 011","Intermediate Reading and Vocabulary","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 012","Intermediate Writing","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 013","Intermediate Listening and Speaking","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 014","Intermediate Pronunciation","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 015","Intermediate Topics in English for Academic Purposes","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 021","Advanced I Reading and Vocabulary","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 022","Advanced I Writing from Sources","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 023","Advanced I Listening and Speaking","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 024","Advanced I Academic Presentations and Pronunciation","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 025","Advanced I Topics in English for Academic Purposes","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 026","Advanced I Grammar","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 030","University 101","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 031","Advanced II Reading and Vocabulary","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 032","Advanced II Writing from Sources","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 033","Advanced II Listening and Speaking","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 034","Advanced II Academic Presentations and Pronunciation","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 035","Advanced II Topics in English for Academic Purposes","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 036","Advanced II Grammar","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 040","Undergraduate Oral Communication and Literacy","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 042","Undergraduate Academic Writing","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 095","Topics in English for Special Programs","CGE - Center for Global Engagement","(0 Credit Hours)","Undergraduate"
"CGE 131","Advanced II Reading and Vocabulary","CGE - Center for Global Engagement","(3-5 Credit Hours)","Undergraduate"
"CGE 132","Advanced II Writing from Sources","CGE - Center for Global Engagement","(3-5 Credit Hours)","Undergraduate"
"CGE 133","Advanced II Listening and Speaking","CGE - Center for Global Engagement","(3-5 Credit Hours)","Undergraduate"
"CGE 134","Advanced II Academic Presentations and Pronunciation","CGE - Center for Global Engagement","(2-4 Credit Hours)","Undergraduate"
"CGE 135","Advanced II Topics in English for Academic Purposes","CGE - Center for Global Engagement","(1-5 Credit Hours)","Undergraduate"
"CGE 136","Advanced II Grammar","CGE - Center for Global Engagement","(2-4 Credit Hours)","Undergraduate"
"CGE 140","Undergraduate Oral Communication and Literacy","CGE - Center for Global Engagement","(4 Credit Hours)","Undergraduate"
"CGE 142","Undergraduate Academic Writing","CGE - Center for Global Engagement","(4 Credit Hours)","Undergraduate"
"CGE 195","Topics in English for Academic Purposes","CGE - Center for Global Engagement","(1-3 Credit Hours)","Undergraduate"
"CGE 196","Topics in Language, Culture, and Society","CGE - Center for Global Engagement","(1-3 Credit Hours)","Undergraduate"
"CGE 295","Topics in English for Academic Purposes","CGE - Center for Global Engagement","(1-3 Credit Hours)","Undergraduate"
"CGE 296","Topics in Language, Culture, and Society","CGE - Center for Global Engagement","(1-3 Credit Hours)","Undergraduate"
"CGE 368","Internship","CGE - Center for Global Engagement","(1-3 Credit Hours)","Undergraduate"
"CGE 395","Topics in English for Academic Purposes","CGE - Center for Global Engagement","(3 Credit Hours)","Undergraduate"
"CGE 396","Topics in Language, Culture, and Society","CGE - Center for Global Engagement","(3 Credit Hours)","Undergraduate"
"CGE 449/549","Linguistics for Working with Multilingual Populations","CGE - Center for Global Engagement","(3 Credit Hours)","Undergraduate"
"CGE 450/550","Social Justice & Literacy for Immigrant and Refugee Learners","CGE - Center for Global Engagement","(3 Credit Hours)","Undergraduate"
"CGE 496/596","Topics in Language, Culture, and Society","CGE - Center for Global Engagement","(3 Credit Hours)","Undergraduate"
"CHAE 800","Advanced Anatomical Sciences","CHAE - Contemporary Human Anatomy Education","(3 Credit Hours)","Graduate"
"CHAE 801","Advanced Medical Imaging","CHAE - Contemporary Human Anatomy Education","(3 Credit Hours)","Graduate"
"CHAE 803","Contemporary Teaching Anatomy","CHAE - Contemporary Human Anatomy Education","(3 Credit Hours)","Graduate"
"CHAE 813","Stewards of Anatomy Education","CHAE - Contemporary Human Anatomy Education","(3 Credit Hours)","Graduate"
"CHAE 814","Anatomy Education Foundations","CHAE - Contemporary Human Anatomy Education","(3 Credit Hours)","Graduate"
"CHAE 815","Teaching & Tech for Anatomy","CHAE - Contemporary Human Anatomy Education","(3 Credit Hours)","Graduate"
"CHAE 900","Research","CHAE - Contemporary Human Anatomy Education","(2-6 Credit Hours)","Graduate"
"CHEM 511","Natural Products Chemistry in the Carribean","CHEM - Chemistry and Biochemistry","(4 Credit Hours)","Graduate"
"CHEM 515","Intermediate Organic Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 521","Instrumental Analysis Lecture","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 522","Instrumental Analysis Laboratory","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 539","Introduction to Pharmaceutical Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 541","Biochemistry Lecture","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 542","Biochemistry Laboratory","CHEM - Chemistry and Biochemistry","(4 Credit Hours)","Graduate"
"CHEM 543","Intermediate Biochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 549","Environmental Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 551","Advanced Inorganic Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 552","Advanced Inorganic Chemistry Laboratory","CHEM - Chemistry and Biochemistry","(2 Credit Hours)","Graduate"
"CHEM 553","Essentials of Toxicology","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 560","Frontiers in Nanoscience and Nanotechnology","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Graduate"
"CHEM 595","Selected Topics","CHEM - Chemistry and Biochemistry","(1-3 Credit Hours)","Graduate"
"CHEM 669","In-Service Practicum","CHEM - Chemistry and Biochemistry","(3-6 Credit Hours)","Graduate"
"CHEM 670","Graduate Orientation","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 685","Frontiers in Chemistry","CHEM - Chemistry and Biochemistry","(1-3 Credit Hours)","Graduate"
"CHEM 695","Topics in Chemistry","CHEM - Chemistry and Biochemistry","(1-3 Credit Hours)","Graduate"
"CHEM 698","Master’s Research","CHEM - Chemistry and Biochemistry","(1-9 Credit Hours)","Graduate"
"CHEM 699","Master’s Thesis","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 701","Advanced Analytical Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 702","Advanced Analytical Chemistry II","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 703","Chromatographic Separations by HPLC and GC","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 704","HPLC and GC Laboratory","CHEM - Chemistry and Biochemistry","(2-3 Credit Hours)","Graduate"
"CHEM 715","Automation and Management of the Clinical Chemistry Laboratory","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Graduate"
"CHEM 716","Electrochemical Methods of Analysis","CHEM - Chemistry and Biochemistry","(1-2 Credit Hours)","Graduate"
"CHEM 720","Experimental Design and Data Treatment","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 723","Modern Synthetic Organic Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 724","Bioinorganic Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 725","Physical Organic Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 726","Medicinal Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 728","Organic Reactions","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 734","Organic Spectroscopy","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 736","Introduction to Organic Synthesis","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 738","Organometallics","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 740","Coordination and Transition Metal Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 742","Advanced Mass Spectroscopy","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 743","Organic Geochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 744","NMR Spectroscopy","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 747","Medical Biochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 748","Environmental Chemistry Laboratory","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 749","Environmental Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 754","Quantum Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 755","Computational Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 756","Inorganic Reaction Mechanisms","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 758","Atmospheric Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 760","Molecular Spectroscopy","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 763","Mechanisms of Sensing and Signal Transduction","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 765","Advanced Biochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 769","Nucleic Acids Biochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 775","Physical Biochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 779","Kinetics and Thermodynamics","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 781","Protein Bioinformatics and Functional Genomics","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 790","Master's Seminar","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Graduate"
"CHEM 791","Master's Seminar","CHEM - Chemistry and Biochemistry","(2 Credit Hours)","Graduate"
"CHEM 795","Selected Topics in Chemistry and Biochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 801","Advanced Analytical Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 802","Advanced Analytical Chemistry II","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 816","Electrochemical Methods of Analysis","CHEM - Chemistry and Biochemistry","(1-2 Credit Hours)","Graduate"
"CHEM 823","Modern Synthetic Organic Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 824","Bioinorganic Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 825","Physical Organic Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 826","Medicinal Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 828","Organic Reactions","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 834","Organic Spectroscopy","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 836","Introduction to Organic Synthesis","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 838","Organometallics","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 840","Coordination and Transition Metal Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 842","Advanced Mass Spectroscopy","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 843","Organic Geochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 844","NMR Spectroscopy","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 847","Medical Biochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 849","Environmental Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 854","Quantum Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 855","Computational Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 856","Inorganic Reaction Mechanisms","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 858","Atmospheric Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 859","Statistical Thermodynamics in Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 860","Molecular Spectroscopy","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 863","Mechanisms in Sensing and Signal Transduction","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 865","Advanced Biochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 868","Internship - Chemistry & Biochemistry","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Graduate"
"CHEM 869","Nucleic Acids Biochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 875","Physical Biochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 879","Kinetics and Thermodynamics","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 881","Protein Bioinformatics and Functional Genomics","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 890","Chemistry Seminar","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Graduate"
"CHEM 891","Doctoral Seminar","CHEM - Chemistry and Biochemistry","(2 Credit Hours)","Graduate"
"CHEM 895","Selected Topics in Chemistry and Biochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Graduate"
"CHEM 898","Doctoral Research","CHEM - Chemistry and Biochemistry","(1-9 Credit Hours)","Graduate"
"CHEM 899","Dissertation","CHEM - Chemistry and Biochemistry","(1-9 Credit Hours)","Graduate"
"CHEM 998","Master's Graduate Credit","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Graduate"
"CHEM 999","Doctoral Graduate Credit","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Graduate"
"CHEM 103","Preparatory Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 105N","Introductory Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 106N","Introductory Chemistry Laboratory","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Undergraduate"
"CHEM 107N","Introductory Organic and Biochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 108N","Introductory Organic and Biochemistry Laboratory","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Undergraduate"
"CHEM 120","Foundations of Chemistry I Laboratory for Online Degree Programs","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Undergraduate"
"CHEM 121N","Foundations of Chemistry I Lecture","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 122N","Foundations of Chemistry I Laboratory","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Undergraduate"
"CHEM 123N","Foundations of Chemistry II Lecture","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 124N","Foundations of Chemistry II Laboratory","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Undergraduate"
"CHEM 125","Foundations of Chemistry II Lab with Introduction to Chemical Research","CHEM - Chemistry and Biochemistry","(2 Credit Hours)","Undergraduate"
"CHEM 160G","Introduction to Chemistry and Biochemistry Research and Careers","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 171T","Influence of Polymers on Society","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 173T","Nutritional Biochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 175T","Neurotechnology","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 195","Selected Topics","CHEM - Chemistry and Biochemistry","(1-3 Credit Hours)","Undergraduate"
"CHEM 197","Undergraduate Research Experience in Chemistry and Biochemistry","CHEM - Chemistry and Biochemistry","(0 Credit Hours)","Undergraduate"
"CHEM 211","Organic Chemistry I Lecture","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 212","Organic Chemistry I Laboratory","CHEM - Chemistry and Biochemistry","(2 Credit Hours)","Undergraduate"
"CHEM 213","Organic Chemistry II Lecture","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 214","Organic Chemistry II Laboratory","CHEM - Chemistry and Biochemistry","(2 Credit Hours)","Undergraduate"
"CHEM 216","Advanced Organic Chemistry Laboratory","CHEM - Chemistry and Biochemistry","(2 Credit Hours)","Undergraduate"
"CHEM 320T","Survey of Forensic Science","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 321","Analytical Chemistry Lecture","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 322","Analytical Chemistry Laboratory","CHEM - Chemistry and Biochemistry","(2 Credit Hours)","Undergraduate"
"CHEM 325","Forensic Biochemistry and Microscopy with Laboratory","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 331","Physical Chemistry Lecture I","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 332W","Experimental Physical Chemistry I","CHEM - Chemistry and Biochemistry","(2 Credit Hours)","Undergraduate"
"CHEM 333","Physical Chemistry Lecture II","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 334W","Experimental Physical Chemistry II","CHEM - Chemistry and Biochemistry","(2 Credit Hours)","Undergraduate"
"CHEM 339T","The Chemistry of the Environment","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 343T","Science and Technology in Art","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 351","Inorganic Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 352","Inorganic Chemistry Laboratory","CHEM - Chemistry and Biochemistry","(2 Credit Hours)","Undergraduate"
"CHEM 359","Forensic Chemistry with Laboratory","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 365","Undergraduate Teaching Experience","CHEM - Chemistry and Biochemistry","(1-3 Credit Hours)","Undergraduate"
"CHEM 367","Cooperative Education","CHEM - Chemistry and Biochemistry","(1-3 Credit Hours)","Undergraduate"
"CHEM 369","Chemistry Practicum","CHEM - Chemistry and Biochemistry","(1-3 Credit Hours)","Undergraduate"
"CHEM 411/511","Natural Products Chemistry in the Carribean","CHEM - Chemistry and Biochemistry","(4 Credit Hours)","Undergraduate"
"CHEM 415/515","Intermediate Organic Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 421/521","Instrumental Analysis Lecture","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 422/522","Instrumental Analysis Laboratory","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 439/539","Introduction to Pharmaceutical Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 441/541","Biochemistry Lecture","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 442W/542","Biochemistry Laboratory","CHEM - Chemistry and Biochemistry","(4 Credit Hours)","Undergraduate"
"CHEM 443/543","Intermediate Biochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 449/549","Environmental Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 451/551","Advanced Inorganic Chemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 452/552","Advanced Inorganic Chemistry Laboratory","CHEM - Chemistry and Biochemistry","(2 Credit Hours)","Undergraduate"
"CHEM 453/553","Essentials of Toxicology","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 459","Advanced Forensic Chemistry and Crime Scene Investigation","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 460/560","Frontiers in Nanoscience and Nanotechnology","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Undergraduate"
"CHEM 461","Forensic Professional Practice","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 468","Research Methods in Mathematics and Science","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 485","Chemistry and Biochemistry Seminar","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Undergraduate"
"CHEM 490","Senior Thesis I","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Undergraduate"
"CHEM 494","Entrepreneurship in Chemistry and Biochemistry","CHEM - Chemistry and Biochemistry","(3 Credit Hours)","Undergraduate"
"CHEM 495/595","Selected Topics","CHEM - Chemistry and Biochemistry","(1-3 Credit Hours)","Undergraduate"
"CHEM 497","Independent Study","CHEM - Chemistry and Biochemistry","(1 Credit Hour)","Undergraduate"
"CHEM 498","Independent Study","CHEM - Chemistry and Biochemistry","(2 Credit Hours)","Undergraduate"
"CHEM 499","Senior Thesis II","CHEM - Chemistry and Biochemistry","(2 Credit Hours)","Undergraduate"
"CHIN 111F","Beginning Chinese","CHIN - Chinese","(6 Credit Hours)","Undergraduate"
"CHIN 212","Intermediate Chinese","CHIN - Chinese","(6 Credit Hours)","Undergraduate"
"CHIN 295","Topics in Chinese","CHIN - Chinese","(1-3 Credit Hours)","Undergraduate"
"CHIN 311","Advanced Chinese Language and Culture I","CHIN - Chinese","(3 Credit Hours)","Undergraduate"
"CHIN 312","Advanced Chinese Language and Culture II","CHIN - Chinese","(3 Credit Hours)","Undergraduate"
"CHIN 395","Topics in Chinese","CHIN - Chinese","(1-3 Credit Hours)","Undergraduate"
"CHIN 396","Topics in Chinese","CHIN - Chinese","(1-3 Credit Hours)","Undergraduate"
"CHIN 495","Topics in Chinese","CHIN - Chinese","(3 Credit Hours)","Undergraduate"
"CL 668","Internship in Conservation Leadership","CL - Conservation Leadership","(3 Credit Hours)","Graduate"
"COMM 500","Intercultural Communication","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 501","Communication Theory","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 503","Public Information and Crisis Communications","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 504","Emergency Management Communication","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 505","Communication and Culture in the Middle East","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 512","Interpersonal Communication Theory and Research","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 521","Communication and Conflict Management","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 522","Listening to Self, Others, Nature, & the Divine","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 523","Nonviolent Communication and Peace","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 524","Communicating Love","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 525","Family Communication Theory and Research","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 527","Children's Communication Theory and Research","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 537","Podcasting","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 538","The Advertising Industry","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 543","Hispanic Film","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 544","German Cinema I","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 545","Communication Analysis and Criticism","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 547","Electronic Media Law and Policy","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 548","Global Media Industries","COMM - Communications","(3 Credit Hours)","Graduate"
