course_code,course_name,subject
CMSE 401,Methods for Parallel Computing,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 402,Data Visualization Principles and Techniques,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 404,Introduction to Machine Learning,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 410,Bioinformatics and Computational Biology,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 411,Computational Medicine,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 491,"Selected Topics in Computational Mathematics, Science, and Engineering","CMSE - Computational Mathematics, Science, & Engineering"
CMSE 492,Selected Topics in Data Science,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 494,Independent Study in Data Science,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 495,Experiential Learning in Data Science (W),"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 499,"Independent Study in Computational Mathematics, Science, and Engineering","CMSE - Computational Mathematics, Science, & Engineering"
CMSE 801,Introduction to Computational Modeling and Data Analysis,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 802,Methods in Computational Modeling,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 820,Mathematical Foundations of Data Science,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 821,Numerical Methods for Differential Equations,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 822,Parallel Computing,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 823,Numerical Linear Algebra,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 830,Foundations of Data Science,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 831,Computational Optimization,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 841,Foundation in Computational and Plant Sciences,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 843,Forum in Computational and Plant Sciences,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 844,Frontiers in Computational and Plant Sciences,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 890,"Selected Topics in Computational Mathematics, Science, and Engineering","CMSE - Computational Mathematics, Science, & Engineering"
CMSE 891,"Independent Study in Computational Mathematics, Science, and Engineering","CMSE - Computational Mathematics, Science, & Engineering"
CMSE 899,Master's Thesis Research,"CMSE - Computational Mathematics, Science, & Engineering"
CMSE 999,Doctoral Dissertation Research,"CMSE - Computational Mathematics, Science, & Engineering"
COM 100,Human Communication,COM - Communication
COM 225,An Introduction to Interpersonal Communication,COM - Communication
COM 240,Introduction to Organizational Communication,COM - Communication
COM 275,Effects of Mass Communication,COM - Communication
COM 280,"Principles, Practices and Ethics of Strategic Communication",COM - Communication
COM 300,Methods of Communication Inquiry,COM - Communication
COM 301,"Special Topics in Communication Science, Analytics and Research Methods",COM - Communication
COM 302,Special Topics in Health Communication,COM - Communication
COM 303,Special Topics in Intercultural Communication,COM - Communication
COM 304,Special Topics in Interpersonal Communication,COM - Communication
COM 305,Special Topics in Mediated Communication,COM - Communication
COM 306,Special Topics in Organizational Communication,COM - Communication
COM 307,Special Topics in Social Influence,COM - Communication
COM 310,Intercultural Communication,COM - Communication
COM 320,Diversity and Communication,COM - Communication
COM 325,Interpersonal Influence and Conflict,COM - Communication
COM 330,Health Communication,COM - Communication
COM 340,Leadership and Group Communication,COM - Communication
COM 360,Advanced Sales Communication,COM - Communication
COM 375,Audience Response to Media Entertainment,COM - Communication
COM 380,Crisis Communication and Rapid Response,COM - Communication
COM 399,Special Topics in Communication,COM - Communication
COM 401,Advanced Topics in Communication (W),COM - Communication
COM 402,Public Relations Topics in Communication,COM - Communication
COM 425,Communication in Close Relationships (W),COM - Communication
COM 440,Organizational Communication Structure (W),COM - Communication
COM 475,Communication Campaign Design and Analysis (W),COM - Communication
COM 480,Capstone in Communication Leadership and Strategy,COM - Communication
COM 483,Practicum in Sales Communication,COM - Communication
COM 490,Independent Study,COM - Communication
COM 493,Internship,COM - Communication
COM 494,Practicum in Communication Research and Instruction,COM - Communication
COM 801,Communication Research I,COM - Communication
COM 802,Communication Research II,COM - Communication
COM 803,Introduction to Quantitative Research Methods,COM - Communication
COM 804,Survey Design for Communication Research,COM - Communication
COM 815,Organizational Communication I,COM - Communication
COM 816,Fundraising and Philanthropy in Nonprofit Organizations,COM - Communication
COM 820,Communication Theory and Process,COM - Communication
COM 821,Mass Communication Theory and Research,COM - Communication
COM 822,Theories of Interpersonal Communication,COM - Communication
COM 828,Cross-Cultural Communication,COM - Communication
COM 830,Applied Communication Research II,COM - Communication
COM 855,Codes and Code Systems,COM - Communication
COM 860,Persuasion,COM - Communication
COM 874,Communication in Supply Chain Management,COM - Communication
COM 875,Communication Leadership Skills in Organizations,COM - Communication
COM 890,Independent Study,COM - Communication
COM 893,Practicum,COM - Communication
COM 899,Master's Thesis Research,COM - Communication
COM 901,Communication Research Design I,COM - Communication
COM 902,Communication Research Design II,COM - Communication
COM 903,Advanced Research Methods in Communication,COM - Communication
COM 915,Organizational Communication II,COM - Communication
COM 922,Interpersonal Communication,COM - Communication
COM 990,Independent Study,COM - Communication
COM 999,Doctoral Dissertation Research,COM - Communication
CSD 203,Introduction to Communicative Sciences and Disorders,CSD - Communicative Sciences and Disorders
CSD 213,Anatomy and Physiology of the Speech and Hearing Mechanisms,CSD - Communicative Sciences and Disorders
CSD 232,Descriptive Phonetics,CSD - Communicative Sciences and Disorders
CSD 303,Fundamentals of Hearing and Audiometry,CSD - Communicative Sciences and Disorders
CSD 313,Speech Science,CSD - Communicative Sciences and Disorders
CSD 333,Language Development,CSD - Communicative Sciences and Disorders
CSD 364,Evaluation Procedures in Speech-Language Pathology,CSD - Communicative Sciences and Disorders
CSD 391,Clinical Methods in Communication Disorders,CSD - Communicative Sciences and Disorders
CSD 419,International Aspects of Communicative Disorders,CSD - Communicative Sciences and Disorders
CSD 444,Clinical Procedures in Audiology and Aural Rehabilitation,CSD - Communicative Sciences and Disorders
CSD 463,Intervention Procedures in Speech-Language Pathology,CSD - Communicative Sciences and Disorders
CSD 470,Introduction to Developmental Communication Disorders (W),CSD - Communicative Sciences and Disorders
CSD 472,Introduction to Acquired Communication Disorders (W),CSD - Communicative Sciences and Disorders
CSD 490,Independent Study,CSD - Communicative Sciences and Disorders
CSD 491,Topics in Communicative Sciences and Disorders,CSD - Communicative Sciences and Disorders
CSD 803,Research Methods in Communicative Sciences and Disorders,CSD - Communicative Sciences and Disorders
CSD 813,"Neuroanatomy and Neurophysiology of Speech, Language, and Hearing",CSD - Communicative Sciences and Disorders
CSD 815,Acquired Language Disorders,CSD - Communicative Sciences and Disorders
CSD 819,Cognitive-Communicative Disorders,CSD - Communicative Sciences and Disorders
CSD 824,Developmental Language Disorders,CSD - Communicative Sciences and Disorders
CSD 825,Autism and Related Neurodevelopmental Disorders,CSD - Communicative Sciences and Disorders
CSD 830,Stuttering,CSD - Communicative Sciences and Disorders
CSD 840,Voice Disorders,CSD - Communicative Sciences and Disorders
CSD 850,Medical Aspects of Speech-Language Pathology,CSD - Communicative Sciences and Disorders
CSD 855,Assessment and Treatment of Dysphagia,CSD - Communicative Sciences and Disorders
CSD 860,Articulation and Phonological Disorders,CSD - Communicative Sciences and Disorders
CSD 865,Motor Speech Disorders,CSD - Communicative Sciences and Disorders
CSD 880,Clinical Proseminar in Communicative Sciences and Disorders,CSD - Communicative Sciences and Disorders
CSD 883,Clinical Practicum in Speech-Language Pathology,CSD - Communicative Sciences and Disorders
CSD 888,Counseling in Communicative Disorders,CSD - Communicative Sciences and Disorders
CSD 890,Independent Study,CSD - Communicative Sciences and Disorders
CSD 899,Master's Thesis Research,CSD - Communicative Sciences and Disorders
CSD 901,Speech Perception,CSD - Communicative Sciences and Disorders
CSD 902,Speech Production,CSD - Communicative Sciences and Disorders
CSD 903,Language Science,CSD - Communicative Sciences and Disorders
CSD 905,Doctoral Proseminar in Communicative Sciences and Disorders,CSD - Communicative Sciences and Disorders
CSD 910,Grant writing for researchers,CSD - Communicative Sciences and Disorders
CSD 990,Independent Study,CSD - Communicative Sciences and Disorders
CSD 991,Special Topics in Communicative Sciences and Disorders,CSD - Communicative Sciences and Disorders
CSD 992,Seminar in Communicative Sciences and Disorders,CSD - Communicative Sciences and Disorders
CSD 994,Research Practicum in Communicative Sciences and Disorders,CSD - Communicative Sciences and Disorders
CSD 999,Doctoral Dissertation Research,CSD - Communicative Sciences and Disorders
CSE 102,Algorithmic Thinking and Programming,CSE - Computer Science and Engineering
CSE 220,Programming in C,CSE - Computer Science and Engineering
CSE 231,Introduction to Programming I,CSE - Computer Science and Engineering
CSE 232,Introduction to Programming II,CSE - Computer Science and Engineering
CSE 260,Discrete Structures in Computer Science,CSE - Computer Science and Engineering
CSE 290,Independent Study in Computer Science,CSE - Computer Science and Engineering
CSE 291,Selected Topics in Computer Science,CSE - Computer Science and Engineering
CSE 300,"Social, Ethical, and Professional Issues in Computing",CSE - Computer Science and Engineering
CSE 320,Computer Organization and Architecture,CSE - Computer Science and Engineering
CSE 325,Computer Systems,CSE - Computer Science and Engineering
CSE 331,Algorithms and Data Structures,CSE - Computer Science and Engineering
CSE 335,Object-oriented Software Design,CSE - Computer Science and Engineering
CSE 380,Information Management and the Cloud,CSE - Computer Science and Engineering
CSE 402,Biometrics and Pattern Recognition,CSE - Computer Science and Engineering
CSE 404,Introduction to Machine Learning,CSE - Computer Science and Engineering
CSE 410,Operating Systems,CSE - Computer Science and Engineering
CSE 415,Introduction to Parallel Computing,CSE - Computer Science and Engineering
CSE 422,Computer Networks,CSE - Computer Science and Engineering
CSE 425,Introduction to Computer Security,CSE - Computer Science and Engineering
CSE 429,Interdisciplinary Topics in Cybercrime and Cybersecurity,CSE - Computer Science and Engineering
CJ 429,Interdisciplinary Topics in Cybercrime and Cybersecurity (Interim Change),CSE - Computer Science and Engineering
CSE 431,Algorithm Engineering,CSE - Computer Science and Engineering
CSE 434,Autonomous Vehicles,CSE - Computer Science and Engineering
CSE 435,Software Engineering,CSE - Computer Science and Engineering
CSE 440,Introduction to Artificial Intelligence,CSE - Computer Science and Engineering
CSE 444,Information Technology Project Management,CSE - Computer Science and Engineering
CSE 450,Translation of Programming Languages,CSE - Computer Science and Engineering
CSE 460,Computability and Formal Language Theory,CSE - Computer Science and Engineering
CSE 471,Media Processing and Multimedia Computing,CSE - Computer Science and Engineering
CSE 472,Computer Graphics,CSE - Computer Science and Engineering
CSE 476,Mobile Application Development,CSE - Computer Science and Engineering
CSE 477,Web Application Architecture and Development,CSE - Computer Science and Engineering
CSE 480,Database Systems,CSE - Computer Science and Engineering
CSE 482,Big Data Analysis,CSE - Computer Science and Engineering
CSE 482,Big Data Analysis,CSE - Computer Science and Engineering
CSE 490,Independent Study in Computer Science,CSE - Computer Science and Engineering
CSE 491,Selected Topics in Computer Science,CSE - Computer Science and Engineering
CSE 492,Selected Topics in Data Science,CSE - Computer Science and Engineering
CSE 493,Selected Topics in Computing,CSE - Computer Science and Engineering
CSE 494,Independent Study in Data Science,CSE - Computer Science and Engineering
CSE 495,Experiential Learning in Data Science (W),CSE - Computer Science and Engineering
CSE 498,Collaborative Design (W),CSE - Computer Science and Engineering
CSE 499,Undergraduate Research,CSE - Computer Science and Engineering
CSE 801A,Introduction to Big Data Analysis,CSE - Computer Science and Engineering
CSE 801B,Introduction to Data Mining,CSE - Computer Science and Engineering
CSE 801C,Introduction to Python Programming,CSE - Computer Science and Engineering
CSE 802,Pattern Recognition and Analysis,CSE - Computer Science and Engineering
CSE 803,Computer Vision,CSE - Computer Science and Engineering
CSE 812,Distributed Systems,CSE - Computer Science and Engineering
CSE 813,Advanced VLSI Design,CSE - Computer Science and Engineering
CSE 814,Computer Aided Verification,CSE - Computer Science and Engineering
CSE 822,Parallel Computing,CSE - Computer Science and Engineering
CSE 824,Advanced Computer Networks and Communications,CSE - Computer Science and Engineering
CSE 825,Computer and Network Security,CSE - Computer Science and Engineering
CSE 830,Design and Theory of Algorithms,CSE - Computer Science and Engineering
CSE 834,Advanced Topics in Automated Vehicles,CSE - Computer Science and Engineering
CSE 835,Algorithmic Graph Theory,CSE - Computer Science and Engineering
CSE 840,Computational Foundations in Artificial Intelligence,CSE - Computer Science and Engineering
CSE 841,Artificial Intelligence,CSE - Computer Science and Engineering
CSE 842,Natural Language Processing,CSE - Computer Science and Engineering
CSE 845,Multi-disciplinary Research Methods for the Study of Evolution,CSE - Computer Science and Engineering
CSE 847,Machine Learning,CSE - Computer Science and Engineering
CSE 848,Evolutionary Computation,CSE - Computer Science and Engineering
CSE 849,Deep Learning,CSE - Computer Science and Engineering
CSE 850,Advanced Topics in Adversarial Machine Learning,CSE - Computer Science and Engineering
CSE 851,Genetic Programming,CSE - Computer Science and Engineering
CSE 860,Foundations of Computing,CSE - Computer Science and Engineering
CSE 867,Nature and Practice of Cognitive Science,CSE - Computer Science and Engineering
CSE 870,Advanced Software Engineering,CSE - Computer Science and Engineering
CSE 881,Data Mining,CSE - Computer Science and Engineering
CSE 890,Independent Study,CSE - Computer Science and Engineering
CSE 891,Selected Topics,CSE - Computer Science and Engineering
CSE 892,Exploration of Research in Computer Science and Engineering,CSE - Computer Science and Engineering
CSE 893,Selected Topics in System Design and Analysis,CSE - Computer Science and Engineering
CSE 894,Selected Topics in Theory and Algorithms,CSE - Computer Science and Engineering
CSE 895,Selected Topics in Data Analysis and Applications,CSE - Computer Science and Engineering
CSE 898,Master's Project,CSE - Computer Science and Engineering
CSE 899,Master's Thesis Research,CSE - Computer Science and Engineering
CSE 902,Selected Topics in Recognition by Machine,CSE - Computer Science and Engineering
CSE 910,Selected Topics in Computer Networks and Distributed Systems,CSE - Computer Science and Engineering
CSE 914,Formal Methods in Software Development,CSE - Computer Science and Engineering
CSE 920,Selected Topics in High Performance Computer Systems,CSE - Computer Science and Engineering
CSE 941,Selected Topics in Artificial Intelligence,CSE - Computer Science and Engineering
CSE 960,Selected Topics in Algorithms and Complexity,CSE - Computer Science and Engineering
CSE 980,Selected Topics in Database Systems,CSE - Computer Science and Engineering
CSE 999,Doctoral Dissertation Research,CSE - Computer Science and Engineering
CSS 101,Introduction to Crop Science,CSS - Crop and Soil Sciences
CSS 101L,Introduction to Crop Science Laboratory,CSS - Crop and Soil Sciences
CSS 110,Computer Applications in Agronomy,CSS - Crop and Soil Sciences
CSS 120,Issues in Food and Agriculture,CSS - Crop and Soil Sciences
CSS 124,Introduction to Sustainable Agriculture and Food Systems,CSS - Crop and Soil Sciences
CSS 126,Introduction to Weed Management,CSS - Crop and Soil Sciences
CSS 135,Crop Scouting and Investigation,CSS - Crop and Soil Sciences
CSS 151,Seed and Grain Quality,CSS - Crop and Soil Sciences
CSS 171,Operations Budgeting for Golf Course Managers,CSS - Crop and Soil Sciences
CSS 178,Turfgrass Irrigation,CSS - Crop and Soil Sciences
CSS 181,Pesticide and Fertilizer Application Technology,CSS - Crop and Soil Sciences
CSS 192,Professional Development Seminar I,CSS - Crop and Soil Sciences
CSS 201,Forage Crops,CSS - Crop and Soil Sciences
CSS 202,World of Turf,CSS - Crop and Soil Sciences
CSS 202L,World of Turf Lab,CSS - Crop and Soil Sciences
CSS 203,World of Soils,CSS - Crop and Soil Sciences
CSS 210,Fundamentals of Soil Science,CSS - Crop and Soil Sciences
CSS 212,Advanced Crop Production,CSS - Crop and Soil Sciences
CSS 222,New Horizons in Biotechnology,CSS - Crop and Soil Sciences
CSS 224,Sustainable Farm and Food Systems Field Studies,CSS - Crop and Soil Sciences
CSS 226L,Weed Science Laboratory,CSS - Crop and Soil Sciences
CSS 232,Turfgrass Management,CSS - Crop and Soil Sciences
CSS 251,Organic Farming Principles and Practices,CSS - Crop and Soil Sciences
CSS 262,Turfgrass Management Seminar,CSS - Crop and Soil Sciences
CSS 264,Golf Course Design and Construction Techniques,CSS - Crop and Soil Sciences
CSS 267,Performance Turf Design and Construction,CSS - Crop and Soil Sciences
CSS 269,Turfgrass Strategies: Integration and Synthesis,CSS - Crop and Soil Sciences
CSS 272,Turfgrass Soil Fertility,CSS - Crop and Soil Sciences
CSS 282,Turfgrass Physiology,CSS - Crop and Soil Sciences
CSS 290,Independent Study in Crop and Soil Science,CSS - Crop and Soil Sciences
CSS 292,Career Leadership in Agriculture,CSS - Crop and Soil Sciences
CSS 294,Issues in International Agriculture,CSS - Crop and Soil Sciences
CSS 313,Data Interpretation and Writing in the Agronomic Sciences (W),CSS - Crop and Soil Sciences
CSS 326,Weed Science,CSS - Crop and Soil Sciences
CSS 330,Soil Chemistry,CSS - Crop and Soil Sciences
CSS 340,Applied Soil Physics,CSS - Crop and Soil Sciences
CSS 350,Introduction to Plant Genetics,CSS - Crop and Soil Sciences
CSS 360,Soil Biology,CSS - Crop and Soil Sciences
CSS 411,Fire and Environmental Quality,CSS - Crop and Soil Sciences
CSS 420,Cover Crops in Agroecosystems,CSS - Crop and Soil Sciences
CSS 424,Sustainable Agriculture and Food Systems Capstone,CSS - Crop and Soil Sciences
CSS 425,Microbial Ecology,CSS - Crop and Soil Sciences
CSS 431,International Agricultural Systems,CSS - Crop and Soil Sciences
CSS 441,Plant Breeding and Biotechnology,CSS - Crop and Soil Sciences
CSS 442,Agricultural Ecology,CSS - Crop and Soil Sciences
CSS 445,Evolution (W),CSS - Crop and Soil Sciences
CSS 451,Biotechnology Applications for Plant Breeding and Genetics,CSS - Crop and Soil Sciences
CSS 455,Environmental Pollutants in Soil and Water,CSS - Crop and Soil Sciences
CSS 460,Plant-Microbe Interactions,CSS - Crop and Soil Sciences
CSS 461,"Seminar in Plant, Animal and Microbial Biotechnology",CSS - Crop and Soil Sciences
CSS 464,Statistics for Biologists,CSS - Crop and Soil Sciences
CSS 467,BioEnergy Feedstock Production,CSS - Crop and Soil Sciences
CSS 470,Soil Resources,CSS - Crop and Soil Sciences
CSS 477,Pesticides in Pest Management,CSS - Crop and Soil Sciences
CSS 478,Integrated Pest Management (W),CSS - Crop and Soil Sciences
CSS 480,Soil Fertility and Management,CSS - Crop and Soil Sciences
CSS 485,Physiology in Plant Nutrition,CSS - Crop and Soil Sciences
CSS 486,Biotechnology in Agriculture: Applications and Ethical Issues,CSS - Crop and Soil Sciences
CSS 488,Agricultural Cropping Systems: Integration and Problem Solving,CSS - Crop and Soil Sciences
CSS 490,Independent Study,CSS - Crop and Soil Sciences
CSS 491,Special Topics,CSS - Crop and Soil Sciences
CSS 492,Professional Development Seminar II (W),CSS - Crop and Soil Sciences
CSS 493,Professional Internship in Crop and Soil Sciences,CSS - Crop and Soil Sciences
CSS 499,Undergraduate Research,CSS - Crop and Soil Sciences
CSS 802,Weed Biology,CSS - Crop and Soil Sciences
CSS 805,Herbicide Action and Metabolism,CSS - Crop and Soil Sciences
CSS 814,Advanced Statistics for Biologists,CSS - Crop and Soil Sciences
CSS 815,Statistics for Plant Breeders,CSS - Crop and Soil Sciences
CSS 816,R Modules for Plant Breeders,CSS - Crop and Soil Sciences
CSS 817,Global Plant Breeding Regulations,CSS - Crop and Soil Sciences
CSS 818,Design Thinking and Leadership for Plant Breeders,CSS - Crop and Soil Sciences
CSS 819,Advanced Plant Breeding,CSS - Crop and Soil Sciences
CSS 824,Sustainable Agriculture and Food Systems Field Practicum,CSS - Crop and Soil Sciences
CSS 826,Sustainable Agriculture and Food Systems Capstone Seminar,CSS - Crop and Soil Sciences
CSS 829,Advanced Plant Breeding II,CSS - Crop and Soil Sciences
CSS 830,Breeding for Quantitative Traits,CSS - Crop and Soil Sciences
CSS 831,Breeding for Biotic and Abiotic Stresses,CSS - Crop and Soil Sciences
CSS 832,Global Seed Systems,CSS - Crop and Soil Sciences
CSS 841,Foundation in Computational and Plant Sciences,CSS - Crop and Soil Sciences
CSS 843,Forum in Computational and Plant Sciences,CSS - Crop and Soil Sciences
CSS 844,Frontiers in Computational and Plant Sciences,CSS - Crop and Soil Sciences
CSS 845,Environmental Soil Physics,CSS - Crop and Soil Sciences
CSS 850,Soil Chemistry,CSS - Crop and Soil Sciences
CSS 860,Soil Health Concepts and Methodology,CSS - Crop and Soil Sciences
CSS 865,Environmental Organic Chemistry,CSS - Crop and Soil Sciences
CSS 870,Capstone in Global Plant Breeding,CSS - Crop and Soil Sciences
CSS 880,Scientific Communication and Professional Development,CSS - Crop and Soil Sciences
CSS 890,Independent Study,CSS - Crop and Soil Sciences
CSS 891,Current Topics in Ecology and Evolution,CSS - Crop and Soil Sciences
CSS 891B,Selected Topics in Plant Breeding and Genetics,CSS - Crop and Soil Sciences
CSS 892,Plant Breeding and Genetics Seminar,CSS - Crop and Soil Sciences
CSS 893,Selected Topics,CSS - Crop and Soil Sciences
CSS 898,Master's Research,CSS - Crop and Soil Sciences
CSS 899,Master's Thesis Research,CSS - Crop and Soil Sciences
CSS 941,Quantitative Genetics in Plant Breeding,CSS - Crop and Soil Sciences
CSS 999,Doctoral Dissertation Research,CSS - Crop and Soil Sciences
CSUS 124,Introduction to Sustainable Agriculture and Food Systems,CSUS - Community Sustainability
CSUS 200,Introduction to Sustainability,CSUS - Community Sustainability
CSUS 207,Great Lakes: Biology and Management,CSUS - Community Sustainability
CSUS 215,International Development and Sustainability,CSUS - Community Sustainability
CSUS 221,Seminar in Environmental and Sustainability Careers,CSUS - Community Sustainability
CSUS 222A,"Seminar in Instructional Theory I - Agriculture, Food and Natural Resources Education",CSUS - Community Sustainability
CSUS 222B,"Seminar in Instructional Theory II - Agriculture, Food and Natural Resources Education",CSUS - Community Sustainability
CSUS 222C,"Seminar in Instructional Theory III - Agriculture, Food and Natural Resources Education",CSUS - Community Sustainability
CSUS 224,Sustainable Farm and Food Systems Field Studies,CSUS - Community Sustainability
CSUS 259,Sustainable Energy and Society,CSUS - Community Sustainability
CSUS 265,Exploring Environmental and Sustainability Issues and Policy Using Film,CSUS - Community Sustainability
CSUS 273,Introduction to Travel and Tourism,CSUS - Community Sustainability
CSUS 276,Sustaining Our National Parks and Recreation Lands,CSUS - Community Sustainability
CSUS 300,Theoretical Foundations of Sustainability,CSUS - Community Sustainability
CSUS 301,Community Engagement for Sustainability (W),CSUS - Community Sustainability
CSUS 310,History of Environmental Thought and Sustainability,CSUS - Community Sustainability
CSUS 316,"Campus Apprenticeship in Agriculture, Food, and Natural Resources Education",CSUS - Community Sustainability
CSUS 317,"Foundations of Teaching Agriculture, Food, and Natural Resources",CSUS - Community Sustainability
CSUS 320,Environmental Planning and Management,CSUS - Community Sustainability
CSUS 322,Leadership for Community Sustainability,CSUS - Community Sustainability
CSUS 343,Community Food and Agricultural Systems,CSUS - Community Sustainability
CSUS 354,Water Resources Management,CSUS - Community Sustainability
CSUS 400,Topics in Environmental Justice,CSUS - Community Sustainability
CSUS 417,"Agriculture, Food and Natural Resources Apprenticeship/Clinical Experience",CSUS - Community Sustainability
CSUS 418,Community Sustainability Study Abroad,CSUS - Community Sustainability
CSUS 419,International Studies in Community Sustainability,CSUS - Community Sustainability
CSUS 424,Sustainable Agriculture and Food Systems Capstone,CSUS - Community Sustainability
CSUS 426,Conservation Planning and Adaptive Management,CSUS - Community Sustainability
CSUS 429,Program Evaluation for Community Sustainability,CSUS - Community Sustainability
CSUS 430,Non-Profit Organizational Management for Community Sustainability,CSUS - Community Sustainability
CSUS 433,Grant Writing and Fund Development,CSUS - Community Sustainability
CSUS 445,Community-Based Environmental and Sustainability Education,CSUS - Community Sustainability
CSUS 446,Environmental Issues and Public Policy,CSUS - Community Sustainability
CSUS 453,Watershed Planning and Management,CSUS - Community Sustainability
CSUS 459,Clean Energy System Policy,CSUS - Community Sustainability
CSUS 464,Environmental and Natural Resource Policy in Michigan,CSUS - Community Sustainability
CSUS 465,Environmental and Natural Resource Law,CSUS - Community Sustainability
CSUS 472,Designing and Managing Programmed Experiences,CSUS - Community Sustainability
CSUS 473,Social Entrepreneurship and Community Sustainability,CSUS - Community Sustainability
CSUS 476,Natural Resource Recreation Management,CSUS - Community Sustainability
CSUS 477,Nature-based Tourism,CSUS - Community Sustainability
CSUS 489,Seminar in Zoo and Aquarium Science,CSUS - Community Sustainability
CSUS 490,Independent Study in Community Sustainability,CSUS - Community Sustainability
CSUS 491,Special Topics in Community Sustainability,CSUS - Community Sustainability
CSUS 493,Professional Internship in Community Sustainability,CSUS - Community Sustainability
CSUS 800,Foundations of Community Sustainability I,CSUS - Community Sustainability
CSUS 801,Foundations of Community Sustainability II,CSUS - Community Sustainability
CSUS 802,Introduction to Interdisciplinary Inquiry,CSUS - Community Sustainability
CSUS 805,Proposal Development for Interdisciplinary Inquiry,CSUS - Community Sustainability
CSUS 811,"Community, Food and Agriculture: A Survey",CSUS - Community Sustainability
CSUS 816,Environmental Design Theory,CSUS - Community Sustainability
CSUS 817,"Instructional Design and Assessment in Agriculture, Food, and Natural Resources Education",CSUS - Community Sustainability
CSUS 818,"Theory and Practice of Program Planning in Agriculture, Food, and Natural Resources Education",CSUS - Community Sustainability
CSUS 819,"Instructional Theory and Practice in Agriculture, Food and Natural Resources Education",CSUS - Community Sustainability
CSUS 820,Social-Ecological Resilience,CSUS - Community Sustainability
CSUS 824,Sustainable Development,CSUS - Community Sustainability
CSUS 826,International Development: Theory and Practice,CSUS - Community Sustainability
CSUS 829,Economics of Environmental Resources,CSUS - Community Sustainability
AFRE 829,Economics of Environmental Resources (Interim Change),CSUS - Community Sustainability
CSUS 831,Foundations of Qualitative Research,CSUS - Community Sustainability
CSUS 833,Program Evaluation in Agriculture and Natural Resources,CSUS - Community Sustainability
CSUS 834,Survey Research and Design,CSUS - Community Sustainability
CSUS 836,Modeling Natural Resource Systems,CSUS - Community Sustainability
CSUS 838,Participatory Modes of Inquiry,CSUS - Community Sustainability
CSUS 848,Community Based Natural Resource Management in International Development,CSUS - Community Sustainability
CSUS 858,"Gender, Justice and Environmental Change : Issues and Concepts",CSUS - Community Sustainability
CSUS 859,"Gender, Justice, and Environmental Change: Methods and Application",CSUS - Community Sustainability
CSUS 860,Youth Leadership: Theory and Practice,CSUS - Community Sustainability
CSUS 861,Educational Theory and Application of Experiential Learning in AFNR,CSUS - Community Sustainability
CSUS 863,"Agriculture, Food and Natural Resources Education Laboratory Instruction: Theory and Practice",CSUS - Community Sustainability
CSUS 864,"Agriculture, Food and Natural Resources Educator Induction",CSUS - Community Sustainability
CSUS 885,Fundamentals of Museum Studies,CSUS - Community Sustainability
CSUS 890,Independent Study in Community Sustainability,CSUS - Community Sustainability
CSUS 891,Selected Topics in Community Sustainability,CSUS - Community Sustainability
CSUS 894,Field Practicum in Community Sustainability,CSUS - Community Sustainability
CSUS 897,Practicum in Museum Studies,CSUS - Community Sustainability
CSUS 898,Master's Professional Project,CSUS - Community Sustainability
CSUS 899,Master's Thesis Research,CSUS - Community Sustainability
CSUS 999,Doctoral Dissertation Research,CSUS - Community Sustainability
DAN 300,Dance Practicum,DAN - Dance
DAN 351,Dance Technique I,DAN - Dance
DAN 352,Dance Technique II,DAN - Dance
DAN 354,Dance Choreography,DAN - Dance
DAN 390,Special Topics in Dance,DAN - Dance
DAN 451,Dance Technique III,DAN - Dance
DAN 452,Dance Technique IV,DAN - Dance
DAN 494,Performance Tour,DAN - Dance
DH 235,"Exploring Digital Humanities: History, Practice, and Speculation",DH - Digital Humanities
DH 285,Introduction to Digital Studies in the Arts and Humanities,DH - Digital Humanities
DH 340,Digital Studies in Practice,DH - Digital Humanities
DH 450,Digital Studies Capstone,DH - Digital Humanities
DH 490,Digital Studies Independent Study,DH - Digital Humanities
DH 491,Special Topics in Digital Studies,DH - Digital Humanities
DH 493,Digital Studies Internship,DH - Digital Humanities
DH 861,Digital Humanities Pedagogy,DH - Digital Humanities
DH 863,Digital Humanities Research,DH - Digital Humanities
DH 865,Digital Humanities Methods Seminar,DH - Digital Humanities
DH 890,Digital Humanities Independent Study,DH - Digital Humanities
DH 891,Special Topics in Digital Humanities,DH - Digital Humanities
DH 893,Digital Humanities Internship,DH - Digital Humanities
