"subject","course_code","course_name","description","credits"
"English","ENG 5400","Appalachian Writing Project","When Offered: Summer Session, On Demand  An intensive summer institute for kindergarten through college teachers interested in the teaching of writing. Explores composition theory with an emphasis on the connections among theory, practice, and pedagogy. Teachers will develop curriculum, collect resources, and re-connect as fully functioning writers. The Appalachian Writing Project is built upon the National Writing Project model. Can be taken up to a total of 6 s.h.","3 or 6"
"English","ENG 5500","Independent Study","When Offered: Fall, Spring  Directed study of a topic not offered in regularly scheduled courses.","1-3"
"English","ENG 5520","Technical Writing","When Offered: Spring, Odd-numbered years  In this course, students conduct audience analyses, give oral presentations, and create documents representing a number of technical writing genres, including user manuals, instructions, and proposals.","3"
"English","ENG 5525","Product of Learning","When Offered: On Demand  Graded on an S/U basis.","1-3"
"English","ENG 5530","5549 - Selected Topics","When Offered: On Demand  Content to vary; may be repeated for credit when content does not duplicate.","1-4"
"English","ENG 5560","Adolescent Literature","When Offered: Fall  This course introduces students to the varied and multi-cultural field of adolescent literature. Students focus on various genres, including realistic fiction, romance and adventure, science fiction/fantasy, autobiography, and poetry. Content includes pertinent criticism, important bibliographies, research studies, historical analysis, and increasingly sophisticated pedagogical resources. Students will use the works they read, current research, and web-based resources to create curricula appropriate for adolescent readers.  [Dual-listed with ENG 4560.]","3) [DL]"
"English","ENG 5585","Studies in Ethnic American Literature","When Offered: Fall, Even-numbered years  An advanced in-depth and multi-cultural examination of major ethnic American writers.","3"
"English","ENG 5590","Studies in African American Literature","When Offered: Fall, Odd-numbered years  An advanced, in-depth, and multi-cultural examination of African American writers and movements.","3"
"English","ENG 5600","Literary Criticism and Theory","When Offered: Fall, Odd-numbered years  A study of key issues in contemporary literary and cultural theory and in the history of literary criticism. Emphasis on practical applications of theoretical approaches.","3"
"Child Development and Education","CDE 5900","Internship","When Offered: Fall, Spring  A structured field experience, paid or unpaid, in an area related to the program and supervised by department faculty. A proposal is to be submitted to the departmental graduate faculty committee and be approved for participation the semester previous to beginning the experience. No credit will be given for experience not previously approved. If initial NC license is required through the NC Residency Model this internship provides direct teaching experiences in a Birth to Kindergarten classroom (3 sh.). Students will be required to complete this Clinical Internship with an action research project as determined by the student and their advisor. A requirement of the Residency License is that students must complete the clinical internship in the classroom where they are employed as a lead teacher in a public school classroom.  Prerequisite: 15 hours graduate courses toward certificate program and proposal approved.","3-12"
"Child Development and Education","CDE 5989","Graduate Research","When Offered: Fall, Spring  This course is designed to provide access to University facilities for continuing graduate research at the master’s and specialist’s levels. CDE 5989 does not count toward a degree.  Graded on an S/U basis.","1-9"
"Child Development and Education","CDE 5999","Thesis","When Offered: Fall, Spring  Graded on an SP/UP basis until the thesis has been successfully defended and received final approval, at which time all grades will be changed to S.","1-4"
"College of Health Sciences","CHS 5500","Independent Study","When Offered: On Demand","1-4"
"College of Health Sciences","CHS 5530","5549 - Selected Topics","When Offered: On Demand  Subject matter may vary from term to term depending on student interest and need. A student may enroll more than once in a selected topics course provided that the content does not duplicate that of the previous course.","1-4"
"College of Health Sciences","CHS 5950","Interprofessional Fieldwork","When Offered: On Demand  Provides the opportunity to integrate knowledge acquisition in the classroom with interprofessional fieldwork experiences.  Graded on an S/U basis.","0"
