name,subject,code
Financial Analytics,ACC - Accounting,ACC 610
Tax Planning and Strategy,ACC - Accounting,ACC 625
Accounting Information Systems,ACC - Accounting,ACC 630
Introduction to Accounting Research,ACC - Accounting,ACC 640
Sustainability Accounting and Accountability,ACC - Accounting,ACC 645
Assurance Services in a Big Data Environment,ACC - Accounting,ACC 650
Selected Topics in Accounting,ACC - Accounting,ACC 655
International Accounting Issues,ACC - Accounting,ACC 660
Seminar in Management Accounting,ACC - Accounting,ACC 665
Pedagogical and Practice Research in Accounting,ACC - Accounting,ACC 670
Advanced Accounting Research I,ACC - Accounting,ACC 671
Advanced Accounting Research II,ACC - Accounting,ACC 672
Seminar in Financial Accounting,ACC - Accounting,ACC 675
Accounting Research Methods,ACC - Accounting,ACC 680
Seminar in Professional Issues,ACC - Accounting,ACC 690
Accounting Capstone,ACC - Accounting,ACC 695
Independent Study in Accounting,ACC - Accounting,ACC 697
Research in Accounting,ACC - Accounting,ACC 699
Internship in Athletic Coaching Education,ACE - Athletic Coachng Ed,ACE 600
Physical Preparation and Conditioning,ACE - Athletic Coachng Ed,ACE 604
Psychology of Coaching,ACE - Athletic Coachng Ed,ACE 610
Growth and Development for Coaches,ACE - Athletic Coachng Ed,ACE 612
Skills and Tactics for Coaches,ACE - Athletic Coachng Ed,ACE 618
Evaluation in Coaching,ACE - Athletic Coachng Ed,ACE 625
Philosophy and Ethics,ACE - Athletic Coachng Ed,ACE 632
Sport Safety and Injury Prevention,ACE - Athletic Coachng Ed,ACE 670
Teaching and Motivation for Coaches,ACE - Athletic Coachng Ed,ACE 675
Current Issues in Coaching Research,ACE - Athletic Coachng Ed,ACE 688
Organization and Administration for Coaches,ACE - Athletic Coachng Ed,ACE 692
Advanced Ceramics,ACR - Art:  Crafts,ACR 511
Advanced Metals,ACR - Art:  Crafts,ACR 521
Advanced Glass,ACR - Art:  Crafts,ACR 531
Neon,ACR - Art:  Crafts,ACR 532
Ceramics Studio,ACR - Art:  Crafts,ACR 611
Metals Studio,ACR - Art:  Crafts,ACR 621
Glass Studio,ACR - Art:  Crafts,ACR 631
Teaching Studio Art,AED - Art:  Education,AED 604
Topics in Advanced Art Education,AED - Art:  Education,AED 608
Special Topics in Studio Art,AFA - Art:  Fine Arts,AFA 500
Advanced Drawing,AFA - Art:  Fine Arts,AFA 501
Advanced Painting,AFA - Art:  Fine Arts,AFA 511
Advanced Sculpture/Intermedia,AFA - Art:  Fine Arts,AFA 521
Advanced Printmaking,AFA - Art:  Fine Arts,AFA 531
Bookmaking,AFA - Art:  Fine Arts,AFA 581
Sculpture/Intermedia Studio,AFA - Art:  Fine Arts,AFA 621
Special Topics in the History of Art,AHS - Art:  History,AHS 501
Art History Seminar,AHS - Art:  History,AHS 554
Human Gross Anatomy,ANAT - Anatomy,ANAT 601
Human Neuroanatomy,ANAT - Anatomy,ANAT 605
Human Embryology and Histology,ANAT - Anatomy,ANAT 625
Special Studies in Anatomy,ANAT - Anatomy,ANAT 690
Topics in Biological Anthropology,ANTH - Anthropology,ANTH 505
The Anthropology of Physical Growth and Development,ANTH - Anthropology,ANTH 506
Applied Anthropology,ANTH - Anthropology,ANTH 507
Digital Anthropology,ANTH - Anthropology,ANTH 509
Ecological Dimensions of Culture,ANTH - Anthropology,ANTH 512
Human Osteology,ANTH - Anthropology,ANTH 516
Forensic Anthropology,ANTH - Anthropology,ANTH 517
Evolutionary Adaptation and Human Diversity,ANTH - Anthropology,ANTH 525
Culture and Medicine,ANTH - Anthropology,ANTH 527
Laboratory Methods in Material Culture,ANTH - Anthropology,ANTH 529
Topics in Native North American Cultures,ANTH - Anthropology,ANTH 530
Native Americans of North America,ANTH - Anthropology,ANTH 531
"Native Americans of the Eastern Woodlands, 16th-20th Century",ANTH - Anthropology,ANTH 532
Midwestern Archaeology,ANTH - Anthropology,ANTH 534
Anthropological Field Trip,ANTH - Anthropology,ANTH 540
Historical Archaeology of Eastern United States,ANTH - Anthropology,ANTH 543
Archaeological Field School,ANTH - Anthropology,ANTH 545
Ethnographic Field Study,ANTH - Anthropology,ANTH 550
"Witchcraft, Magic, and Religion",ANTH - Anthropology,ANTH 551
Anthropology of Technology,ANTH - Anthropology,ANTH 552
Primatology,ANTH - Anthropology,ANTH 555
Applied Archaeology,ANTH - Anthropology,ANTH 557
Ethnographic Methods,ANTH - Anthropology,ANTH 559
Special Topics in Cultural Anthropology,ANTH - Anthropology,ANTH 560
Special Topics in Archaeology,ANTH - Anthropology,ANTH 561
Special Topics in Biological Anthropology,ANTH - Anthropology,ANTH 562
Theory and Method in Historical Archaeology,ANTH - Anthropology,ANTH 563
European Prehistory,ANTH - Anthropology,ANTH 564
Ethnohistory,ANTH - Anthropology,ANTH 571
Topics in Museum Operations,ANTH - Anthropology,ANTH 577
Topics in Archaeology,ANTH - Anthropology,ANTH 580
Topics in Cultural Change,ANTH - Anthropology,ANTH 590
Proposal Writing and Professional Development,ANTH - Anthropology,ANTH 600
Topics in Contemporary Applied Cultural Anthropology,ANTH - Anthropology,ANTH 601
Quantitative Research Methods in Anthropology,ANTH - Anthropology,ANTH 602
Anthropological Archaeology Seminar,ANTH - Anthropology,ANTH 603
Applications of Biological Anthropology,ANTH - Anthropology,ANTH 605
Ethnographic Methods and Qualitative Research in Anthropology,ANTH - Anthropology,ANTH 606
Anthropology of Gender,ANTH - Anthropology,ANTH 641
Independent Study in Anthropology,ANTH - Anthropology,ANTH 690
Research Methods in Anthropology,ANTH - Anthropology,ANTH 695
Internship in Anthropology,ANTH - Anthropology,ANTH 696
Introduction to Nanoscience and Technology,APHY - Applied Physics,APHY 510
Fundamentals of Nanomaterials Growth and Device Fabrication,APHY - Applied Physics,APHY 512
Medical Physics 1,APHY - Applied Physics,APHY 515
Medical Physics 2,APHY - Applied Physics,APHY 516
Solar Thermal Systems,APHY - Applied Physics,APHY 520
Photovoltaics,APHY - Applied Physics,APHY 522
Design Thinking and Visualization Workshop,ARCH - Architecture,ARCH 500
Design Thinking and Foundations Studio,ARCH - Architecture,ARCH 501
Environmental Design and Site Context Studio,ARCH - Architecture,ARCH 502
Design Application Workshop,ARCH - Architecture,ARCH 503
Fourth World Theory,ARCH - Architecture,ARCH 507
Architects of Hope,ARCH - Architecture,ARCH 508
Introduction to Architectural Building Technology,ARCH - Architecture,ARCH 514
Introduction to Structural Systems,ARCH - Architecture,ARCH 518
Introduction to Professional Practice,ARCH - Architecture,ARCH 520
History of Architecture in the Built Environment,ARCH - Architecture,ARCH 528
"History of Architecture, Planning, and Engineering in the Midwest",ARCH - Architecture,ARCH 530
Structural and Material Systems,ARCH - Architecture,ARCH 538
Introduction to Preservation,ARCH - Architecture,ARCH 540
Preservation Policy,ARCH - Architecture,ARCH 541
Historic Preservation Economics,ARCH - Architecture,ARCH 544
Historic Preservation Design and Graphic Documentation,ARCH - Architecture,ARCH 545
Preservation Technology,ARCH - Architecture,ARCH 547
Historic Preservation Technology 2,ARCH - Architecture,ARCH 549
Contemporary Issues in Architecture,ARCH - Architecture,ARCH 551
Immersive Away Experience,ARCH - Architecture,ARCH 555
Visualization and Communication,ARCH - Architecture,ARCH 561
Passive Environmental Systems,ARCH - Architecture,ARCH 570
Active Environmental Systems,ARCH - Architecture,ARCH 571
Current Issues in Preservation,ARCH - Architecture,ARCH 573
Special Thematic Topics in Social and Environmental Justice I,ARCH - Architecture,ARCH 575
Design Computation and Fabrication Foundations I,ARCH - Architecture,ARCH 581
Special Thematic Topics in Social and Environmental Justice II,ARCH - Architecture,ARCH 585
Independent Study,ARCH - Architecture,ARCH 590
Design Computation and Fabrication Foundations II,ARCH - Architecture,ARCH 591
Design Computation and Fabrication Applications,ARCH - Architecture,ARCH 593
Immersive Practicum,ARCH - Architecture,ARCH 594
Special Thematic Topics in Social and Environmental Justice III,ARCH - Architecture,ARCH 595
Special Project in Architecture,ARCH - Architecture,ARCH 598
Architecture Workshop,ARCH - Architecture,ARCH 600
Community Engaged Applied Learning Design Studio,ARCH - Architecture,ARCH 601
Integrated Architecture Design Studio,ARCH - Architecture,ARCH 602
Multi-Disciplinary Design Knowledge Studio,ARCH - Architecture,ARCH 603
Independent Final Project Studio,ARCH - Architecture,ARCH 604
Documentation Studio,ARCH - Architecture,ARCH 606
Preservation Studio I,ARCH - Architecture,ARCH 607
Preservation Studio II,ARCH - Architecture,ARCH 608
Applied Systems Thinking,ARCH - Architecture,ARCH 618
Professional Practice,ARCH - Architecture,ARCH 620
Readings in Social and Environmental Justice,ARCH - Architecture,ARCH 621
Field Study in Social and Environmental Justice,ARCH - Architecture,ARCH 622
Documentation in Social and Environmental Justice,ARCH - Architecture,ARCH 623
Applied Architectural Building Technology,ARCH - Architecture,ARCH 624
Preservation Research Methods,ARCH - Architecture,ARCH 626
High Performance Buildings,ARCH - Architecture,ARCH 632
Advanced Technologies for Green Building,ARCH - Architecture,ARCH 633
Advanced Fabrication Seminar,ARCH - Architecture,ARCH 634
Research Methods in Architecture,ARCH - Architecture,ARCH 636
Final Project Preparation,ARCH - Architecture,ARCH 637
Contemporary History and Theory of Architecture,ARCH - Architecture,ARCH 639
"History, Theory, and Criticism",ARCH - Architecture,ARCH 640
"Citizenship, World Views, and the Public Sphere",ARCH - Architecture,ARCH 641
Architectural Theory,ARCH - Architecture,ARCH 642
Theories of Sustainability,ARCH - Architecture,ARCH 644
"Urban Design: History, Theory, and Practice",ARCH - Architecture,ARCH 646
Applied Theory and Representation,ARCH - Architecture,ARCH 647
Introduction to Social and Environmental Justice,ARCH - Architecture,ARCH 653
Historic Preservation Internship,ARCH - Architecture,ARCH 669
Elements of High-Performance Buildings,ARCH - Architecture,ARCH 670
LEED Green Building Rating System,ARCH - Architecture,ARCH 671
WELL Building Rating System,ARCH - Architecture,ARCH 672
PHIUS Passive Building Rating System,ARCH - Architecture,ARCH 673
Historic Preservation Proposal,ARCH - Architecture,ARCH 674
Independent Project,ARCH - Architecture,ARCH 690
Historic Preservation Professional Project,ARCH - Architecture,ARCH 696
Special Projects,ARCH - Architecture,ARCH 698
Graduate Experimental Animation,ART - Art,ART 508
Graduate Visual Storytelling,ART - Art,ART 509
Graduate Animation Methods,ART - Art,ART 510
Advanced Animation,ART - Art,ART 511
Animatics,ART - Art,ART 512
Independent Study in Visual Arts,ART - Art,ART 515
Advanced Video and Intermedia Art,ART - Art,ART 521
Advanced Photography,ART - Art,ART 531
Professional Practice,ART - Art,ART 502
Writing Practicum,ART - Art,ART 600
Critique Seminar,ART - Art,ART 601
Graduate Production 1,ART - Art,ART 610
Animation Studio,ART - Art,ART 611
Graduate Production 2,ART - Art,ART 612
Asian Studies: Selected Readings,ASIA - Asian Studies,ASIA 598
Topics in Modern Astronomy,ASTR - Astronomy,ASTR 580
Instruments and Techniques in Planetarium Operations,ASTR - Astronomy,ASTR 582
Advanced Observational Astronomy,ASTR - Astronomy,ASTR 586
Observational Astronomy Workshop for Teachers,ASTR - Astronomy,ASTR 602
Physical Foundations of Astronomy Workshop for Teachers,ASTR - Astronomy,ASTR 604
Stellar Evolution and Black Holes Workshop for Teachers,ASTR - Astronomy,ASTR 606
Introduction to Clinical Practice,AT - Athletic Training,AT 601
Emergency Procedures,AT - Athletic Training,AT 605
Musculoskeletal Evaluation I,AT - Athletic Training,AT 611
Musculoskeletal Evaluation II,AT - Athletic Training,AT 612
Therapeutic Interventions I,AT - Athletic Training,AT 613
Therapeutic Interventions II,AT - Athletic Training,AT 614
Medical and Pharmacological Intervention and Treatment,AT - Athletic Training,AT 615
Healthcare Documentation and Informatics,AT - Athletic Training,AT 617
Behavioral Health,AT - Athletic Training,AT 619
Advanced Diagnostic Techniques,AT - Athletic Training,AT 653
Seminar in Athletic Training,AT - Athletic Training,AT 657
Administration and Leadership,AT - Athletic Training,AT 659
Clinical Experiences in Athletic Training I,AT - Athletic Training,AT 670
Clinical Experiences in Athletic Training II,AT - Athletic Training,AT 671
Clinical Experiences in Athletic Training III,AT - Athletic Training,AT 673
Clinical Experiences in Athletic Training IV,AT - Athletic Training,AT 675
Clinical Experiences in Athletic Training V,AT - Athletic Training,AT 677
Evidence Based Practice in Healthcare,AT - Athletic Training,AT 691
Practice-Based Research,AT - Athletic Training,AT 693
Research in Athletic Training,AT - Athletic Training,AT 695
Research Methods,BED - Business Education,BED 616
Administration of Business and Marketing Education Programs,BED - Business Education,BED 617
Improvement of Instruction with Technology,BED - Business Education,BED 620
Advanced Cooperative and Laboratory Methods,BED - Business Education,BED 624
Seminar in Business and Marketing Education,BED - Business Education,BED 627
Workshop in Business and Marketing Education,BED - Business Education,BED 628
Independent Study,BED - Business Education,BED 650
"Philosophy, Organization, and Administration of CTE",BED - Business Education,BED 693
Field Biology of Distant Areas,BIO - Biology,BIO 520
Advanced Genetics,BIO - Biology,BIO 552
Molecular Biology,BIO - Biology,BIO 557
Aquatic Microbiology,BIO - Biology,BIO 582
Special Topics in Biology,BIO - Biology,BIO 601
Biostatistics,BIO - Biology,BIO 648
Population-Community Ecology,BIO - Biology,BIO 616
Biogeography,BIO - Biology,BIO 619
Readings in Biology,BIO - Biology,BIO 628
Seminar in Biology,BIO - Biology,BIO 629
Scientific Communications,BIO - Biology,BIO 630
Virology,BIO - Biology,BIO 631
Immunology,BIO - Biology,BIO 636
Medical Microbiology,BIO - Biology,BIO 642
Medical Genetics,BIO - Biology,BIO 653
Development and Evolution of Genomes: Genomics and Proteomics,BIO - Biology,BIO 654
Advanced Cell and Molecular Biology,BIO - Biology,BIO 655
Ecosystem Ecology,BIO - Biology,BIO 656
Multivariate Analysis of Environmental Data,BIO - Biology,BIO 657
Internship in Biology,BIO - Biology,BIO 669
Developments in Biology Education,BIO - Biology,BIO 691
Practicum in Biology,BIO - Biology,BIO 694
Research in Biology,BIO - Biology,BIO 697
Research in Biology,BIO - Biology,BIO 796
Introduction to Recombinant DNA and RNA Techniques,BIOT - Biotechnology,BIOT 590
Theory and Applications of the Polymerase Chain Reaction,BIOT - Biotechnology,BIOT 591
Protein Isolation and Analysis,BIOT - Biotechnology,BIOT 592
Cell Culture Techniques,BIOT - Biotechnology,BIOT 594
DNA Sequencing in Bioinformatics,BIOT - Biotechnology,BIOT 695
Research Design and Presentation,BIOT - Biotechnology,BIOT 696
Professional Development in Biotechnology,BIOT - Biotechnology,BIOT 693
Taxonomy of Vascular Plants,BOT - Botany,BOT 540
Dendrology,BOT - Botany,BOT 570
Aquatic Botany,BOT - Botany,BOT 581
Fundamentals of Accounting and Finance,BUSA - Business Administrtn,BUSA 601
Fundamentals of Economics and Statistics,BUSA - Business Administrtn,BUSA 602
Operations Management,BUSA - Business Administrtn,BUSA 603
Community-Based Projects Workshops,CAP - Coll Arch & Planning,CAP 500
Context for Design and Planning,CAP - Coll Arch & Planning,CAP 505
Charrette Graphics,CAP - Coll Arch & Planning,CAP 580
Introduction to Computer-Aided Design 1,CAP - Coll Arch & Planning,CAP 581
Introduction to Computer-Aided Design 2,CAP - Coll Arch & Planning,CAP 582
Special Projects in the College of Architecture and Planning,CAP - Coll Arch & Planning,CAP 598
Research Methods,CAP - Coll Arch & Planning,CAP 651
Reading Course,CC - Classical Culture,CC 598
Seminar in Museum Studies,CFA - College of Fine Arts,CFA 598
The Arts in Contemporary Society,CFA - College of Fine Arts,CFA 651
Chemical Communications,CHEM - Chemistry,CHEM 500
Review of Chemistry Fundamentals,CHEM - Chemistry,CHEM 510
Chemical Instrumentation 1,CHEM - Chemistry,CHEM 520
Chemical Instrumentation 2,CHEM - Chemistry,CHEM 521
Organic Laboratory Techniques,CHEM - Chemistry,CHEM 530
Selected Principles of Physical Chemistry,CHEM - Chemistry,CHEM 540
Physical Chemistry 1,CHEM - Chemistry,CHEM 544
Physical Chemistry 2,CHEM - Chemistry,CHEM 545
Inorganic Chemistry,CHEM - Chemistry,CHEM 550
Principles of Biochemistry 1,CHEM - Chemistry,CHEM 563
Principles of Biochemistry 2,CHEM - Chemistry,CHEM 564
Exploration of Selected Topics in Chemistry,CHEM - Chemistry,CHEM 575
Advanced Analytical Chemistry,CHEM - Chemistry,CHEM 626
Environmental Chemistry,CHEM - Chemistry,CHEM 627
Advanced Organic Chemistry,CHEM - Chemistry,CHEM 636
Advanced Physical Chemistry,CHEM - Chemistry,CHEM 646
Advanced Inorganic Chemistry,CHEM - Chemistry,CHEM 651
Medical Biochemistry,CHEM - Chemistry,CHEM 667
Research in Chemistry,CHEM - Chemistry,CHEM 670
Research in Chemical Education,CHEM - Chemistry,CHEM 671
Seminar in Chemistry,CHEM - Chemistry,CHEM 673
Advanced Topics in Chemistry,CHEM - Chemistry,CHEM 675
Contemporary Instruction and Curricula in Chemistry,CHEM - Chemistry,CHEM 690
Chemistry Research Methods,CHEM - Chemistry,CHEM 696
Research in Chemistry,CHEM - Chemistry,CHEM 770
Research in Chemical Education,CHEM - Chemistry,CHEM 771
Chemistry and Chemical Education Seminar,CHEM - Chemistry,CHEM 773
Criminal Justice Administration,CJC - Crim Justice & Crim,CJC 650
Interpersonal Relations in Criminal Justice,CJC - Crim Justice & Crim,CJC 651
Philosophical Aspects of Criminal Justice Practice,CJC - Crim Justice & Crim,CJC 652
Independent Study in Criminal Justice,CJC - Crim Justice & Crim,CJC 690
Construction Leadership,CM - Construction Management,CM 610
Construction Cost and Time Control,CM - Construction Management,CM 611
Construction Quality and Risk Control,CM - Construction Management,CM 612
Independent Study in Construction Management,CM - Construction Management,CM 697
Advanced Topics in Construction Management,CM - Construction Management,CM 698
Introduction to Communication Studies,COMM - Communication Stds,COMM 601
Quantitative Research in Communication,COMM - Communication Stds,COMM 602
Qualitative Research in Communication,COMM - Communication Stds,COMM 605
Studies in Persuasion,COMM - Communication Stds,COMM 610
Theories of Rhetoric,COMM - Communication Stds,COMM 611
Rhetorical Criticism,COMM - Communication Stds,COMM 612
"Politics, Citizenship & Social Movements",COMM - Communication Stds,COMM 614
Introduction to Critical/Cultural Theory,COMM - Communication Stds,COMM 620
Health Communication,COMM - Communication Stds,COMM 630
Interpersonal Communication,COMM - Communication Stds,COMM 635
Interpersonal Communication in Contexts,COMM - Communication Stds,COMM 640
Intercultural Communication,COMM - Communication Stds,COMM 645
Communication Training in Organizations,COMM - Communication Stds,COMM 650
Organizational Communication: Interpersonal and Intrapersonal Processes,COMM - Communication Stds,COMM 651
"Organizational Communication: Systems, Culture, and Critique",COMM - Communication Stds,COMM 652
Issues in Communication Consultation,COMM - Communication Stds,COMM 653
Instructional Communication,COMM - Communication Stds,COMM 655
Communication Theory,COMM - Communication Stds,COMM 660
Mediated Communication,COMM - Communication Stds,COMM 665
Professional Experience,COMM - Communication Stds,COMM 669
Coaching and Directing Forensics,COMM - Communication Stds,COMM 675
Practical Experience,COMM - Communication Stds,COMM 679
Seminar in Communication,COMM - Communication Stds,COMM 690
Directed Study in Communication,COMM - Communication Stds,COMM 696
Applied Communication Capstone Project,COMM - Communication Stds,COMM 699
Introduction to Identity and Leadership Development for Counselors,CPSY - Counseling Psych,CPSY 601
Introduction to Rehabilitation Counseling,CPSY - Counseling Psych,CPSY 603
Issues in Addiction and Recovery,CPSY - Counseling Psych,CPSY 604
Introduction to Clinical Mental Health Counseling,CPSY - Counseling Psych,CPSY 605
Pre-Practicum Interviewing Skills,CPSY - Counseling Psych,CPSY 606
Appraisal Methods in Counseling,CPSY - Counseling Psych,CPSY 607
Psychosocial Aspects of Rehabilitation,CPSY - Counseling Psych,CPSY 608
Counseling Ethics and Professional Issues,CPSY - Counseling Psych,CPSY 609
Career Theories and Realities,CPSY - Counseling Psych,CPSY 610
Psychology of Teaching and Learning,CPSY - Counseling Psych,CPSY 611
Diversity of Human Sexuality,CPSY - Counseling Psych,CPSY 612
Theories and Techniques of Counseling,CPSY - Counseling Psych,CPSY 621
Specialized Techniques of Counseling Psychology,CPSY - Counseling Psych,CPSY 623
Program Development and Evaluation in Counseling Psychology,CPSY - Counseling Psych,CPSY 624
LGBTQ Health & Treatment,CPSY - Counseling Psych,CPSY 627
Introduction to the Study of Personality,CPSY - Counseling Psych,CPSY 631
Introduction to Behavioral Medicine,CPSY - Counseling Psych,CPSY 634
Medical Aspects of Disability in Rehabilitation Counseling,CPSY - Counseling Psych,CPSY 635
Psychopathology,CPSY - Counseling Psych,CPSY 636
Introduction to Psychopharmacology,CPSY - Counseling Psych,CPSY 637
Practicum in Group Counseling,CPSY - Counseling Psych,CPSY 640
Practicum in Counseling,CPSY - Counseling Psych,CPSY 644
Specialized Practicum in Counseling Psychology,CPSY - Counseling Psych,CPSY 645
Advanced Practicum in Counseling,CPSY - Counseling Psych,CPSY 646
Field Experience in Counseling and Guidance,CPSY - Counseling Psych,CPSY 648
Projective Personality Appraisal,CPSY - Counseling Psych,CPSY 652
Research Methods in Counseling and Social Psychology,CPSY - Counseling Psych,CPSY 653
Objective Personality Appraisal,CPSY - Counseling Psych,CPSY 657
Relationship and Sex Therapy,CPSY - Counseling Psych,CPSY 662
Theories and Techniques of Family Therapy,CPSY - Counseling Psych,CPSY 664
Principles and Practices of Counseling the Older Adult,CPSY - Counseling Psych,CPSY 676
Theories and Techniques of Counseling the Culturally Diverse,CPSY - Counseling Psych,CPSY 678
Advanced Theories and Techniques of Counseling the Culturally Diverse,CPSY - Counseling Psych,CPSY 679
Social Justice in Counseling Psychology,CPSY - Counseling Psych,CPSY 680
Process and Techniques of Group Counseling,CPSY - Counseling Psych,CPSY 688
Case Management in Rehabilitation Counseling,CPSY - Counseling Psych,CPSY 689
Issues in Counseling,CPSY - Counseling Psych,CPSY 690
Field Internship in Counseling,CPSY - Counseling Psych,CPSY 695
Advanced Theories of Counseling,CPSY - Counseling Psych,CPSY 720
Theories and Techniques of Counselor Supervision,CPSY - Counseling Psych,CPSY 722
Practicum in Counselor Supervision,CPSY - Counseling Psych,CPSY 740
Integrated Scientist-Professional Practicum 1 in Counseling Psychology,CPSY - Counseling Psych,CPSY 746
Integrated Scientist-Professional Practicum 2 in Counseling Psychology,CPSY - Counseling Psych,CPSY 747
Practicum in Supervised Experience in Counseling Psychology,CPSY - Counseling Psych,CPSY 749
Advanced Research Methods in Counseling Psychology,CPSY - Counseling Psych,CPSY 753
Seminar in Counseling Psychology,CPSY - Counseling Psych,CPSY 797
Internship in Counseling Psychology,CPSY - Counseling Psych,CPSY 799
Creative Project,CRPR - Creative Project,CRPR 698
Current Topics Seminar,CS - Computer Science,CS 539
Computer Programming and Data Structures,CS - Computer Science,CS 601
Discrete Structures and Algorithms,CS - Computer Science,CS 602
Introduction to Programming,CS - Computer Science,CS 617
Full Stack Web Development,CS - Computer Science,CS 618
Advanced Operating Systems and Networking,CS - Computer Science,CS 619
Data Analytics,CS - Computer Science,CS 621
Topics in Artificial Intelligence,CS - Computer Science,CS 626
Seminar in Computer Science,CS - Computer Science,CS 639
Cybersecurity and Secure Software,CS - Computer Science,CS 647
Machine Learning and Data Mining,CS - Computer Science,CS 654
"Graphs, Algorithms, and Applications",CS - Computer Science,CS 668
Selected Topics in Computer Science,CS - Computer Science,CS 669
Research Topics in Computer Science,CS - Computer Science,CS 679
Applications of Computability,CS - Computer Science,CS 681
Research Methods in Computer Science,CS - Computer Science,CS 689
Software Engineering,CS - Computer Science,CS 690
Independent Study in Computer Science,CS - Computer Science,CS 699
Data Management Systems Infrastructure,CT - Computer Technology,CT 511
Resiliency Technologies for Highly Available Infrastructures,CT - Computer Technology,CT 611
Student Organizations in Education,CTE - Career and Technical Ed,CTE 550
Strategies and Materials for Career and Technical Education,CTE - Career and Technical Ed,CTE 552
Principles and Philosophy of Career and Technical Education,CTE - Career and Technical Ed,CTE 568
Organization and Coordination of Career and Technical Education,CTE - Career and Technical Ed,CTE 569
Instructional Materials and Strategies for Improvement of Instruction,CTE - Career and Technical Ed,CTE 622
Problems and Issues,CTE - Career and Technical Ed,CTE 625
Organizational Safety and Health,CTE - Career and Technical Ed,CTE 660
Managing Work-Based Learning Programs,CTE - Career and Technical Ed,CTE 692
Coordinating Training Programs,CTE - Career and Technical Ed,CTE 696
Dissertation Preparation,DISS - Dissertation,DISS 701
Doctoral Dissertation,DISS - Dissertation,DISS 799
Doctoral Exam Preparation,DOC - Doctoral Candidate,DOC 700
Introduction to Data Science,DSCI - Data Science,DSCI 601
Statistical Methods for Data Science,DSCI - Data Science,DSCI 602
Data Storage and Management,DSCI - Data Science,DSCI 604
Data Visualization,DSCI - Data Science,DSCI 605
Introduction to Cloud Computing,DSCI - Data Science,DSCI 606
Data Analytics for Environmental Sciences,DSCI - Data Science,DSCI 607
Data Analytics for Bioinformatics,DSCI - Data Science,DSCI 608
Data Analytics for Social Sciences,DSCI - Data Science,DSCI 609
Data Analytics for Health Sciences,DSCI - Data Science,DSCI 610
Programming with SAS Base for Data Science,DSCI - Data Science,DSCI 612
Special Studies in Data Science,DSCI - Data Science,DSCI 669
Research Topics in Data Science,DSCI - Data Science,DSCI 679
Categorical Data Analysis,DSCI - Data Science,DSCI 686
Capstone in Data Science,DSCI - Data Science,DSCI 689
Data Science Exit Survey,DSCI - Data Science,DSCI 692
Readings and Directed Study in Economics,ECON - Economics,ECON 592
Seminar in Economics,ECON - Economics,ECON 595
Advanced Topics in Managerial Economics,ECON - Economics,ECON 610
State and Local Economic Development,ECON - Economics,ECON 612
International Economics,ECON - Economics,ECON 615
Econometric Methods and Applications,ECON - Economics,ECON 624
Health and Economics,ECON - Economics,ECON 662
"School, Family, and Community Partnerships",ECYF - Early Child Youth Fam,ECYF 630
Introduction to Early Childhood Education,ECYF - Early Child Youth Fam,ECYF 640
Administration of Early Childhood Programs,ECYF - Early Child Youth Fam,ECYF 641
Leadership and Advocacy in Childhood Education,ECYF - Early Child Youth Fam,ECYF 645
Integrated Curriculum in Early Childhood Education,ECYF - Early Child Youth Fam,ECYF 646
Play and Creativity in Early Childhood,ECYF - Early Child Youth Fam,ECYF 648
Infant and Toddler Education,ECYF - Early Child Youth Fam,ECYF 649
Educational Programs for Young Children,ECYF - Early Child Youth Fam,ECYF 651
Observation and Assessment in Early Childhood,ECYF - Early Child Youth Fam,ECYF 653
Mentoring Early Childhood Professionals,ECYF - Early Child Youth Fam,ECYF 672
Family Issues and Functioning,ECYF - Early Child Youth Fam,ECYF 680
"Transition to Teaching, Student Teaching",ECYF - Early Child Youth Fam,ECYF 690
Research in Early and Elementary Education,ECYF - Early Child Youth Fam,ECYF 740
Seminar in Early Childhood Education,ECYF - Early Child Youth Fam,ECYF 799
Psychology of Adult Adjustment,EDAC - Ed: Adult & Communty,EDAC 629
Introduction to Adult and Community Education,EDAC - Ed: Adult & Communty,EDAC 631
Organizing and Managing Adult and Community Education Programs,EDAC - Ed: Adult & Communty,EDAC 632
Adult Learning Theories,EDAC - Ed: Adult & Communty,EDAC 634
Strategies for Teaching Adult Learners,EDAC - Ed: Adult & Communty,EDAC 635
Program Planning in Community and Adult Education,EDAC - Ed: Adult & Communty,EDAC 638
Foundations of Adult and Community Education,EDAC - Ed: Adult & Communty,EDAC 640
Transformative Leadership for Adults,EDAC - Ed: Adult & Communty,EDAC 643
Collaborative Learning in Adult and Community Education,EDAC - Ed: Adult & Communty,EDAC 644
Working with Volunteers in Community Organizations,EDAC - Ed: Adult & Communty,EDAC 646
The Community Educator,EDAC - Ed: Adult & Communty,EDAC 648
Continuing Education for Professionals,EDAC - Ed: Adult & Communty,EDAC 655
Community Engagement Through Art-Based and Popular Education,EDAC - Ed: Adult & Communty,EDAC 681
Independent Study in Adult or Community Education,EDAC - Ed: Adult & Communty,EDAC 690
Special Topics in Adult and Community Education,EDAC - Ed: Adult & Communty,EDAC 698
Internship in Adult and Community Education,EDAC - Ed: Adult & Communty,EDAC 699
Seminar for Preparation of Comprehensive Exams in Adult and Community Education,EDAC - Ed: Adult & Communty,EDAC 700
