name,subject,code
Topics in the History of Popular Culture,HIST - History,HIST 522
Topics in Religious History,HIST - History,HIST 523
"Topics in Race, Ethnicity, and Immigration",HIST - History,HIST 524
Topics in the History of the American West,HIST - History,HIST 525
Topics in African History,HIST - History,HIST 526
Topics in Asian History,HIST - History,HIST 527
United States Diplomatic History to 1914,HIST - History,HIST 530
United States Diplomatic History Since 1914,HIST - History,HIST 532
Colloquium on United States Urban History,HIST - History,HIST 538
Comparative Slavery,HIST - History,HIST 541
Data Visualization in History and the Social Sciences,HIST - History,HIST 546
American Culture Field Studies,HIST - History,HIST 549
"The Era of World War I, 1870-1918",HIST - History,HIST 554
"The Era of World War II, 1918-1945",HIST - History,HIST 555
Europe Since 1945,HIST - History,HIST 556
Selected Topics in American Military History,HIST - History,HIST 560
Development of Greek Civilization,HIST - History,HIST 561
Development of Roman Civilization,HIST - History,HIST 562
Development of Byzantine Civilization,HIST - History,HIST 564
Medieval Ideas and Institutions,HIST - History,HIST 565
"The Renaissance and Reformation, 1300-1600",HIST - History,HIST 567
World Civilizations--Field Studies,HIST - History,HIST 569
France Since 1789,HIST - History,HIST 571
"Britain, 1485-1714",HIST - History,HIST 575
"Britain, 1760 to the Present",HIST - History,HIST 576
Modern Germany,HIST - History,HIST 581
Research on the History of the Celtic Peoples,HIST - History,HIST 582
Research in Irish History,HIST - History,HIST 583
Southern Africa,HIST - History,HIST 584
Russian Civilization Before 1917: From Kievan Rus to Imperial Russia,HIST - History,HIST 586
Soviet and Post-Soviet History,HIST - History,HIST 587
Topics in Middle Eastern History,HIST - History,HIST 591
History of Pre-modern East Asia,HIST - History,HIST 593
"Modern China, 1600 to the Present",HIST - History,HIST 595
"Modern Japan, 1600 to the Present",HIST - History,HIST 596
Selected Topics in European History,HIST - History,HIST 597
Selected Topics in American History,HIST - History,HIST 599
Seminar in Modern Historiography and Research Methods,HIST - History,HIST 612
Studies in American History to 1877,HIST - History,HIST 621
Studies in American History Since 1877,HIST - History,HIST 622
"Special Topics in US, European, or Atlantic World History",HIST - History,HIST 623
Studies in Early European History,HIST - History,HIST 631
Studies in Modern European History,HIST - History,HIST 632
Special Topics in Comparative History,HIST - History,HIST 633
Studies in World History,HIST - History,HIST 641
Special Studies,HIST - History,HIST 650
Seminar in Digital History,HIST - History,HIST 661
Introduction to Teaching History,HIST - History,HIST 670
Seminar in History Education,HIST - History,HIST 671
Cost Control in Hospitality and Foodservice Industry,HOSP - Hosp & Food Mgt,HOSP 500
Event Management,HOSP - Hosp & Food Mgt,HOSP 576
Elementary School Health Programs,HSC - Health Science,HSC 550
Current Issues in Administration and Coordination of Health and Physical Education,HSC - Health Science,HSC 563
"Methods, Materials, and Curriculum for Teaching Health Education",HSC - Health Science,HSC 595
Health Promotion in the Worksite,HSC - Health Science,HSC 662
Health Education in the Clinical Setting,HSC - Health Science,HSC 664
Health and Aging,HSC - Health Science,HSC 665
Drug Dependence and Abuse,HSC - Health Science,HSC 667
Consumer Health Issues,HSC - Health Science,HSC 668
Health Science Practicum,HSC - Health Science,HSC 669
Health Science Research Techniques,HSC - Health Science,HSC 670
Research Seminar,HSC - Health Science,HSC 671
Women and Health,HSC - Health Science,HSC 672
Death and Dying,HSC - Health Science,HSC 673
Internship in Health Science,HSC - Health Science,HSC 675
Stress Management,HSC - Health Science,HSC 681
Environmental Health,HSC - Health Science,HSC 682
Principles of Epidemiology 1,HSC - Health Science,HSC 683
Principles of Epidemiology 2,HSC - Health Science,HSC 685
Health Promotion Program Planning and Evaluation,HSC - Health Science,HSC 686
Statistical Theory and Methods in Health Science,HSC - Health Science,HSC 687
Public Health Entomology,HSC - Health Science,HSC 689
Seminar in Health Science,HSC - Health Science,HSC 695
Special Studies in Health Science,HSC - Health Science,HSC 697
Workshop in Health Science,HSC - Health Science,HSC 698
Survey of Management,ICS - Info & Commun Scienc,ICS 600
Foundations of Information and Communication Sciences,ICS - Info & Commun Scienc,ICS 601
Human Communication: Process and Theory,ICS - Info & Commun Scienc,ICS 602
Interpersonal Management Skills,ICS - Info & Commun Scienc,ICS 605
"Information and Communication Technologies, Standards and Lab I",ICS - Info & Commun Scienc,ICS 620
"Information and Communication Technologies, Standards and Lab II",ICS - Info & Commun Scienc,ICS 621
Systems Engineering in Information & Communication Technology,ICS - Info & Commun Scienc,ICS 623
Knowledge Management,ICS - Info & Commun Scienc,ICS 624
Artificial Intelligence and Machine Learning,ICS - Info & Commun Scienc,ICS 625
Research Methodologies and Problems Seminar,ICS - Info & Commun Scienc,ICS 630
Problems in Information and Communication Technologies Seminar,ICS - Info & Commun Scienc,ICS 632
Systems Analysis and Design,ICS - Info & Commun Scienc,ICS 633
Project Management,ICS - Info & Commun Scienc,ICS 634
Information and Communication Projects,ICS - Info & Commun Scienc,ICS 635
Information and Communication Industry,ICS - Info & Commun Scienc,ICS 640
Regulatory Research in Context/Problems in Information Communication,ICS - Info & Commun Scienc,ICS 642
Social Responsibility in I/C Policy,ICS - Info & Commun Scienc,ICS 643
"Technologies, Financial Aspects, and the Economics of Choice",ICS - Info & Commun Scienc,ICS 644
Database Systems and Analytics,ICS - Info & Commun Scienc,ICS 645
Management of Information and Communication Technology Organizations,ICS - Info & Commun Scienc,ICS 646
Wireless and Satellite Communications,ICS - Info & Commun Scienc,ICS 648
Cybersecurity Fundamentals,ICS - Info & Commun Scienc,ICS 649
Wireless 2,ICS - Info & Commun Scienc,ICS 650
Issues in Communication Consultation,ICS - Info & Commun Scienc,ICS 653
Special Problems Seminar,ICS - Info & Commun Scienc,ICS 655
Systems of Innovation,ICS - Info & Commun Scienc,ICS 656
"Human Factors, Needs Assessment, and User-Driven Design",ICS - Info & Commun Scienc,ICS 660
Entrepreneurship/Intrapreneurship,ICS - Info & Commun Scienc,ICS 661
Usability Testing,ICS - Info & Commun Scienc,ICS 662
"Network Design: Optimizing, Scaling and Securing Networks",ICS - Info & Commun Scienc,ICS 663
Cloud Technologies,ICS - Info & Commun Scienc,ICS 664
Strategic Planning for Information Technology,ICS - Info & Commun Scienc,ICS 666
Advanced Security Topics,ICS - Info & Commun Scienc,ICS 667
Information and Communication Marketing,ICS - Info & Commun Scienc,ICS 675
Professional Internship,ICS - Info & Commun Scienc,ICS 676
Product Management,ICS - Info & Commun Scienc,ICS 684
"Internet, TCP/IP, and Internetworking",ICS - Info & Commun Scienc,ICS 691
Advanced Network Configuration,ICS - Info & Commun Scienc,ICS 692
Advanced Data Analytics,ICS - Info & Commun Scienc,ICS 693
Independent Study,ICS - Info & Commun Scienc,ICS 695
Information and Communication Research and Applications,ICS - Info & Commun Scienc,ICS 696
Problems in Information Systems,ICS - Info & Commun Scienc,ICS 698
Problems in Information and Communication Management,ICS - Info & Commun Scienc,ICS 699
Research Methods in Interior Design,IDES - Interior Design,IDES 601
Professional Design Practices,IDES - Interior Design,IDES 604
Visual Culture in the Built Environment,IDES - Interior Design,IDES 606
Evidence Based Design in Healthcare Settings,IDES - Interior Design,IDES 610
"Legal, Ethical, and Safety Issues in the Healthcare Industry",IDES - Interior Design,IDES 612
Design Analysis,IDES - Interior Design,IDES 613
Healthy Environments for Patient Populations,IDES - Interior Design,IDES 614
Understanding & Practicing Research in Healthcare Design,IDES - Interior Design,IDES 616
Environmental Psychology in Interior Design,IDES - Interior Design,IDES 619
Inclusive Design,IDES - Interior Design,IDES 620
Teaching Practicum in Higher Education,ID - Interdepartmental,ID 601
Academic Colloquium,ID - Interdepartmental,ID 605
Immersive Experience for Graduate Students,ID - Interdepartmental,ID 695
Research Colloquium,ID - Interdepartmental,ID 705
Negotiations,ISOM - Info Sys & Opert Mgt,ISOM 600
Introduction to Computer and Network Security,ISOM - Info Sys & Opert Mgt,ISOM 601
Host Hardening,ISOM - Info Sys & Opert Mgt,ISOM 602
Network Designs and Security Concerns,ISOM - Info Sys & Opert Mgt,ISOM 603
Security Technologies,ISOM - Info Sys & Opert Mgt,ISOM 604
Disaster Recovery and Computer Forensics,ISOM - Info Sys & Opert Mgt,ISOM 605
Business Analytics,ISOM - Info Sys & Opert Mgt,ISOM 608
Data Visualization for the Professions,ISOM - Info Sys & Opert Mgt,ISOM 610
Systems Analysis and Design,ISOM - Info Sys & Opert Mgt,ISOM 612
Data Management and Analytics,ISOM - Info Sys & Opert Mgt,ISOM 613
Decision Support Systems,ISOM - Info Sys & Opert Mgt,ISOM 614
Information Resource Management,ISOM - Info Sys & Opert Mgt,ISOM 615
Distributed Information Systems for Business,ISOM - Info Sys & Opert Mgt,ISOM 617
Information Systems Security,ISOM - Info Sys & Opert Mgt,ISOM 618
Information Systems: Strategy and Applications,ISOM - Info Sys & Opert Mgt,ISOM 619
Contemporary Business Information Systems,ISOM - Info Sys & Opert Mgt,ISOM 621
Supply Chain Management,ISOM - Info Sys & Opert Mgt,ISOM 651
Operations Scheduling and Inventory Management,ISOM - Info Sys & Opert Mgt,ISOM 653
Project Management,ISOM - Info Sys & Opert Mgt,ISOM 654
Quality Management,ISOM - Info Sys & Opert Mgt,ISOM 655
Advanced Topics in Information Systems and Operations Management,ISOM - Info Sys & Opert Mgt,ISOM 695
Independent Study in Information Systems and Operations Management,ISOM - Info Sys & Opert Mgt,ISOM 697
Seminar in Information Systems and Operations Management,ISOM - Info Sys & Opert Mgt,ISOM 698
Internship in Information Systems and Operations Management,ISOM - Info Sys & Opert Mgt,ISOM 699
Readings,JAPA - Japanese,JAPA 598
Japanese-English Translation for High School Japanese,JAPA - Japanese,JAPA 652
Career Readiness and Freelance,JOUR - Journalism,JOUR 519
Journalism Seminar,JOUR - Journalism,JOUR 595
Studies in Journalism and Communication Theory,JOUR - Journalism,JOUR 601
Introduction to Visual Reporting,JOUR - Journalism,JOUR 603
Digital Media Bootcamp,JOUR - Journalism,JOUR 611
Seminar in Literary Journalism,JOUR - Journalism,JOUR 613
Writing Literary Journalism,JOUR - Journalism,JOUR 614
Data Journalism,JOUR - Journalism,JOUR 615
Visual Storytelling,JOUR - Journalism,JOUR 623
Journalistic Judgments and Sociology of News,JOUR - Journalism,JOUR 625
Emerging Technologies,JOUR - Journalism,JOUR 643
Media Audiences and Content Strategy,JOUR - Journalism,JOUR 650
Social Media Analytics and Engagement,JOUR - Journalism,JOUR 651
Media Analytics Measurement and Data Management,JOUR - Journalism,JOUR 652
Data Visualization,JOUR - Journalism,JOUR 653
Content Strategy and Media Analytics Consulting,JOUR - Journalism,JOUR 654
Social and Cross-Media Storytelling,JOUR - Journalism,JOUR 655
Media Management and Entrepreneurship,JOUR - Journalism,JOUR 656
Advertising Foundations and Strategies,JOUR - Journalism,JOUR 657
Producing and Advising Yearbooks,JOUR - Journalism,JOUR 670
Producing and Advising School Newspapers,JOUR - Journalism,JOUR 671
Teaching Journalism in the Secondary Schools,JOUR - Journalism,JOUR 673
Seminar in Teaching College Journalism,JOUR - Journalism,JOUR 674
Journalism Teaching Internship,JOUR - Journalism,JOUR 675
Beginning Photojournalism for Advisors,JOUR - Journalism,JOUR 676
Journalistic Writing for School Publications,JOUR - Journalism,JOUR 677
Scholastic Publication Design for Advisors,JOUR - Journalism,JOUR 678
Advanced Photojournalism for Publication Advisors,JOUR - Journalism,JOUR 679
Applied Research in Journalism,JOUR - Journalism,JOUR 681
Literary Journalism Capstone,JOUR - Journalism,JOUR 698
Research Applications (Non-Thesis),KINE - Kinesiology,KINE 601
Kinesiology Special Topics,KINE - Kinesiology,KINE 620
Independent Study,KINE - Kinesiology,KINE 699
Introduction to Landscape Architecture,LA - Landscape Architect,LA 503
Landscape Architectural Engineering 4,LA - Landscape Architect,LA 514
Regional Landscape Architectural History,LA - Landscape Architect,LA 520
Historic Landscape Preservation,LA - Landscape Architect,LA 525
Philosophy of Landscape Architecture,LA - Landscape Architect,LA 530
Rural Landscape,LA - Landscape Architect,LA 531
Park and Recreation Planning and Design,LA - Landscape Architect,LA 538
La Hist Anc to Mid 19th Cent,LA - Landscape Architect,LA 545
LA Hist Mid 19th to Rec Past,LA - Landscape Architect,LA 546
Housing and Community Design,LA - Landscape Architect,LA 547
Planting Design,LA - Landscape Architect,LA 555
Environmental Systems and Structures,LA - Landscape Architect,LA 573
Regional Landscape Design,LA - Landscape Architect,LA 577
Independent Projects,LA - Landscape Architect,LA 590
Special Projects in Landscape Architecture,LA - Landscape Architect,LA 598
Principles of Landscape Architectural Design,LA - Landscape Architect,LA 601
Site Design,LA - Landscape Architect,LA 602
Community and Urban Space Design,LA - Landscape Architect,LA 603
Landscape Architecture Planning and Design,LA - Landscape Architect,LA 604
Comprehensive Landscape Planning and Design,LA - Landscape Architect,LA 605
Creative Project Studio,LA - Landscape Architect,LA 606
Landscape Architectural History,LA - Landscape Architect,LA 622
Topical Seminars,LA - Landscape Architect,LA 631
Planting Design,LA - Landscape Architect,LA 645
Landscape Architecture Methods,LA - Landscape Architect,LA 650
Research Methods in Landscape Architecture,LA - Landscape Architect,LA 651
Creative Project Design Seminar,LA - Landscape Architect,LA 652
Readings in Landscape Architecture,LA - Landscape Architect,LA 653
Design Communications,LA - Landscape Architect,LA 661
Landscape Architecture Internship,LA - Landscape Architect,LA 668
Landscape Architecture Internship,LA - Landscape Architect,LA 669
Independent Projects,LA - Landscape Architect,LA 690
Special Projects in Landscape Architecture,LA - Landscape Architect,LA 698
Readings,LAT - Latin,LAT 598
Master's Candidate,MAST - Masters Candidate,MAST 600
Abstract Algebra 1,MATH - Mathematics,MATH 511
Mathematics of Coding and Communication,MATH - Mathematics,MATH 515
Theory of Numbers,MATH - Mathematics,MATH 516
Theory of Sampling and Surveys,MATH - Mathematics,MATH 522
Regression and Time Series Models,MATH - Mathematics,MATH 528
Analysis of Variance in Experimental Design Models,MATH - Mathematics,MATH 529
Geometry and Topology,MATH - Mathematics,MATH 541
Differential Geometry,MATH - Mathematics,MATH 545
Predictive Analytics with R,MATH - Mathematics,MATH 550
Introduction to Operations Research,MATH - Mathematics,MATH 556
Short-Term Actuarial Mathematics 1,MATH - Mathematics,MATH 557
Short-Term Actuarial Mathematics 2,MATH - Mathematics,MATH 558
History of Mathematics,MATH - Mathematics,MATH 560
Numerical Analysis 1,MATH - Mathematics,MATH 562
Intermediate Analysis,MATH - Mathematics,MATH 570
Real Analysis 1,MATH - Mathematics,MATH 571
Boundary Value Problems,MATH - Mathematics,MATH 573
Topics in Partial Differential Equations,MATH - Mathematics,MATH 575
Special Studies in Mathematics,MATH - Mathematics,MATH 599
Workshop in Mathematics Education,MATH - Mathematics,MATH 601
Statistical Programming: Base SAS 9,MATH - Mathematics,MATH 610
Abstract Algebra 2,MATH - Mathematics,MATH 612
