"course_code","course_title","department","credits","description"
"SES 759","Grant Writing in Education","Specialized Education Services (SES)","3","As future leaders in the field, doctoral students will be charged with securing funding for programs/research. The purpose of this course is to help students develop grant-writing skills."
"SES 760","Single Subject Research Design","Specialized Education Services (SES)","3","Understanding the rationale, purpose, design, analysis and implementation of single subject research. Implementation within classroom settings will be discussed."
"SES 761","Coaching and Supervision of Teaching and Learning","Specialized Education Services (SES)","3","Provides opportunities for graduate students to develop a knowledge base in coaching and supervising. Topics include coaching models, cycles, supervisory approaches, and methods for giving and receiving feedback."
"SES 763","College Teaching & Adult Learning Theory","Specialized Education Services (SES)","3","This course will prepare doctoral students for teaching at the collegiate level. Topics include: adult learning, course design, professional and ethical issues in teaching, and evidence-based approaches to teaching."
"SES 765","Advanced Qualitative Research for Specialized Education and Related Professionals","Specialized Education Services (SES)","3","The purpose of this course is to provide training in qualitative research methodologies as they are deployed in special education and related professionals. This course will address the unique expectations within qualitative methods for special education and related field audiences (e.g. inter rater on qualitative coding)."
"SES 775","Directed Research","Specialized Education Services (SES)","3","Individual work on dissertation or research problems, including literature analysis, critical review, data analysis, and integration; or completion of a pilot study in preparation for the dissertation."
"SES 790","Independent Doctoral Study","Specialized Education Services (SES)","1-3","Advanced guided readings, research, and individual project work under the direction of a graduate faculty member."
"SES 799","Dissertation","Specialized Education Services (SES)","1-12","Individual direction in the development and execution of the doctoral dissertation."
"SES 802","Dissertation Extension","Specialized Education Services (SES)","1-3","Dissertation Extension."
"SES 803","Research Extension","Specialized Education Services (SES)","1-3",""
"STA 107","Foundations of Elementary Probability and Statistics","Statistics (STA)","1","The focus of this course will be on improving the problem solving and computational skills necessary to succeed in Elementary Introduction to Probability and Statistics."
"STA 108","Elementary Introduction to Probability and Statistics","Statistics (STA)","3","Survey of statistics intended for undergraduates in any discipline. Graphical displays, numerical measures, relationships between variables, elements of good data collection. Basic probability, introduction to inferential techniques including confidence intervals and significance testing. Emphasis on statistical literacy."
"STA 271","Fundamental Concepts of Statistics","Statistics (STA)","3","Survey of basic descriptive and inferential statistics. Graphs and descriptive measures, simple linear regression and correlation, data collection, basic probability and probability models, interval estimation and significance testing, analysis of variance, use of statistical software. An appropriate preparation for more advanced statistics courses in any discipline."
"STA 290","Introduction to Probability and Statistical Inference","Statistics (STA)","3","Introduction to probability models and statistical inference. Descriptive statistics, basic probability laws, discrete and continuous probability models, sampling distributions, central limit theorem, estimation, hypothesis testing, simple regression, and correlation."
"STA 301","Statistical Methods","Statistics (STA)","3","Two-group comparisons, simple and multiple regression, one and two factor ANOVA, categorical data analysis, nonparametric methods."
"STA 352","Statistical Inference","Statistics (STA)","3","Descriptive and inferential statistics. Emphasis on sampling distributions; theory of estimation and tests of hypotheses, linear hypothesis theory, regression, correlation and analysis of variance."
"STA 382","Introduction to Sampling Methods","Statistics (STA)","3","Designing survey instruments; estimation of population mean, total, and proportion using simple random, stratified, systematic, and cluster sampling; other sampling techniques such as pps sampling and randomized response methods."
"STA 422","Introduction to Complex Data Analysis","Statistics (STA)","3","Methods for modeling and understanding complex data. Topics include linear regression models for sparse and high dimensional data sets, nonlinear models, tree-based methods, and clustering methods."
"STA 431","Introduction to Probability","Statistics (STA)","3","Events and probabilities (sample spaces), dependent and independent events, random variables and probability distribution, expectation, moment generating functions, multivariate normal distribution, sampling distributions."
"STA 432","Introduction to Mathematical Statistics","Statistics (STA)","3","Point estimation, hypothesis testing, confidence intervals, correlation and regression, small sample distributions."
"STA 435","Theory of Linear Regression","Statistics (STA)","3","Linear regression, least squares, inference, hypothesis testing, matrix approach to multiple regression. Estimation, Gauss-Markov Theorem, confidence bounds, model testing, analysis of residuals, polynomial regression, indicator variables."
"STA 440","SAS System for Statistical Analysis","Statistics (STA)","1","Creating, importing, and working with SAS data sets. Using SAS procedures for elementary statistical analysis, graphical displays, and report generation."
"STA 442","Statistical Computing","Statistics (STA)","3","Statistical methods requiring significant computing or specialized software. Simulation, randomization, bootstrap, Monte Carlo techniques; numerical optimization. Extensive computer programming involved. This course does not cover the use of statistical software packages."
"STA 445","Nonparametric Statistics","Statistics (STA)","3","Introduction to nonparametric statistical methods for the analysis of qualitative and rank data. Binomial test, sign test, tests based on ranks, nonparametric analysis of variance, nonparametric correlation and measures of association."
"STA 465","Analysis of Survival Data","Statistics (STA)","3","Methods for comparing time-to-event data, including parametric and nonparametric procedures for censored or truncated data, regression model diagnostics, group comparisons, and the use of relevant statistical computing packages."
"STA 470","Introduction to Categorical Data Analysis","Statistics (STA)","3","Methods for analyzing dichotomous, multinomial and ordinal responses. Measures of association; inference for proportions and contingency tables; generalized linear models including logistic regression."
"STA 481","Introduction to Design of Experiments","Statistics (STA)","3","Planning and analysis of experimental and observational studies. Completely randomized, blocked, split-plot, and repeated measures designs. Factorial arrangements and interaction. Power and sample size calculation."
