"code","title","credits","description"
"ISBA 3350.","Sys. Anal. & Des. for Bus. Ana.","",""
"ISBA 3390.","Business Analysis Tools.","",""
"ISBA 4301.","Busi Intel and Decis Modeling.","",""
"ISBA 4310.","Health Care Comp Info Systems.","",""
"ISBA 4320.","Advanced Programming.","",""
"ISBA 4325.","Enterprise Process Mgmt & Cont.","",""
"ISBA 4330.","Expert Sys & Decision Sup Sys.","",""
"ISBA 4365.","Database Management.","",""
"ISBA 4370.","Data Comm. & Network Manag..","",""
"ISBA 4375.","Intro  to Electronic Commerce.","",""
"ISBA 4385.","Info Sec. & Cybers. Analytics.","",""
"ISBA 4396.","Intern. in Info Sys & Busn An..","",""
"ISBA 4398.","Independent Study (CIS).","",""
"ISBA 4399.","Current Top. in Bus Anal. & IS.","",""
"ISE 1333.","Computational Methods.","",""
"ISE 2303.","Materls & Manuftng Processes.","",""
"ISE 2333.","Decision Support Systems.","",""
"ISE 2377.","Electro-Mechanical Systems.","",""
"ISE 3331.","Systems Engineering.","",""
"ISE 3334.","Intro to Work Design.","",""
"ISE 3352.","Design of Experiments.","",""
"ISE 3373.","Engr Probability & Stat Models.","",""
"ISE 3390.","Oper Research I: Deter Models.","",""
"ISE 4175.","Undergrad Research in IE.","",""
"ISE 4266.","Senior Design.","",""
"ISE 4334.","Work Design- Prod. & Safety.","",""
"ISE 4353.","Industrial Systems Simulation.","",""
"ISE 4354.","Data Analytics Applications.","",""
"ISE 4361.","Intl Manufacturing Engineering.","",""
"ISE 4371.","Engineering Problems.","",""
"ISE 4385.","Statist Quality Cntrl/Reliabil.","",""
"ISE 4390.","Oper Research II: Stoch Models.","",""
"ISE 4391.","Prod Plan & Inv Cont Systs.","",""
"ISE 4395.","Special Topics Industrial Engr.","",""
"ISE 4396.","Intl Manufacturing Intern I.","",""
"ISE 4466.","Senior Design.","",""
"CIS 3301.","Intro to Data Process & Prog.","",""
"CIS 3305.","Foundations of Info Sys & BA.","",""
"CIS 3315.","Busi Analytics Applications.","",""
"CIS 3325.","Adv Microcomp Bus Applications.","",""
"CIS 3330.","Analytic Programming Tools.","",""
"CIS 3340.","Org Impact-Information Tech.","",""
"CIS 3342.","Busi Data Analysis & Visuali.","",""
"CIS 3345.","Management Information Systems.","",""
"CIS 3350.","Sys. Anal. & Des. for Bus. Ana.","",""
"CIS 3390.","Business Analysis Tools.","",""
"CIS 4301.","Busi Intel and Decis Modeling.","",""
"CIS 4310.","Health Care Comp Info Systems.","",""
"CIS 4320.","Advanced Programming.","",""
"CIS 4325.","Enterprise Process Mgmt & Cont.","",""
"CIS 4330.","Expert Sys & Decision Sup Sys.","",""
"CIS 4365.","Database Management.","",""
"CIS 4368.","Advanced Database Management.","",""
"CIS 4370.","Data Comm. & Network Manag..","",""
"CIS 4375.","Intro  to Electronic Commerce.","",""
"CIS 4385.","Info Sec. & Cybers. Analytics.","",""
"CIS 4396.","Intern. in Info Sys & Busn An..","",""
"CIS 4398.","Independent Study (CIS).","",""
"CIS 4399.","Current Top. in Bus Anal. & IS.","",""
"OSCM 3321.","Production/Operations Mgmt.","",""
"OSCM 3322.","Adv Production/Operations Mgmt.","",""
"OSCM 3322A.","Adv Prod/Oper Mgmt Lab.","",""
"OSCM 3331.","Service Operations Management.","",""
"OSCM 3332.","ERP and Busn Intell Systems.","",""
"OSCM 3333.","Production Planning & Control.","",""
"OSCM 3333A.","Prod Planning & Control Lab.","",""
"OSCM 3335.","Project Management.","",""
"OSCM 3336.","Inventory Management.","",""
"OSCM 3337.","Logistics Management.","",""
"OSCM 3339.","Quality Planning and Control.","",""
"OSCM 3390.","Internship-Prod/Oper Mgmt.","",""
"OSCM 4315.","Purchasing & Supply Management.","",""
"OSCM 4371.","Trans & Warehousing Sys.","",""
"OSCM 4372.","Global SCM and Intl Logistics.","",""
"OSCM 4373.","Customs Management.","",""
"OSCM 4375.","Oper Mdl for Supply Chain Mgmt.","",""
"OSCM 4398.","Independent Study in POM.","",""
"OSCM 4399.","Current Topics in OSCM.","",""
"QMB 2301.","Business Stats & Analytics I.","",""
"QMB 3301.","Business Stats & Analytics II.","",""
"QMB 3350.","Business Analytics.","",""
"QMB 3356.","Actuarial Quant Methods I.","",""
"QMB 3456.","Actuarial Quant Methods I.","",""
"QMB 4356.","Actuarial Quant Methods II.","",""
"QMB 4456.","Actuarial Quant Methods II.","",""
"KIN 1301.","Physcl Actvty for Hth & Well.","",""
"KIN 1303.","Foundations of Kinesiology.","",""
"KIN 2315.","Intro to Athletic Training.","",""
"KIN 3217.","Fundamental Movement Skills.","",""
"KIN 3219.","Individual Games and Sports.","",""
"KIN 3221.","Team Games and Sports.","",""
"KIN 3223.","Lifetime Physical Activities.","",""
"KIN 3303.","Hist,Socio,Phil of Sport & PA.","",""
"KIN 3313.","Assessment and Evaluation.","",""
"KIN 3315.","Princip of Teaching & Lead PE.","",""
"KIN 3325.","Research Methods in Kin.","",""
"KIN 3327.","Health Risk Appraisal.","",""
"KIN 3331.","Anatomical Kinesiology.","",""
"KIN 3332.","Motor Behavior.","",""
"KIN 3333.","Motor Development.","",""
"KIN 4101.","P.E. for the Classroom Teacher.","",""
"KIN 4190.","Independent Study.","",""
"KIN 4290.","Independent Study.","",""
"KIN 4301.","Personal Training.","",""
"KIN 4310.","Selected Topics in Kinesiology.","",""
"KIN 4312.","Exercise Physiology.","",""
"KIN 4313.","Biomechanics.","",""
"KIN 4314.","Special Pop: Charac/Motor Beh.","",""
"KIN 4315.","Advanced Athletic Training.","",""
"KIN 4317.","Sport Psychology.","",""
"KIN 4319.","Teaching Elem. School Phy. Ed..","",""
"KIN 4320.","Adventure Curricula in PE.","",""
"KIN 4321.","Teaching Sec School Phys Ed.","",""
"KIN 4323.","Current Issues in Exercise Sci.","",""
"KIN 4330.","Exercise Prescription & Prog.","",""
"KIN 4331.","Clinical Exercise Physiology.","",""
"KIN 4334.","Coronary Intervention Programs.","",""
"KIN 4340.","Sci Prin & Prac App of S&C.","",""
"KIN 4345.","Strength & Cond Program Des.","",""
"KIN 4350.","Internship.","",""
"KIN 4351.","Internship - Strength & Cond.","",""
"KIN 4366.","Directed Study.","",""
"KIN 4390.","Independent Study.","",""
"ARAB 1301.","Arabic One.","",""
"ARAB 1302.","Arabic Two.","",""
"ARAB 2301.","Arabic Three.","",""
"ARAB 2302.","Arabic Four.","",""
"ARAB 2401.","Intermediate Arabic I.","",""
"ARAB 2402.","Intermediate Arabic II.","",""
"ESOL 1309.","Writ/Read Engl For Non-Nat Spk.","",""
"ESOL 1310.","Reading Engl as Second Lang.","",""
"ESOL 1311.","Expos Engl Compos-Spkr Esl.","",""
"ESOL 1312.","Res & Crit Writng Spkr Esl.","",""
"ESOL 1406.","Basic Engl Sentence Structure.","",""
"ESOL 1610.","Interm Eng Spkrs Other Lang II.","",""
"FREN 1301.","French One.","",""
"FREN 1302.","French Two.","",""
"FREN 2301.","French Three.","",""
"FREN 2302.","French Four.","",""
"FREN 2322.","Making of the ""Other"" Americas.","",""
"FREN 3300.","Intro to Literary Analysis.","",""
"FREN 3301.","French Literature to 1715.","",""
"FREN 3303.","French Literature Since 1715.","",""
"FREN 3305.","Going Native:Phonetics/Phonolo.","",""
"FREN 3320.","French Civilization.","",""
"FREN 3355.","Assuming the Power of Speech.","",""
"FREN 3357.","Written Expssn:Modalities/Comp.","",""
"FREN 4301.","Foreign Language Instruction.","",""
"FREN 4387.","Poetry, Art of Ages:Lai to Rai.","",""
"FREN 4388.","Pleasure of Text: Genre, Narra.","",""
"FREN 4389.","Acting Out:Spectacle & Stage.","",""
"FREN 4390.","Topics in French.","",""
"GERM 1301.","German One.","",""
"GERM 1302.","German Two.","",""
"GERM 2301.","German Three.","",""
"GERM 2302.","German Four.","",""
"LATN 2303.","Accelerated Latin One.","",""
"LATN 2304.","Accelerated Latin Two.","",""
"LING 2303.","Intensive Language Study.","",""
"LING 2304.","Intensive Language Study.","",""
"LING 2320.","Introduction to Human Language.","",""
"LING 2322.","The Acad. Vocab. of English.","",""
"LING 2325.","Language in Culture & Society.","",""
"LING 2340.","Lang. Inside & Out: Sel Topics.","",""
"LING 3301.","Phonology.","",""
"LING 3302.","Syntax.","",""
"LING 3307.","English Phonetics & Phonology.","",""
"LING 3308.","Second Language Teaching.","",""
"LING 3309.","Structure of Spanish.","",""
"LING 3311.","Spanish Phonetics & Phonology.","",""
"LING 3312.","Pedagogical Issues in Spanish.","",""
"LING 3313.","English Historical Linguistics.","",""
"LING 3314.","Struct Engl for Lang Professnl.","",""
"LING 3315.","History of Spanish Language.","",""
"LING 3316.","Spanish in the U.S..","",""
"LING 3357.","Sociolinguistics &Bilingualism.","",""
"LING 4306.","Child Language Acquisition.","",""
"LING 4316.","Language and Cognition.","",""
"LING 4340.","Morphology and the Mind.","",""
"LING 4348.","Second Language Acquisition.","",""
"LING 4371.","Studies in Linguistics.","",""
"PORT 1301.","Portuguese One.","",""
"PORT 1302.","Portuguese Two.","",""
"PORT 1402.","Beginning Portuguese.","",""
"PORT 2301.","Portuguese Three.","",""
"PORT 2302.","Portuguese Four.","",""
"PORT 2401.","Intermediate Portguese I.","",""
"PORT 2402.","Intermediate Portuguese II.","",""
"PORT 3340.","Cultures of Brazil.","",""
"PORT 3355.","Conversational Portuguese.","",""
"SPAN 1301.","Spanish One.","",""
"SPAN 1302.","Spanish Two.","",""
"SPAN 1601.","Intensive Elementary Spanish.","",""
"SPAN 2301.","Interm Spanish One Non-Nat Spk.","",""
"SPAN 2302.","Interm Spanish Two Non-Nat Spk.","",""
"SPAN 2303.","Spanish For Spanish Spkrs One.","",""
"SPAN 2304.","Spanish for Spanish Spkrs Two.","",""
"SPAN 2340.","Seeing & Naming: Conversations.","",""
"SPAN 2602.","Intensive Intermediate Spanish.","",""
"SPAN 2603.","Intensive Span for Span Speak.","",""
"SPAN 3300.","Crt Analysis of Hisp Lit & Cul.","",""
"SPAN 3301.","Spanish Literature Before 1700.","",""
"SPAN 3302.","Latin Amer Lit to Modernism.","",""
"SPAN 3303.","Spanish Lit Since 1700.","",""
"SPAN 3304.","Span Amer Lit Since Modernism.","",""
"SPAN 3309.","Structure of Spanish.","",""
"SPAN 3311.","Spanish Phonetics & Phonology.","",""
"SPAN 3312.","Pedagogical Issues in Spanish.","",""
"SPAN 3315.","History of Spanish Language.","",""
"SPAN 3316.","Spanish in the U.S..","",""
"SPAN 3320.","Culture & Civilization-Spain.","",""
"SPAN 3325.","Confluence Mex & Chicano Lit.","",""
"SPAN 3326.","Hispanic Graphic Novel.","",""
"SPAN 3330.","Latin American Civilization.","",""
"SPAN 3345.","Spanish/Latin American Film.","",""
"SPAN 3347.","Politics Gender & Sexualities.","",""
"SPAN 3348.","Travel in SPAN-Spkng Contxts.","",""
"SPAN 3357.","Advanced Spanish Composition.","",""
"SPAN 3358.","Spanish for Business.","",""
"SPAN 3360.","Al-Andalus:Cult. Muslim Spain.","",""
"SPAN 3390.","Special Topics in Spanish.","",""
"SPAN 4301.","Methods Foreign Lang Instruc.","",""
"SPAN 4320.","Popular Cult in Latin Am/Spain.","",""
"SPAN 4324.","Literature of Mexico.","",""
"SPAN 4328.","Golden Age Drama.","",""
"SPAN 4335.","19th Century Spanish Literatur.","",""
"SPAN 4339.","The Short Story.","",""
"SPAN 4341.","Modern Drama.","",""
"SPAN 4358.","20th Century Spanish Literat.","",""
"SPAN 4360.","20th 21st Cen Latin Amer Novel.","",""
"SPAN 4361.","Cervantes.","",""
"SPAN 4363.","Latin American Poetry.","",""
"SPAN 4390.","Topics in Spanish.","",""
"TRAN 3359.","Intro. to Trans. & Interpret..","",""
"TRAN 4378.","T&I Industry and Technology.","",""
"TRAN 4380.","Judiciary Transl & Interpretin.","",""
"TRAN 4381.","Translation in Business.","",""
"TRAN 4382.","Media Translation.","",""
"TRAN 4383.","Literary Translation.","",""
"TRAN 4384.","Intro to Interpreting.","",""
"TRAN 4385.","Healthcre Transl & Interpretin.","",""
"TRAN 4387.","Intermediate Interpreting.","",""
"TRAN 4388.","Advanced Interpreting.","",""
"TRAN 4389.","Topics in Trans. & Interpret..","",""
"TRAN 4390.","Senior Project in Tran. & Int..","",""
"LEAD 1300.","Introduction to Leadership.","",""
"LEAD 2300.","Leadership in Action.","",""
"LEAD 3300.","Contemporary Theories of Lead.","",""
"LEAD 4350.","Leadership and Social Change.","",""
"LEAD 4351.","Community Engaged Leadership.","",""
"LEAD 4380.","Special Topics in Leadership.","",""
"MGMT 3303.","Intro-Mgmt/Organizational Beha.","",""
"MGMT 3304.","Organization Development.","",""
"MGMT 3306.","Entrepreneurship.","",""
"MGMT 3310.","Creativity and Innovation.","",""
"MGMT 3311.","Intro to Human Resource Mgmt.","",""
"MGMT 3314.","Human Resource Info Systems.","",""
"MGMT 3315.","Employee and Labor Relations.","",""
"MGMT 3320.","Small Business Management.","",""
"MGMT 4300.","Strategic Management.","",""
"MGMT 4304.","Human Resource Training/Develp.","",""
"MGMT 4306.","Franchising.","",""
"MGMT 4309.","Business Ethics.","",""
"MGMT 4315.","Human Resource Staffing/Plan.","",""
"MGMT 4320.","Corporate Entrepreneurship.","",""
"MGMT 4325.","International Management.","",""
"MGMT 4326.","Strategic Mgmt of AI in Bus..","",""
"MGMT 4327.","Managing Multinational Corp.","",""
"MGMT 4337.","Compensation/Employee Benefits.","",""
"MGMT 4396.","Internship in Management.","",""
"MGMT 4398.","Independent Study in Managemen.","",""
"MGMT 4399.","Current Topics in Management.","",""
"MKT 3300.","Principles of Marketing.","",""
"MKT 3302.","Consumer Behavior.","",""
"MKT 3320.","Advertising & Sales Promotion.","",""
"MKT 3330.","Intro to Marketing Analytics.","",""
"MKT 3340.","New Product Development & Mkt.","",""
"MKT 3341A.","New Product Dev & MKt Lab.","",""
"MKT 3350.","Marketing Metrics.","",""
"MKT 4301.","Marketing Research.","",""
"MKT 4303.","Strategic Mgmt of AI in Bus..","",""
"MKT 4304.","Social Media Marketing.","",""
"MKT 4305.","Selling and Sales Management.","",""
"MKT 4307.","Multi-Cultural Marketing.","",""
"MKT 4310.","Principles of Retailing.","",""
"MKT 4325.","International Marketing.","",""
"MKT 4330.","Advanced Marketing Analytics.","",""
"MKT 4335.","Marketing Projects.","",""
"MKT 4350.","Brand Management.","",""
"MKT 4391.","Services Marketing.","",""
"MKT 4395.","Strategic Marketing Managment.","",""
"MKT 4396.","Marketing Internship.","",""
"MKT 4398.","Independent Study In Marketing.","",""
"MKT 4399.","Current Topics In Marketing.","",""
"MATH 0108.","Pre-Calculus Co-requisite.","",""
"MATH 0311.","Intermediate Algebra.","",""
"MATH 0312.","Intermediate Algebra Co-Req.","",""
"MATH 0313.","College Algebra CoReq.","",""
"MATH 1309.","College Algebra.","",""
"MATH 1310.","Trigonometry and Conics.","",""
"MATH 1312.","Calculus II.","",""
"MATH 1319.","Math in the Modern World.","",""
"MATH 1320.","Math for Social Sciences I.","",""
"MATH 1332.","Contemporary Math (UTPB).","",""
"MATH 1411.","Calculus I.","",""
"MATH 1508.","Precalculus.","",""
"MATH 2300.","Discrete Mathematics.","",""
"MATH 2301.","Math for Social Sciences II.","",""
"MATH 2303.","Number Concepts.","",""
"MATH 2304.","Geometry & Measurement.","",""
"MATH 2313.","Calculus III.","",""
"MATH 2320.","Mathematics of Interest.","",""
"MATH 2325.","Intro. to Higher Mathematics.","",""
"MATH 2326.","Differential Equations.","",""
"MATH 3300.","History of Mathematics.","",""
"MATH 3303.","Fundmtl Numb Thry Adv Stndpt.","",""
"MATH 3304.","Fundamentals/Geometry Standpt.","",""
"MATH 3305.","Proportion and Algebra.","",""
"MATH 3308.","Proportn & Algebrc Reasong I.","",""
"MATH 3309.","Proportn & Algebrc Reasong II.","",""
"MATH 3319.","Elementary Number Theory.","",""
"MATH 3320.","Actuarial Mathematics.","",""
"MATH 3323.","Matrix Algebra.","",""
"MATH 3325.","Principles of Mathematics.","",""
"MATH 3329.","Geometry.","",""
"MATH 3335.","Applied Analysis I.","",""
"MATH 3341.","Introduction to Analysis.","",""
"MATH 4199.","Individ Studies in Mathematic.","",""
"MATH 4302.","Fund Math Concepts Grades 4-8.","",""
"MATH 4303.","Fundamental Math/Adv. Standpt.","",""
"MATH 4325.","Modern Algebra.","",""
"MATH 4326.","Linear Algebra.","",""
"MATH 4329.","Numerical Analysis.","",""
"MATH 4336.","Applied Analysis II.","",""
"MATH 4341.","Real Analysis.","",""
"MATH 4370.","Topics Seminar.","",""
"MATH 4399.","Indiv Studies in Mathematics.","",""
"STAT 1380.","Statistical Literacy.","",""
"STAT 2480.","Elementary Statistical Methods.","",""
"STAT 3320.","Probability and Statistics.","",""
"STAT 3325.","Prob & Applied Statistics.","",""
"STAT 3330.","Probability.","",""
"STAT 4329.","Statistical Programming.","",""
"STAT 4380.","Statistics Inference.","",""
"STAT 4385.","Applied Regression Analysis.","",""
"STAT 4474.","Statistical Machine Learning.","",""
"MECH 1305.","Graphic & Design Fundamentals.","",""
"MECH 1321.","Mechanics I-Statics.","",""
"MECH 2103.","Engineering Computations.","",""
"MECH 2131.","Manufacturing Engineering Lab.","",""
"MECH 2132.","Additive Manufacturing Lab.","",""
"MECH 2133.","Metal Casting Lab.","",""
"MECH 2134.","Intelligent Manufacturing Lab.","",""
"MECH 2311.","Intro to Thermal-fluid Sci.","",""
"MECH 2322.","Mechanics of Materials.","",""
"MECH 2331.","Matl & Manufacturing Processes.","",""
"MECH 2340.","Mechanics II -Dynamics.","",""
"MECH 2342.","Electro Mechanical Systems.","",""
"MECH 2351.","Engineering Analysis I.","",""
"MECH 3103.","Mechatronics Lab.","",""
"MECH 3113.","Thermo-fluid Lab.","",""
"MECH 3123.","Solid Mechanics Lab.","",""
"MECH 3135.","Eng. Drawings & Inspection Lab.","",""
"MECH 3312.","Thermodynamics.","",""
"MECH 3313.","Thermo-Fluids Lab.","",""
"MECH 3314.","Fluid Mechanics.","",""
"MECH 3323.","Solid Mechanics Lab.","",""
"MECH 3334.","Mechanical Design.","",""
"MECH 3345.","System Dynamics.","",""
"MECH 3352.","Engineering Analysis.","",""
"MECH 4144.","Instrumentation Lab.","",""
"MECH 4195.","Senior Prof. Orientation.","",""
"MECH 4196.","Independent Study.","",""
"MECH 4243.","Elect. Instrumentation.","",""
"MECH 4315.","Heat Transfer.","",""
"MECH 4316.","Thermal System Design.","",""
"MECH 4326.","Finite Element Analysis.","",""
"MECH 4327.","Artificial Intel. in Mech. Eng.","",""
"MECH 4328.","Intro to LabVIEW.","",""
"MECH 4330.","Dynamic Systems Simulation.","",""
"MECH 4332.","MECH Comp App Vision Robotics.","",""
"MECH 4334.","Mechanical Systems Control.","",""
"MECH 4336.","Principles of Engr Design.","",""
"MECH 4338.","Capstone Design Projects.","",""
"MECH 4340.","Mechanical Design II.","",""
"MECH 4344.","Elect. Instrumentation.","",""
"MECH 4345.","Comm & Mech Sensor Protocols.","",""
"MECH 4346.","Mechatronics.","",""
"MECH 4366.","Senior Design Project.","",""
"MECH 4369.","Engineering Practice.","",""
"MECH 4370.","Pre-Professional Experiences.","",""
"MECH 4390.","Renewable Energy.","",""
"MECH 4392.","Special Topics in Computation.","",""
"MECH 4393.","Special Topics in Elect-Mech.","",""
"MECH 4394.","Special Topics in Therm Fluid.","",""
"MECH 4395.","Special Topics in Mech. Engr..","",""
"MECH 4396.","Independent Study.","",""
"MME 1205.","Computation/Graph in Mater Sci.","",""
"MME 1405.","Intro to Metal and Matls Eng.","",""
"MME 2303.","Intro to Materials Sci & Engrg.","",""
"MME 2305.","Material & Energy Balance.","",""
"MME 2434.","Mechanics of Materials.","",""
"MME 3195.","Junior Professional Orintati.","",""
"MME 3306.","Rate Processes.","",""
"MME 3308.","Appl Chemical Thermodynamics.","",""
"MME 3309.","Circuits, Elect Mat & Devices.","",""
"MME 3406.","Nanofuctnl Physical Metallurgy.","",""
"MME 3407.","Mechanical Behavior of Matls.","",""
"MME 3413.","Materials Characterization.","",""
"MME 4171.","Engineering Problems.","",""
"MME 4175.","Undergrad Research-Metallurgy.","",""
"MME 4181.","Practice-Oriented Experiences.","",""
"MME 4182.","Practice-Oriented Experiences.","",""
"MME 4183.","Practice-Oriented Experiences.","",""
"MME 4190.","Special Topics in MME Lab.","",""
"MME 4219.","Senior Design Project 1.","",""
"MME 4220.","Senior Design Project 2.","",""
"MME 4271.","Engineering Problems.","",""
"MME 4275.","Undergrad Resrch-Metallurgy.","",""
"MME 4290.","Special Topics in MME.","",""
"MME 4303.","Metals Processing.","",""
"MME 4304.","Printable Materials.","",""
"MME 4309.","Corrosion.","",""
"MME 4310.","Polymer Engineering.","",""
"MME 4312.","Biomaterials Science and Eng.","",""
"MME 4314.","Composite Materials.","",""
"MME 4315.","Metallogrphy and Micro Inter.","",""
"MME 4316.","Failure Analysis.","",""
"MME 4317.","Advanced Failure Analysis.","",""
"MME 4321.","Engineering Alloys.","",""
"MME 4331.","Non-Destructive Examination.","",""
"MME 4332.","Root Cause Analysis.","",""
"MME 4333.","Fracture Mechanics.","",""
"MME 4334.","Biomed Product Performance.","",""
"MME 4335.","Functional Failure Analysis.","",""
"MME 4340.","Mineral Processing.","",""
"MME 4341.","Recycling Processes.","",""
"MME 4342.","Hydrometallurgy.","",""
"MME 4350.","Material Joining Technologies.","",""
"MME 4371.","Engineering Problems.","",""
"MME 4375.","Undergrad Rsrch in Metallurgy.","",""
"MME 4390.","Special Topics in MME.","",""
"MME 4404.","Mat. Synthesis & Manufacturing.","",""
"MS 1104.","Introduction to the Army.","",""
"MS 1105.","Foundations of Leadership.","",""
"MS 2201.","Leadership and Ethics.","",""
"MS 2203.","Army Doctrine & Decision Makng.","",""
"MS 3304.","Training Management.","",""
"MS 3305.","Applied Leadership.","",""
"MS 3313.","U.S. Military History.","",""
"MS 3401.","Summer Field Training.","",""
"MS 4401.","The Army Officer.","",""
"MS 4402.","Company Grade Leadership.","",""
"MUSA 1102.","Athletic Dance Team.","",""
"MUSA 1137.","Special Focus Ensembles.","",""
"MUSA 1143.","Symphonic Band.","",""
"MUSA 1150.","Percussion Ensemble.","",""
"MUSA 1151.","University Chorus.","",""
"MUSA 1162.","Orchestra-Winds and Percussion.","",""
"MUSA 1165.","Chamber Music/Accompanying.","",""
"MUSA 1185.","Individual Instruction.","",""
"MUSA 1190.","Individual Instruction.","",""
"MUSA 1195.","Individual Instruction.","",""
"MUSA 1241.","Marching Band.","",""
"MUSA 1244.","Wind Symphony.","",""
"MUSA 1250.","University Chorale.","",""
"MUSA 1261.","Orchestra-Strings.","",""
"MUSA 1269.","Piano Class A.","",""
"MUSA 1270.","Piano Class B.","",""
"MUSA 1271.","Piano Class I.","",""
"MUSA 1272.","Piano Class II.","",""
"MUSA 1273.","Voice Class.","",""
"MUSA 1274.","Voice Class.","",""
"MUSA 1280.","Beginning Guitar Class.","",""
"MUSA 1285.","Individual Instruction.","",""
"MUSA 1290.","Individual Instruction.","",""
"MUSA 2033.","Instrumental Conducting Lab.","",""
"MUSA 2217.","Improvisation I.","",""
"MUSA 2253.","Opera Workshop.","",""
"MUSA 2255.","Commercial Piano I.","",""
"MUSA 2256.","Commercial Piano II.","",""
"MUSA 2263.","Diction I.","",""
"MUSA 2264.","Diction II.","",""
"MUSA 2267.","Secondary Instruct-Woodwinds I.","",""
"MUSA 2268.","Secondary Instruction-Brass I.","",""
"MUSA 2271.","Piano Class III.","",""
"MUSA 2272.","Piano Class IV.","",""
"MUSA 2275.","Secondary Instruc.-Low Strings.","",""
"MUSA 2276.","Secondary Instr.-High Strings.","",""
"MUSA 2277.","Secondary Instruc-Woodwinds II.","",""
"MUSA 2279.","Secondary Instruct.-Percussion.","",""
"MUSA 2280.","Intermediate Guitar Class.","",""
"MUSA 3255.","Improvisation II.","",""
"MUSA 3256.","Improvisation III.","",""
"MUSA 3295.","Individual Instruction.","",""
"MUSA 3296.","Commercial Vocal Styles.","",""
"MUSA 3331.","Instrumental Conducting I.","",""
"MUSA 3333.","Instrumental Conducting II.","",""
"MUSA 3337.","Choral Conducting I.","",""
"MUSA 3338.","Choral Conducting II.","",""
"MUSA 3391.","Individual Instruction.","",""
"MUSA 4033.","Music Lab.","",""
"MUSA 4292.","Guitar Literature.","",""
"MUSA 4293.","Pedagogy Of Voice.","",""
"MUSA 4294.","Song Literature.","",""
"MUSA 4395.","Piano Repertory.","",""
"MUSE 3336.","Tch Music Elementary Schools.","",""
"MUSE 4234.","Marching Band Techniques.","",""
"MUSE 4297.","Guitar Pedagogy.","",""
"MUSE 4333.","Tch Music Secondary School.","",""
"MUSE 4335.","Selected Problems in Music Ed..","",""
"MUSE 4394.","Piano Pedagogy I.","",""
"MUSE 4395.","Piano Pedagogy II.","",""
"MUSE 4396.","Piano Pedagogy III.","",""
"MUSL 1321.","Intro to Music History (C).","",""
"MUSL 1324.","Music Appreciation.","",""
"MUSL 1326.","The Music of Mexico.","",""
"MUSL 1327.","Jazz to Rock.","",""
"MUSL 2321.","Music, Culture, and Society.","",""
"MUSL 3321.","Classical Music History I.","",""
"MUSL 3322.","Classical Music History II.","",""
"MUSL 3324.","Music in World Cultures.","",""
"MUSL 3325.","Cumbia: Mus, Diff, & Id. in Am.","",""
"MUSL 3326.","Social History of Rock.","",""
"MUSL 3327.","History of Jazz.","",""
"MUSL 3329.","Topics in Music Hist & Culture.","",""
"MUSL 3330.","History of Commercial Music.","",""
"MUSL 3332.","Music and Film.","",""
"MUSL 3333.","Music of the Middle East.","",""
"MUSL 3334.","Intro to Ethnomusicology.","",""
"MUSL 3335.","Regional Mexican Music.","",""
"MUST 1111.","Aural Skills I.","",""
"MUST 1112.","Aural Skills II.","",""
"MUST 1215.","Music Technology I.","",""
"MUST 1311.","Music Fundamentals I.","",""
"MUST 1312.","Music Fundamentals II.","",""
"MUST 1313.","Music Theory I.","",""
"MUST 1314.","Music Theory II.","",""
"MUST 1315.","Intro to Electronic Music.","",""
"MUST 2111.","Aural Skills III.","",""
"MUST 2112.","Aural Skills IV.","",""
"MUST 2219.","Introduction to Composition.","",""
"MUST 2313.","Music Theory III.","",""
"MUST 2314.","Music Theory IV.","",""
"MUST 3211.","16th Century Counterpoint.","",""
"MUST 3212.","18th-Century Counterpoint.","",""
"MUST 3215.","Music Theory V.","",""
"MUST 3216.","Theory Seminar.","",""
"MUST 3218.","Music Theory VI.","",""
"MUST 3261.","Comm Arr/Anal/Comp I.","",""
"MUST 3262.","Comm Arr/Anal/Comp II.","",""
"MUST 3263.","Comm Arr/Anal/Comp III.","",""
"MUST 3315.","Music Technology II.","",""
"MUST 3317.","Applied Audio Production.","",""
"MUST 3318.","Music Technology III.","",""
"MUST 3319.","Advanced Composition.","",""
"MUST 3341.","Intro to Recording Studio.","",""
"MUST 4211.","Twentieth-Century Techniques.","",""
"MUST 4212.","Independent Study.","",""
"MUST 4311.","Capstone Project.","",""
"MUST 4315.","Intro to Music Business.","",""
"NCBE E020.","NCB Integrated Rdg & Writing.","",""
"NCBE E021.","Basic Reading & Writing.","",""
"NCBE E022.","Reading and Writing Workshop.","",""
"NCBM M011.","MDM Intermediate Algebra.","",""
"NCBM M021.","NCB Intermediate Algebra.","",""
"NCBM M031.","Beginning Basic Math.","",""
"NURS 2303.","Intro to Nursing Practice.","",""
"NURS 2307.","Pharmacotherapeutics.","",""
"NURS 2402.","Pathophysiology.","",""
"NURS 2407.","Pharmacology for Nursing.","",""
"NURS 2502.","Pathophysiology.","",""
"NURS 3180.","Selected Topics in Nursing.","",""
"NURS 3205.","Nursing Inform. & Resea. Util..","",""
"NURS 3214.","Evidence Based Research.","",""
"NURS 3300.","Mental Behavioral Health Nurs.","",""
"NURS 3301.","Health Assessment.","",""
"NURS 3314.","Evidence-Based Research.","",""
"NURS 3315.","Independent Study.","",""
"NURS 3318.","Nurs Care of the Aging Client.","",""
