subject,code,title,hours
ME - Mechanical Engineering,ME 4343,Introduction to Computational Fluid Dynamics,(3)
ME - Mechanical Engineering,ME 4344,Composite Materials,(3)
ME - Mechanical Engineering,ME 4345,Heat Transfer,(3)
ME - Mechanical Engineering,ME 4346,Introduction to Aeronautics,(3)
ME - Mechanical Engineering,ME 4347,Analysis and Design of Propulsion Systems,(3)
ME - Mechanical Engineering,ME 4349,Aircraft Structural Analysis,(3)
ME - Mechanical Engineering,ME 4350,Aircraft Flight Dynamics and Control,(3)
ME - Mechanical Engineering,ME 4354,Rocket Propulsion,(3)
ME - Mechanical Engineering,ME 4355,Orbital Mechanics and Space Flight,(3)
ME - Mechanical Engineering,ME 4356,Introduction to Space Flight,(3)
ME - Mechanical Engineering,ME 4357,Cardiovascular Engineering and Instrumentation,(3)
ME - Mechanical Engineering,ME 4360,Renewable Energy Devices,(3)
ME - Mechanical Engineering,ME 4362,Principles of Process Engineering,(3)
ME - Mechanical Engineering,ME 4363,Advanced Concepts of Process Engineering,(3)
ME - Mechanical Engineering,ME 4364,Introduction to Additive Manufacturing,(3)
ME - Mechanical Engineering,ME 4377,Solar Energy,(3)
ME - Mechanical Engineering,ME 4380,Microscopy Techniques for Material Science,(3)
ME - Mechanical Engineering,ME 4381,Advanced Mechanics of Materials,(3)
ME - Mechanical Engineering,ME 4382,Selection of Materials and Manufacturing Processes in Design,(3)
ME - Mechanical Engineering,ME 4384,Engineering with Plastics,(3)
ME - Mechanical Engineering,ME 4385,Failure Analysis and Product Liability,(3)
ME - Mechanical Engineering,ME 4386,Properties and Processing of Electronic Materials,(3)
ME - Mechanical Engineering,ME 4388,Corrosion and Sustainable Metallurgy,(3)
ME - Mechanical Engineering,ME 4390,Engineering Design II,(3)
ME - Mechanical Engineering,ME 4391,Aerospace Design I,(3)
ME - Mechanical Engineering,ME 4392,Aerospace Design II,(3)
ME - Mechanical Engineering,ME 4396,Special Topics in Mechanical Engineering,(3)
ME - Mechanical Engineering,ME 4V97,Special Projects in Mechanical Engineering,(1-6)
ME - Mechanical Engineering,ME 4V9R,Research in Mechanical Engineering,(3)
ME - Mechanical Engineering,ME 5199,Non-Thesis Degree Completion,(1)
ME - Mechanical Engineering,ME 5302,Engineering Analysis,(3)
ME - Mechanical Engineering,ME 5322,Computer-Aided Engineering and Design,(3)
ME - Mechanical Engineering,ME 5323,Introduction to Finite Element Methods,(3)
ME - Mechanical Engineering,ME 5324,Advanced Dynamics,(3)
ME - Mechanical Engineering,ME 5325,Advanced Finite Element Methods,(3)
ME - Mechanical Engineering,ME 5333,Introduction to Combustion,(3)
ME - Mechanical Engineering,ME 5335,Composite Materials,(3)
ME - Mechanical Engineering,ME 5336,Thermal Systems Design,(3)
ME - Mechanical Engineering,ME 5338,Experimental Methods in Heat Transfer and Fluid Flow,(3)
ME - Mechanical Engineering,ME 5339,Tribology,(3)
ME - Mechanical Engineering,ME 5340,Intermediate Fluid Mechanics,(3)
ME - Mechanical Engineering,ME 5340,Intermediate Heat Transfer,(3)
ME - Mechanical Engineering,ME 5342,Inviscid Flows,(3)
ME - Mechanical Engineering,ME 5343,Computational Fluid Dynamics,(3)
ME - Mechanical Engineering,ME 5344,Viscoelasticity,(3)
ME - Mechanical Engineering,ME 5346,Introduction to Aeronautics,(3)
ME - Mechanical Engineering,ME 5346,Introduction to Aeronautics,(3)
ME - Mechanical Engineering,ME 5348,Wind Energy,(3)
ME - Mechanical Engineering,ME 5351,Intermediate Numerical Methods,(3)
ME - Mechanical Engineering,ME 5352,Theory of Elasticity,(3)
ME - Mechanical Engineering,ME 5353,Continuum Mechanics,(3)
ME - Mechanical Engineering,ME 5354,Rocket Propulsion,(3)
ME - Mechanical Engineering,ME 5357,Cardiovascular Engineering and Instrumentation,(3)
ME - Mechanical Engineering,ME 5360,Renewable Energy Devices,(3)
ME - Mechanical Engineering,ME 5362,Principles of Process Engineering,(3)
ME - Mechanical Engineering,ME 5363,Advanced Concepts of Process Engineering,(3)
ME - Mechanical Engineering,ME 5364,Introduction to Additive Manufacturing,(3)
ME - Mechanical Engineering,ME 5366,Metal Additive Manufacturing,(3)
ME - Mechanical Engineering,ME 5380,Microscopy Techniques for Materials Science,(3)
ME - Mechanical Engineering,ME 5381,Advanced Mechanics of Materials,(3)
ME - Mechanical Engineering,ME 5382,Mechanical Behavior of Polymers and Polymeric Composites,(3)
ME - Mechanical Engineering,ME 5383,Deformation and Fracture in Metals,(3)
ME - Mechanical Engineering,ME 5384,Fracture Mechanics,(3)
ME - Mechanical Engineering,ME 5385,Failure Analysis: Theory and Practice,(3)
ME - Mechanical Engineering,ME 5396,Special Topics in Engineering,(3)
ME - Mechanical Engineering,ME 5397,Special Topics in Engineering,(3)
ME - Mechanical Engineering,ME 5V99,Master's Thesis,(1-6)
ME - Mechanical Engineering,ME 6396,Advanced Topics in Engineeering,(3)
MECO - Economics,MECO 5132,Seminar in Macroeconomic Analysis in the Global Economy,(1)
MECO - Economics,MECO 5132,Seminar in Macroeconomic Analysis in the Global Economy,(1)
MECO - Economics,MECO 5132,Seminar in Macroeconomic Analysis in the Global Economy,(1)
MECO - Economics,MECO 5132,Seminar in Macroeconomic Analysis in the Global Economy,(1)
MEM - Emergency Medicine,MEM 6210,"Emergency Airway, Anesthesia, and Pain Management",(2)
MEM - Emergency Medicine,MEM 6210,"Emergency Airway, Anesthesia, and Pain Management",(2)
MEM - Emergency Medicine,MEM 6210,"Emergency Airway, Anesthesia, and Pain Management",(2)
MEM - Emergency Medicine,MEM 6210,"Emergency Airway, Anesthesia, and Pain Management",(2)
MEM - Emergency Medicine,MEM 6212,Toxicology and Oral Maxillary Facial Disorders,(2)
MEM - Emergency Medicine,MEM 6213,"Cardiovascular, Pulmonary, Hematologic, Oncologic, and Psychosocial Diseases and Disorders",(2)
MEM - Emergency Medicine,MEM 6215,"Pediatric Non-Traumatic Musculoskeletal Disorders, Abuse, and Assault",(2)
MEM - Emergency Medicine,MEM 6233,Emergency Department 3,(2)
MEM - Emergency Medicine,MEM 6234,Emergency Department 4,(2)
MEM - Emergency Medicine,MEM 6235,Emergency Department 5,(2)
MEM - Emergency Medicine,MEM 6310,Medical Research Design,(3)
MEM - Emergency Medicine,MEM 6311,Approaches to Medical Data Collection and Analysis,(3)
MEM - Emergency Medicine,MEM 6312,Techniques for Medical Research and Presentation,(3)
MEM - Emergency Medicine,MEM 6322,Concepts of Emergency Medicine 3,(3)
MEM - Emergency Medicine,MEM 6330,Introduction to Emergency Medicine,(3)
MEM - Emergency Medicine,MEM 6331,Clinical Emergency Medicine 1,(3)
MEM - Emergency Medicine,MEM 6332,Clinical Emergency Medicine 2,(3)
MEM - Emergency Medicine,MEM 6333,Clinical Emergency Medicine 3,(3)
MEM - Emergency Medicine,MEM 6334,Clinical Emergency Medicine 4,(3)
MEM - Emergency Medicine,MEM 6335,Clinical Emergency Medicine 5,(3)
MEM - Emergency Medicine,MEM 6336,Emergency Department 6,(3)
MEM - Emergency Medicine,MEM 6337,Emergency Care Elective 1,(3)
MEM - Emergency Medicine,MEM 6338,Emergency Care Elective 2,(3)
MEM - Emergency Medicine,MEM 6346,Clinical Research,(3)
MEM - Emergency Medicine,MEM 6410,Concepts of Emergency Medicine 1,(4)
MEM - Emergency Medicine,MEM 6411,Concepts of Emergency Medicine 2,(4)
MEM - Emergency Medicine,MEM 6439,Pediatrics Emergency Department,(4)
MEM - Emergency Medicine,MEM 6440,Pediatrics Emergency Department and Pediatric Intensive Care Unit,(4)
MEM - Emergency Medicine,MEM 6445,Emergency Ultrasound,(4)
MEM - Emergency Medicine,MEM 6447,Clinical Critical Care 1,(4)
MEM - Emergency Medicine,MEM 6448,Medical Intensive Care Unit (MICU),(4)
MENT - Mentoring,MENT 7V00,Mentoring in Ministry,(1-9)
MES - Middle East Studies,MES 2301,Introduction to the Middle East,(3)
MES - Middle East Studies,MES 2301,Introduction to the Middle East,(3)
MES - Middle East Studies,MES 2301,Introduction to the Middle East,(3)
MES - Middle East Studies,MES 3V00,Biblical Heritage and Contemporary Society in the Holy Land,(1-3)
MFIN - Finance,MFIN 5340,Investments,(3)
MGS - Military General Surgery,MGS 6330,Orientation to General Surgery,(3)
MGT - Management,MGT 3301,Managing People in Organizations,(3)
MGT - Management,MGT 3301,Managing People in Organizations,(3)
MGT - Management,MGT 3301,Managing People in Organizations,(3)
MGT - Management,MGT 3305,Leadership & Organizational Behavior,(3)
MGT - Management,MGT 3313,Management Principles for BASE Program,(3)
MGT - Management,MGT 3320,Distribution Management,(3)
MGT - Management,MGT 3325,Operations Management,(3)
MGT - Management,MGT 3333,Procurement and Materials Management,(3)
MGT - Management,MGT 3335,Doing Business Across Cultures,(3)
MGT - Management,MGT 4305,Principled Leadership,(3)
MGT - Management,MGT 4316,Ministry Management,(3)
MGT - Management,MGT 4320,Negotiating and Conflict Resolution,(3)
MGT - Management,MGT 4321,Campus Leadership Practicum,(3)
MGT - Management,MGT 4330,Project Management,(3)
MGT - Management,MGT 4332,Advanced Project Management,(3)
MGT - Management,MGT 4336,Human Resource Management,(3)
MGT - Management,MGT 4337,Human Resource Staffing and Employee Relations,(3)
MGT - Management,MGT 4338,Compensation Management,(3)
MGT - Management,MGT 4339,Strategic Human Resource Management and Analytics,(3)
MGT - Management,MGT 4340,Technology Entrepreneurship,(3)
MGT - Management,MGT 4345,Global Supply Chain Management,(3)
MGT - Management,MGT 4355,Management Consulting,(3)
MGT - Management,MGT 4377,Global Logistics Experience,(3)
MGT - Management,MGT 4395,Internship in Management,(3)
MGT - Management,MGT 4396,Supply Chain Management Internship,(3)
MGT - Management,MGT 4398,Special Studies in Management,(3)
MGT - Management,MGT 4V99,Special Studies,(1-6)
MGT - Management,MGT 5131,Operations Strategy: Concepts and Fundamentals,(1)
MGT - Management,MGT 5132,Operations Strategy: Structuring the Operating System,(1)
MGT - Management,MGT 5133,Operations Strategy: Managing Operational Focus,(1)
MGT - Management,MGT 5136,Global Human Capital Leadership,(1)
MGT - Management,MGT 5184,Negotiations: Power and Influence,(1)
MGT - Management,MGT 5186,Strategic Planning,(1)
MGT - Management,MGT 5187,Strategy Implementation,(1)
MGT - Management,MGT 5188,Strategic Control,(1)
MGT - Management,MGT 5191,Leading Organizational Change for High Performance,(1)
MGT - Management,MGT 5191,Leading Organizational Change for High Performance,(1)
MGT - Management,MGT 5310,Management of Organizational Behavior,(3)
MGT - Management,MGT 5311,Leading with Integrity,(3)
MGT - Management,MGT 5320,Manufacturing and Service Operations,(3)
MGT - Management,MGT 5325,Leadership in the Global Marketplace,(3)
MGT - Management,MGT 5330,Management Decision Models,(3)
MGT - Management,MGT 5331,Project Management,(3)
MGT - Management,MGT 5332,Advanced Project Management: The Systematic Implementation of Complex Organizational Project,(3)
MGT - Management,MGT 5336,Seminar in Human Resource Management,(3)
MGT - Management,MGT 5337,Management of Employee Relations,(3)
MGT - Management,MGT 5340,Negotiation and Conflict Resolution,(3)
MGT - Management,MGT 5345,Global Supply Chain Strategy,(3)
MGT - Management,MGT 5346,Supply Chain Analytics,(3)
MGT - Management,MGT 5350,Organizational Design and Development,(3)
MGT - Management,MGT 5355,Management Consulting,(3)
MGT - Management,MGT 5402,Negotiation,(4)
MGT - Management,MGT 5406,Global Strategy: Building and Sustaining Competitive Advantage,(4)
MGT - Management,MGT 5410,Managing For Higher Performance,(4)
MGT - Management,MGT 5420,Operations Management,(4)
MGT - Management,MGT 5445,Global Supply Chain Strategy,(4)
MGT - Management,MGT 5485,Strategic Management and Business Policy,(4)
MGT - Management,MGT 5630,Integrative Executive Decision Making,(6)
MGT - Management,MGT 5V98,Special Studies in Management,(1-6)
MH - Medical Humanities,MH 1303,"Freshman Academic Seminar: Medicine, Meaning, and the Patient/Physician Relationship",(3)
MH - Medical Humanities,MH 1303,"Freshman Academic Seminar: Medicine, Meaning, and the Patient/Physician Relationship",(3)
MH - Medical Humanities,MH 1303,"Freshman Academic Seminar: Medicine, Meaning, and the Patient/Physician Relationship",(3)
MH - Medical Humanities,MH 1331,Introduction to Medical Humanities,(3)
MH - Medical Humanities,MH 1V9R,Research,(3)
MH - Medical Humanities,MH 2301,Christian Spirituality and Health Care,(3)
MH - Medical Humanities,MH 2V9R,Research,(3)
MH - Medical Humanities,MH 3300,Visual Arts and Healing,(3)
MH - Medical Humanities,MH 3321,"Spirituality, Aging, and Health Care",(3)
MH - Medical Humanities,MH 3342,"Medicine, Missions, and the Gospel",(3)
MH - Medical Humanities,MH 3V9R,Research,(3)
MH - Medical Humanities,MH 4303,History of Women in Medicine,(3)
MH - Medical Humanities,MH 4305,A Biblical Theology of Suffering for Health Care Practitioners,(3)
MH - Medical Humanities,MH 4319,Writing about Sickness and Health,(3)
MH - Medical Humanities,MH 4351,Supervised Clinical Medicine,(3)
MH - Medical Humanities,MH 4361,"Meaning, Money, and Medicine",(3)
MH - Medical Humanities,MH 4372,End-of-Life Care & Bereavement,(3)
MH - Medical Humanities,MH 4377,Supervised Hospice Care,(3)
MH - Medical Humanities,MH 4382,U.S. Health Care System,(3)
MH - Medical Humanities,MH 4387,Bench to Bedside: Clinical Trials and Translational Science,(3)
MH - Medical Humanities,MH 4391,Disrupting Disparities in Healthcare,(3)
MH - Medical Humanities,MH 4396,Disability and Society,(3)
MILS - Military Science,MILS 1101,Introduction to Leadership I,(1)
MILS - Military Science,MILS 1101,Introduction to Leadership I,(1)
MILS - Military Science,MILS 1101,Introduction to Leadership I,(1)
MILS - Military Science,MILS 1102,Introduction to Leadership II,(1)
MILS - Military Science,MILS 1111,Leadership Lab I,(1)
MILS - Military Science,MILS 1112,Leadership Lab II,(1)
MILS - Military Science,MILS 2111,Basic Leadership Lab I,(1)
MILS - Military Science,MILS 2112,Basic Leadership Lab II,(1)
MILS - Military Science,MILS 2201,Basic Leadership I,(2)
MILS - Military Science,MILS 2202,Basic Leadership II,(2)
MILS - Military Science,MILS 3111,Intermediate Leadership Lab I,(1)
MILS - Military Science,MILS 3112,Intermediate Leadership Lab II,(1)
MILS - Military Science,MILS 3301,Intermediate Leadership I,(3)
MILS - Military Science,MILS 3302,Intermediate Leadership II,(3)
MILS - Military Science,MILS 4112,Advanced Leadership Lab II,(1)
MILS - Military Science,MILS 4301,Advanced Leadership I,(3)
MILS - Military Science,MILS 4302,Advanced Leadership II,(3)
MINB - *International Business,MINB 5450,International Business,(4)
MIS - Management Info Systems,MIS 3301,Introduction to Business Programming Logic,(3)
MIS - Management Info Systems,MIS 3301,Introduction to Business Programming Logic,(3)
MIS - Management Info Systems,MIS 3301,Introduction to Business Programming Logic,(3)
MIS - Management Info Systems,MIS 3305,Management Information Systems,(3)
MIS - Management Info Systems,MIS 3320,Systems Analysis and Design,(3)
MIS - Management Info Systems,MIS 4319,Mobile Application Development,(3)
MIS - Management Info Systems,MIS 4320,Java Development,(3)
MIS - Management Info Systems,MIS 4321,Business Systems Development,(3)
MIS - Management Info Systems,MIS 4322,Advanced Python,(3)
MIS - Management Info Systems,MIS 4330,Project Management,(3)
MIS - Management Info Systems,MIS 4331,Advanced Project Management,(3)
MIS - Management Info Systems,MIS 4340,Foundations of Database System Development,(3)
MIS - Management Info Systems,MIS 4342,Fundamentals of Information Security,(3)
MIS - Management Info Systems,MIS 4344,Business Intelligence,(3)
MIS - Management Info Systems,MIS 4347,Cloud Computing,(3)
MIS - Management Info Systems,MIS 4350,Cybersecurity Technology Factors,(3)
MIS - Management Info Systems,MIS 4355,Data Analysis Using Excel Power Tools,(3)
MIS - Management Info Systems,MIS 4360,Fund of Data Visualization,(3)
MIS - Management Info Systems,MIS 4395,Internship in Information Systems,(3)
MIS - Management Info Systems,MIS 4V98,Special Studies in Information Systems,(1-6)
MIS - Management Info Systems,MIS 4V9R,Undergraduate Research in Management Information Systems,(3)
MIS - Management Info Systems,MIS 5111,MSIS Career and Professional Development,(1)
MIS - Management Info Systems,MIS 5145,Excel Modeling Fundamentals,(1)
MIS - Management Info Systems,MIS 5151,Technical Foundations of Information Systems,(1)
MIS - Management Info Systems,MIS 5152,The Innovative Tech Leader,(1)
MIS - Management Info Systems,MIS 5153,Managing the IT Resource,(1)
MIS - Management Info Systems,MIS 5301,Seminar in Object-Oriented Business Programming,(3)
MIS - Management Info Systems,MIS 5315,NET Systems Development,(3)
MIS - Management Info Systems,MIS 5317,Seminar in Java Development,(3)
MIS - Management Info Systems,MIS 5319,Development of Mobile Applications,(3)
MIS - Management Info Systems,MIS 5331,Project Management,(3)
MIS - Management Info Systems,MIS 5332,Advanced Project Management: The Systematic Implementation of Complex Organizational Project,(3)
MIS - Management Info Systems,MIS 5335,Information Systems Analysis and Design,(3)
MIS - Management Info Systems,MIS 5340,Database Management Systems,(3)
MIS - Management Info Systems,MIS 5341,Advanced Database Management,(3)
MIS - Management Info Systems,MIS 5342,Business Intelligence,(3)
MIS - Management Info Systems,MIS 5343,Seminar in Data Visualization,(3)
MIS - Management Info Systems,MIS 5344,Data Visualization and Analysis using Excel,(3)
MIS - Management Info Systems,MIS 5345,Decision Making Using Excel for Healthcare Students,(3)
MIS - Management Info Systems,MIS 5348,Cloud Computing,(3)
MIS - Management Info Systems,MIS 5355,Management of Information Systems,(3)
MIS - Management Info Systems,MIS 5390,Ethics in Data Analytics,(3)
MIS - Management Info Systems,MIS 5394,Business Analytics Practicum,(3)
MIS - Management Info Systems,MIS 5450,Management of Information Systems,(4)
MIS - Management Info Systems,MIS 5V95,Internship in Information Systems,(1-6)
MIS - Management Info Systems,MIS 5V98,Special Studies in Information Systems,(1-6)
MIS - Management Info Systems,MIS 5V99,Thesis,(1-5)
MIS - Management Info Systems,MIS 6320,Quantitative Methods in Information Systems Research,(3)
MIS - Management Info Systems,MIS 6325,Quantitative Methods: Survey Research Using PLS Analysis,(3)
MIS - Management Info Systems,MIS 6330,Theoretical Perspectives in Information Systems Research,(3)
MIS - Management Info Systems,MIS 6340,Qualitative Methods in Information Systems Research,(3)
MIS - Management Info Systems,MIS 6345,Qualitative Methods: Collecting and Analyzing Case Study Data,(3)
MIS - Management Info Systems,MIS 6350,Conducting Effective Literature reviews: A Doctoral Seminar for pre-Dissertation Students,(3)
MIS - Management Info Systems,MIS 6370,Contemporary Issues in Information Systems Research,(3)
MIS - Management Info Systems,MIS 6372,Seminar in Group Communication and Decision-making,(3)
MIS - Management Info Systems,MIS 6374,Organization Theory and its Application in Information Systems Research,(3)
MIS - Management Info Systems,MIS 6380,Ethics in Contemporary Topics in Information Systems,(3)
MIS - Management Info Systems,MIS 6398,Research Apprenticeship I,(3)
MIS - Management Info Systems,MIS 6399,Research Apprenticeship II,(3)
MIS - Management Info Systems,MIS 6V00,Dissertation Proposal,(1-9)
MKT - Marketing,MKT 3301,Marketing Concepts,(3)
MKT - Marketing,MKT 3301,Marketing Concepts,(3)
MKT - Marketing,MKT 3301,Marketing Concepts,(3)
MKT - Marketing,MKT 3305,Principles of Marketing,(3)
MKT - Marketing,MKT 3310,Professional Selling and Communications,(3)
MKT - Marketing,MKT 3313,Marketing Principles for BASE Program,(3)
MKT - Marketing,MKT 3320,Advertising Procedures,(3)
MKT - Marketing,MKT 3325,Consumer Behavior,(3)
MKT - Marketing,MKT 3330,Marketing Research,(3)
MKT - Marketing,MKT 3333,Sports and Entertainment Marketing Analytics,(3)
MKT - Marketing,MKT 4311,Professional Selling and Communications II,(3)
MKT - Marketing,MKT 4320,Marketing Channels,(3)
MKT - Marketing,MKT 4321,Advertising Campaigns,(3)
MKT - Marketing,MKT 4325,International Marketing,(3)
MKT - Marketing,MKT 4328,Sales Management,(3)
MKT - Marketing,MKT 4330,Marketing Analysis and Decision Making,(3)
MKT - Marketing,MKT 4331,Key & Global Account Management,(3)
MKT - Marketing,MKT 4340,Strategic Brand Management,(3)
MKT - Marketing,MKT 4341,Sports and Entertainment Marketing & Sales,(3)
MKT - Marketing,MKT 4350,Digital Marketing,(3)
MKT - Marketing,MKT 4360,Customer Analytics,(3)
MKT - Marketing,MKT 4360,Marketing Internship,(3)
MKT - Marketing,MKT 4396,Sports and Entertainment Marketing Internship,(3)
MKT - Marketing,MKT 4398,Directed Studies in Marketing,(3)
MKT - Marketing,MKT 4399,Developing Executive Presence,(3)
MKT - Marketing,MKT 4V98,Special Studies in Marketing,(1-4)
MKT - Marketing,MKT 4V9R,Undergraduate Research in Marketing,(3)
MKT - Marketing,MKT 5111,Seminar in Marketing Administration-Planning,(1)
MKT - Marketing,MKT 5112,Seminar in Marketing Administration-Implementing,(1)
MKT - Marketing,MKT 5113,Seminar in Marketing Administration-Adapting,(1)
MKT - Marketing,MKT 5210,Decision Based Marketing,(2)
MKT - Marketing,MKT 5310,Seminar in Marketing Strategy,(3)
MKT - Marketing,MKT 5315,Seminar in Comparative Marketing,(3)
MKT - Marketing,MKT 5325,Seminar in Marketing Research,(3)
MKT - Marketing,MKT 5330,Marketing Communications,(3)
MKT - Marketing,MKT 5335,Business to Business Marketing,(3)
MKT - Marketing,MKT 5340,Strategic Brand Management,(3)
MKT - Marketing,MKT 5341,Theory and Practice in Customer Relationship,(3)
MKT - Marketing,MKT 5345,Seminar in Consumer Behavior,(3)
MKT - Marketing,MKT 5360,Marketing Analytics,(3)
MKT - Marketing,MKT 5380,Crisis Communication Management,(3)
MKT - Marketing,MKT 5398,Directed Studies in Marketing,(3)
MKT - Marketing,MKT 5410,Strategic Marketing Planning,(4)
MKT - Marketing,MKT 5440,Strategic Brand Management,(4)
MKT - Marketing,MKT 5460,Marketing Analytics,(4)
MKT - Marketing,MKT 5460,Marketing Analytics,(4)
MLC - Modern Languages and Cultures,MLC 1101,First-Year Global Community,(1)
MLC - Modern Languages and Cultures,MLC 1101,First-Year Global Community,(1)
MLC - Modern Languages and Cultures,MLC 1101,First-Year Global Community,(1)
MLC - Modern Languages and Cultures,MLC 1V99,Special Studies in a Foreign Language,(1-4)
MLC - Modern Languages and Cultures,MLC 2V99,Special Studies in a Foreign Language,(1-3)
MLC - Modern Languages and Cultures,MLC 3101,Global Community and Cross-Cultural Studies,(1)
MLC - Modern Languages and Cultures,MLC 3300,Perspectives of Literature in Translation,(3)
MMGT - Management,MMGT 5162,Seminar in International Management,(1)
MMGT - Management,MMGT 5162,Seminar in International Management,(1)
MMGT - Management,MMGT 5162,Seminar in International Management,(1)
MMKT - Marketing,MMKT 5171,Seminar in International Marketing,(1)
MMKT - Marketing,MMKT 5171,Seminar in International Marketing,(1)
MMKT - Marketing,MMKT 5171,Seminar in International Marketing,(1)
MNUR - Nursing,MNUR 6136,Clinical Concepts for Nurse Anesthesia II,(1)
MNUR - Nursing,MNUR 6136,Clinical Concepts for Nurse Anesthesia II,(1)
MOT - Military Occupational Therapy,MOT 6101,Independent Study I,(1)
MOT - Military Occupational Therapy,MOT 6101,Independent Study I,(1)
MOT - Military Occupational Therapy,MOT 6101,Independent Study I,(1)
MOT - Military Occupational Therapy,MOT 6102,Independent Study II,(1)
MOT - Military Occupational Therapy,MOT 6103,Independent Study III,(1)
MOT - Military Occupational Therapy,MOT 6104,Independent Study IV,(1)
MOT - Military Occupational Therapy,MOT 6105,Independent Study V,(1)
MOT - Military Occupational Therapy,MOT 6106,Independent Study VI,(1)
MOT - Military Occupational Therapy,MOT 6139,Teaching Apprenticeship I,(1)
MOT - Military Occupational Therapy,MOT 6202,Clinical Concentration II,(2)
MOT - Military Occupational Therapy,MOT 6202,Clinical Concentration II,(2)
MOT - Military Occupational Therapy,MOT 6203,Clinical Concentration III,(2)
MOT - Military Occupational Therapy,MOT 6205,Clinical Concentration V,(2)
MOT - Military Occupational Therapy,MOT 6206,Clinical Concentration VI,(2)
MOT - Military Occupational Therapy,MOT 6222,Differential Diagnosis in Occupational Therapy,(2)
MOT - Military Occupational Therapy,MOT 6227,Clinical Research in Occupational Therapy,(2)
MOT - Military Occupational Therapy,MOT 6301,Special Topics Seminar I,(3)
MOT - Military Occupational Therapy,MOT 6302,Special Topics Seminar II,(3)
MOT - Military Occupational Therapy,MOT 6303,Special Topics Seminar III,(3)
MOT - Military Occupational Therapy,MOT 6303,Special Topics Seminar III,(3)
MOT - Military Occupational Therapy,MOT 6304,Special Topics Seminar IV,(3)
MOT - Military Occupational Therapy,MOT 6312,Critical Research Appraisal,(3)
MOT - Military Occupational Therapy,MOT 6312,Critical Research Appraisal,(3)
MOT - Military Occupational Therapy,MOT 6328,Quantitative Methods II,(3)
MOT - Military Occupational Therapy,MOT 6328,Quantitative Methods II,(3)
MOT - Military Occupational Therapy,MOT 6337,Field Research for Occupational Therapy,(3)
MOT - Military Occupational Therapy,MOT 6337,Field Research for Occupational Therapy,(3)
MOT - Military Occupational Therapy,MOT 6340,Research Application,(3)
MOT - Military Occupational Therapy,MOT 6340,Qualitative Methods,(3)
MOT - Military Occupational Therapy,MOT 6343,Field Research in Occupational Therapy II,(3)
MPN - Masters Program Nutrition,MPN 5106,Scientific Writing,(1)
MPN - Masters Program Nutrition,MPN 5106,Scientific Writing,(1)
MPN - Masters Program Nutrition,MPN 5106,Scientific Writing,(1)
MPN - Masters Program Nutrition,MPN 5110,Leadership I,(1)
MPN - Masters Program Nutrition,MPN 5120,Leadership II,(1)
MPN - Masters Program Nutrition,MPN 5121,Research Project 1,(1)
MPN - Masters Program Nutrition,MPN 5130,Leadership III,(1)
MPN - Masters Program Nutrition,MPN 5210,Research Methods I,(2)
MPN - Masters Program Nutrition,MPN 5216,Exercise Physiology,(2)
MPN - Masters Program Nutrition,MPN 5217,Medical Nutrition Therapy II,(2)
MPN - Masters Program Nutrition,MPN 5220,Research Methods II,(2)
MPN - Masters Program Nutrition,MPN 5225,Public Health II with Lab,(2)
MPN - Masters Program Nutrition,MPN 5231,Research Project II with Lab,(2)
MPN - Masters Program Nutrition,MPN 5235,Organizational Stewardship with Lab,(2)
MPN - Masters Program Nutrition,MPN 5240,Experiential Practice I Lab,(2)
MPN - Masters Program Nutrition,MPN 5241,Research Project III with Lab,(2)
MPN - Masters Program Nutrition,MPN 5245,Military Nutrition Operations with Lab,(2)
MPN - Masters Program Nutrition,MPN 5251,Research Project IV with Lab,(2)
MPN - Masters Program Nutrition,MPN 5303,Research Methods II,(3)
MPN - Masters Program Nutrition,MPN 5307,Nutrition in Stability Operations,(3)
MPN - Masters Program Nutrition,MPN 5309,Advanced Energy Metabolism,(3)
MPN - Masters Program Nutrition,MPN 5311,Leadership and Management Development,(3)
MPN - Masters Program Nutrition,MPN 5314,Nutrition Care Process with Lab,(3)
MPN - Masters Program Nutrition,MPN 5315,Public Health I with Lab,(3)
MPN - Masters Program Nutrition,MPN 5336,Performance Nutrition with Lab,(3)
MPN - Masters Program Nutrition,MPN 5337,Advanced Medical Nutrition Therapy II with Lab,(3)
MPN - Masters Program Nutrition,MPN 5346,Human Performance Optimization with Lab,(3)
MPN - Masters Program Nutrition,MPN 5361,Research Project V with Lab,(3)
MPN - Masters Program Nutrition,MPN 5401,Medical Nutrition Therapy I with Lab,(4)
MPN - Masters Program Nutrition,MPN 5407,Experiential Practice II Lab,(4)
MPN - Masters Program Nutrition,MPN 5504,Advanced Energy Metabolism,"(1,5)"
MPN - Masters Program Nutrition,MPN 5505,Medical Nutrition Therapy,(5)
MSE - MSE,MSE 5101,Materials Science and Engineering Colloquium,(1)
MSE - MSE,MSE 5101,Materials Science and Engineering Colloquium,(1)
MSE - MSE,MSE 5101,Materials Science and Engineering Colloquium,(1)
MSMS - MSMS,MSMS 5100,Seminar: Professional Development for MSMS Graduate Students,(1)
MSMS - MSMS,MSMS 5100,Seminar: Professional Development for MSMS Graduate Students,(1)
MSMS - MSMS,MSMS 5100,Seminar: Professional Development for MSMS Graduate Students,(1)
MSMS - MSMS,MSMS 5201,Introduction to Clinical Research & Evidence-based Decision Making,(2)
