name,subject,code
Information Systems Security,BIS - Business Information Systems,BIS 410
Integration Project,BIS - Business Information Systems,BIS 411
Business Process Analysis and Design,BIS - Business Information Systems,BIS 412
Database Management Systems,BIS - Business Information Systems,BIS 413
Information Systems of Small Business,BIS - Business Information Systems,BIS 414
Information Systems Management,BIS - Business Information Systems,BIS 415
Problems in Information Systems,BIS - Business Information Systems,BIS 419
Knowledge Management,BIS - Business Information Systems,BIS 420
Network and Security Management,BIS - Business Information Systems,BIS 421
Health Care Information Systems,BIS - Business Information Systems,BIS 422
Organizational Information Assurance,BIS - Business Information Systems,BIS 424
ERP Application and Process Integration,BIS - Business Information Systems,BIS 430
Enterprise Resource Planning - 2,BIS - Business Information Systems,BIS 431
E-Commerce Design and Applications,BIS - Business Information Systems,BIS 450
Information Technology and Business Analytics,BIS - Business Information Systems,BIS 456
Information Systems Integration Project,BIS - Business Information Systems,BIS 490
Principles of Business Law,BL - Business Law,BL 260
Uniform Commercial Code Law,BL - Business Law,BL 363
Principles of Estate Planning,BL - Business Law,BL 367
Forestry,BOT - Botany,BOT 380
Taxonomy of Vascular Plants,BOT - Botany,BOT 440
Economic Botany,BOT - Botany,BOT 442
Medical Mycology,BOT - Botany,BOT 446
Dendrology,BOT - Botany,BOT 470
Plant Ecology,BOT - Botany,BOT 480
Aquatic Botany,BOT - Botany,BOT 481
Introduction to Business,BUSA - Business Administrtn,BUSA 101
Experimental/Developmental Topics,BUSA - Business Administrtn,BUSA 299X
Introduction to Sustainability in Business,BUSA - Business Administrtn,BUSA 300
"Career Management: Tools, Processes, and Strategies",BUSA - Business Administrtn,BUSA 302
Internship in Business Administration,BUSA - Business Administrtn,BUSA 369
Canada: Cultural Crossroads,CANS - Canadian Studies,CANS 150
"Environmental Design, Communications, and Planning 1",CAP - Coll Arch & Planning,CAP 101
"Environmental Design, Communications, and Planning 2",CAP - Coll Arch & Planning,CAP 102
Design Communications Media 1,CAP - Coll Arch & Planning,CAP 161
"Introduction to Architecture, Landscape Architecture, and Urban Planning",CAP - Coll Arch & Planning,CAP 198
Design Thinking,CAP - Coll Arch & Planning,CAP 200
Introduction to Computer-Aided Design 1,CAP - Coll Arch & Planning,CAP 381
Introduction to Computer-Aided Design 2,CAP - Coll Arch & Planning,CAP 382
Community-Based Projects,CAP - Coll Arch & Planning,CAP 400
Charrette Graphics,CAP - Coll Arch & Planning,CAP 480
Special Projects in College of Architecture and Planning,CAP - Coll Arch & Planning,CAP 498
Word Origins and Vocabulary Development,CC - Classical Culture,CC 101
Latin and Greek Based Bio-scientific Terminology,CC - Classical Culture,CC 102
Introduction to the Ancient Mediterranean World,CC - Classical Culture,CC 105
Cultural Life of Ancient Greece,CC - Classical Culture,CC 201
Cultural Life of Ancient Rome,CC - Classical Culture,CC 202
The Classical World in Film,CC - Classical Culture,CC 203
Mythologies of the World,CC - Classical Culture,CC 205
"Sport, Competition, and Spectacle in the Ancient World",CC - Classical Culture,CC 206
Classical Literature in English Translation,CC - Classical Culture,CC 301
Women in Antiquity,CC - Classical Culture,CC 302
The Ancient City,CC - Classical Culture,CC 304
Classical Myth and Theory,CC - Classical Culture,CC 305
Murder and Mayhem in Ancient Drama,CC - Classical Culture,CC 306
Classical Cultures in Context,CC - Classical Culture,CC 400
Ancient Epic,CC - Classical Culture,CC 401
Ancient Historiography,CC - Classical Culture,CC 403
Special Topics in Antiquity,CC - Classical Culture,CC 404
Readings,CC - Classical Culture,CC 498
Fundamentals of Sports Content Creation,"CCIM - Coll Comm, Info & Media",CCIM 125
The CCIM Experience,"CCIM - Coll Comm, Info & Media",CCIM 200
Professional Development,"CCIM - Coll Comm, Info & Media",CCIM 210
Introduction to XR,"CCIM - Coll Comm, Info & Media",CCIM 220
"Introduction to Applied Artificial Intelligence in Communication, Information, and Media","CCIM - Coll Comm, Info & Media",CCIM 230
Social Media,"CCIM - Coll Comm, Info & Media",CCIM 280
Experimental / Developmental Topics,"CCIM - Coll Comm, Info & Media",CCIM 299X
CCIM Career Development,"CCIM - Coll Comm, Info & Media",CCIM 300
Topics in Media Analytics,"CCIM - Coll Comm, Info & Media",CCIM 304
User Experience and Interaction Design for XR,"CCIM - Coll Comm, Info & Media",CCIM 320
Career Success and Advancement,"CCIM - Coll Comm, Info & Media",CCIM 400
XR Capstone,"CCIM - Coll Comm, Info & Media",CCIM 420
"Topics in the Fine Arts:  Art, Drama, Music, Dance",CFA - College of Fine Arts,CFA 101
Introduction to the College of Fine Arts,CFA - College of Fine Arts,CFA 111
Creating Your Career: Essential Skills and the Arts,CFA - College of Fine Arts,CFA 222
"Transition to the Profession: Careers In, Around, and Beyond the Arts",CFA - College of Fine Arts,CFA 333
Seminar in Museum Studies,CFA - College of Fine Arts,CFA 498
Beginning Chinese 1,CH - Chinese,CH 101
Beginning Chinese 2,CH - Chinese,CH 102
Intermediate Chinese 1,CH - Chinese,CH 201
Intermediate Chinese 2,CH - Chinese,CH 202
Advanced Chinese 1,CH - Chinese,CH 301
Advanced Chinese 2,CH - Chinese,CH 302
Readings in Chinese,CH - Chinese,CH 303
Composition,CH - Chinese,CH 304
Chinese Cultures and Societies,CH - Chinese,CH 334
Contemporary Chinese Culture,CH - Chinese,CH 335
Chinese Linguistics,CH - Chinese,CH 337
Business Chinese,CH - Chinese,CH 338
Chinese Study Abroad,CH - Chinese,CH 400
Contemporary Masterpieces,CH - Chinese,CH 401
Classical Masterpieces,CH - Chinese,CH 402
Advanced Reading and Writing,CH - Chinese,CH 403
Seminar in Language,CH - Chinese,CH 404
Seminar in Translation,CH - Chinese,CH 405
Readings,CH - Chinese,CH 498
People and Chemistry,CHEM - Chemistry,CHEM 100
"General, Organic, and Biochemistry for the Health Sciences",CHEM - Chemistry,CHEM 101
"General, Organic, and Biochemistry for Experienced Health Professionals",CHEM - Chemistry,CHEM 102
Introduction to Chemistry,CHEM - Chemistry,CHEM 108
General Chemistry 1,CHEM - Chemistry,CHEM 111
General Chemistry 2,CHEM - Chemistry,CHEM 112
Society and Chemistry,CHEM - Chemistry,CHEM 200
Chemical Analysis,CHEM - Chemistry,CHEM 225
Organic Chemistry for the Life Sciences,CHEM - Chemistry,CHEM 230
Organic Chemistry for Molecular-Based Sciences: Part 1,CHEM - Chemistry,CHEM 231
Organic Chemistry for Molecular-Based Sciences: Part 2,CHEM - Chemistry,CHEM 232
Organic Chemistry 1,CHEM - Chemistry,CHEM 234
Organic Chemistry 2,CHEM - Chemistry,CHEM 235
Organic Chemistry Laboratory 1: Fundamental Techniques,CHEM - Chemistry,CHEM 241
Organic Chemistry Laboratory 2: Synthesis and Characterization,CHEM - Chemistry,CHEM 242
Experimental/Developmental Topics,CHEM - Chemistry,CHEM 299X
Instrumental Methods of Analysis,CHEM - Chemistry,CHEM 325
Essentials of Biochemistry,CHEM - Chemistry,CHEM 360
Introductory Biochemistry Laboratory,CHEM - Chemistry,CHEM 361
Professional Experience,CHEM - Chemistry,CHEM 369
Specialized Topics in Chemistry,CHEM - Chemistry,CHEM 375
Chemical Technology Practicum,CHEM - Chemistry,CHEM 389
Chemical Communications,CHEM - Chemistry,CHEM 400
Review of Chemistry Fundamentals,CHEM - Chemistry,CHEM 410
Chemical Instrumentation 1,CHEM - Chemistry,CHEM 420
Chemical Instrumentation 2,CHEM - Chemistry,CHEM 421
Intermediate Organic Laboratory Techniques,CHEM - Chemistry,CHEM 430
Selected Principles of Physical Chemistry,CHEM - Chemistry,CHEM 440
Physical Chemistry 1,CHEM - Chemistry,CHEM 444
Physical Chemistry 2,CHEM - Chemistry,CHEM 445
Inorganic Chemistry,CHEM - Chemistry,CHEM 450
Inorganic Chemistry and Organometallic Synthesis Laboratory,CHEM - Chemistry,CHEM 454
Principles of Biochemistry 1,CHEM - Chemistry,CHEM 463
Principles of Biochemistry 2,CHEM - Chemistry,CHEM 464
Biochemistry Laboratory Techniques,CHEM - Chemistry,CHEM 465
Independent Study and Research,CHEM - Chemistry,CHEM 470
Exploration of Selected Topics in Chemistry,CHEM - Chemistry,CHEM 475
Introduction to Criminal Justice,CJC - Crim Justice & Crim,CJC 101
Introduction to Criminology,CJC - Crim Justice & Crim,CJC 102
"Race, Gender, and Justice",CJC - Crim Justice & Crim,CJC 211
Research Methods in Criminal Justice,CJC - Crim Justice & Crim,CJC 220
Statistical Analysis in Criminal Justice and Criminology,CJC - Crim Justice & Crim,CJC 221
Decision-Making and Ethics in Criminal Justice,CJC - Crim Justice & Crim,CJC 229
Introduction to Policing,CJC - Crim Justice & Crim,CJC 230
Introduction to Corrections,CJC - Crim Justice & Crim,CJC 240
Introduction to Criminal Courts/Judiciary,CJC - Crim Justice & Crim,CJC 250
Criminal Law,CJC - Crim Justice & Crim,CJC 251
Juvenile Justice and Delinquency,CJC - Crim Justice & Crim,CJC 309
Victimology,CJC - Crim Justice & Crim,CJC 332
Policing in Free and Diverse Society,CJC - Crim Justice & Crim,CJC 333
Institutional Corrections,CJC - Crim Justice & Crim,CJC 340
Community Corrections,CJC - Crim Justice & Crim,CJC 341
Criminal Evidence and Procedure,CJC - Crim Justice & Crim,CJC 350
Criminal Investigation,CJC - Crim Justice & Crim,CJC 365
Paid Professional Experience in Criminal Justice and Criminology,CJC - Crim Justice & Crim,CJC 369
Honors Colloquium in Criminal Justice,CJC - Crim Justice & Crim,CJC 390
Advanced Criminology,CJC - Crim Justice & Crim,CJC 396
Constitutional Issues in Criminal Justice,CJC - Crim Justice & Crim,CJC 397
Human Services in Criminal Justice,CJC - Crim Justice & Crim,CJC 398
Special Populations in Criminal Justice,CJC - Crim Justice & Crim,CJC 399
Violent Behavior and Offenders,CJC - Crim Justice & Crim,CJC 405
Alcohol and Drugs,CJC - Crim Justice & Crim,CJC 406
Current Topics in Criminal Justice and Criminology,CJC - Crim Justice & Crim,CJC 410
Professional Experience in Criminal Justice and Criminology,CJC - Crim Justice & Crim,CJC 479
Independent Study in Criminal Justice,CJC - Crim Justice & Crim,CJC 490
Capstone in Criminal Justice,CJC - Crim Justice & Crim,CJC 495
Introduction to Construction,CM - Construction Management,CM 104
CAD for Construction Management,CM - Construction Management,CM 106
Construction Documents,CM - Construction Management,CM 180
Site Preparation,CM - Construction Management,CM 200
Building Information Modeling (BIM) for Construction Management,CM - Construction Management,CM 206
LEED LAB,CM - Construction Management,CM 214
Introduction to Sustainable Construction,CM - Construction Management,CM 215
Technical Presentation for Construction Managers,CM - Construction Management,CM 222
Renovation of Residential Structures,CM - Construction Management,CM 230
Construction Methods and Materials 1,CM - Construction Management,CM 250
Construction Methods and Materials 2,CM - Construction Management,CM 251
Building Diagnostics,CM - Construction Management,CM 252
Construction Technology,CM - Construction Management,CM 260
Mechanical Construction Management,CM - Construction Management,CM 261
Electrical Construction Management,CM - Construction Management,CM 262
Construction Specifications for Construction Management,CM - Construction Management,CM 280
Special Topics in Construction Management,CM - Construction Management,CM 299X
Structural Mechanics,CM - Construction Management,CM 300
Highway Construction 1,CM - Construction Management,CM 302
Highway Construction 2,CM - Construction Management,CM 303
Ethics in Construction,CM - Construction Management,CM 310
Sustainable Construction,CM - Construction Management,CM 315
Estimating,CM - Construction Management,CM 320
Mechanical and Electrical Systems,CM - Construction Management,CM 350
Planning and Scheduling,CM - Construction Management,CM 355
Project Field Management,CM - Construction Management,CM 360
Construction Safety,CM - Construction Management,CM 365
Internship in Construction Management,CM - Construction Management,CM 380
Internship in Construction Management 2,CM - Construction Management,CM 381
Training and Development in Construction,CM - Construction Management,CM 390
Construction Project Management,CM - Construction Management,CM 400
Construction Finance and Law,CM - Construction Management,CM 420
Capstone in Construction,CM - Construction Management,CM 460
Independent Study in Construction Management,CM - Construction Management,CM 490
Introduction to Health Consumerism,COH - College of Health,COH 100
Experimental/Developmental Topics,COH - College of Health,COH 299X
Intergroup Dialogue,COMM - Communication Stds,COMM 100
Public Speaking,COMM - Communication Stds,COMM 210
Argumentation and Debate,COMM - Communication Stds,COMM 220
Introduction to Interpersonal Communication,COMM - Communication Stds,COMM 240
Business and Professional Communication,COMM - Communication Stds,COMM 251
Intercultural Communication,COMM - Communication Stds,COMM 290
Experimental/Developmental Topics,COMM - Communication Stds,COMM 299X
Communicating Democracy,COMM - Communication Stds,COMM 310
Communication and Technology,COMM - Communication Stds,COMM 315
Persuasion,COMM - Communication Stds,COMM 320
Communication and Popular Culture,COMM - Communication Stds,COMM 322
Topics in Communication Studies,COMM - Communication Stds,COMM 333
Communicating Health and Wellness,COMM - Communication Stds,COMM 335
Leadership and Group Communication,COMM - Communication Stds,COMM 340
Work-Life Communication,COMM - Communication Stds,COMM 345
Organizational Communication,COMM - Communication Stds,COMM 351
Communication and Sport,COMM - Communication Stds,COMM 355
Communication Theory,COMM - Communication Stds,COMM 360
Advanced Presentation Design and Delivery,COMM - Communication Stds,COMM 375
Practicum in Communication Studies,COMM - Communication Stds,COMM 380
Communicating the Pitch,COMM - Communication Stds,COMM 381
Virtual Presentations,COMM - Communication Stds,COMM 382
Executive Presentation Coaching,COMM - Communication Stds,COMM 383
Movements of Marginalized Voices,COMM - Communication Stds,COMM 385
Political Communication,COMM - Communication Stds,COMM 404
Rhetorical Theory and Criticism,COMM - Communication Stds,COMM 412
Speechwriting,COMM - Communication Stds,COMM 425
Relational Communication,COMM - Communication Stds,COMM 440
Advanced Organizational Communication,COMM - Communication Stds,COMM 441
Communication and Conflict Management,COMM - Communication Stds,COMM 442
Rhetoric and Advocacy,COMM - Communication Stds,COMM 450
Applied Organizational Communication,COMM - Communication Stds,COMM 452
Communication Research Methods,COMM - Communication Stds,COMM 465
Coaching and Directing Secondary School Forensics,COMM - Communication Stds,COMM 475
Unpaid Professional Experience,COMM - Communication Stds,COMM 479
Paid Professional Experience,COMM - Communication Stds,COMM 489
Directed Study in Communication Studies,COMM - Communication Stds,COMM 496
Fundamentals of Counseling,CPSY - Counseling Psych,CPSY 200
Substance and Behavioral Addictions,CPSY - Counseling Psych,CPSY 320
Career Counseling,CPSY - Counseling Psych,CPSY 330
Positive Psychology,CPSY - Counseling Psych,CPSY 340
Diversity in Counseling,CPSY - Counseling Psych,CPSY 351
Counseling in the School Setting,CPSY - Counseling Psych,CPSY 355
Behavior Modification in Schools,CPSY - Counseling Psych,CPSY 356
Interrelational Aspects of Sexuality,CPSY - Counseling Psych,CPSY 360
"Introduction to Disability, Chronic Health Conditions , and Rehabilitation",CPSY - Counseling Psych,CPSY 370
Techniques of Psychological Interventions,CPSY - Counseling Psych,CPSY 420
Issues in Counseling,CPSY - Counseling Psych,CPSY 490
Introduction to Computer Science and Web Programming,CS - Computer Science,CS 110
Computer Science 1: Programming Fundamentals,CS - Computer Science,CS 120
Computer Science 2: Data Structures and Objects,CS - Computer Science,CS 121
Discrete Structures,CS - Computer Science,CS 124
Introduction to Teaching Computer Science in Secondary Schools,CS - Computer Science,CS 150
