name,subject,code
Independent Study in Information and Communication Sciences,CT - Computer Technology,CT 499
Civic Studies,CVIC - Civic Studies,CVIC 200
Introduction to Data Analytics,DANA - Data Analytics,DANA 100
Topics in Computational Data Analytics,DANA - Data Analytics,DANA 301
Topics in Environmental Systems Analytics,DANA - Data Analytics,DANA 302
Topics in Social and Behavioral Data Analytics,DANA - Data Analytics,DANA 303
Spatial Data Analysis,DANA - Data Analytics,DANA 310
Data Visualization,DANA - Data Analytics,DANA 320
Research Experience in Data Analytics,DANA - Data Analytics,DANA 492
Introduction to Dance History,DANC - Dance,DANC 100
Worlds of Dance,DANC - Dance,DANC 104
Ballet 1,DANC - Dance,DANC 110
Contemporary Dance Forms 1,DANC - Dance,DANC 120
Jazz 1,DANC - Dance,DANC 130
Tap 1,DANC - Dance,DANC 132
Dance Science,DANC - Dance,DANC 200
Ballet 2,DANC - Dance,DANC 210
Contemporary Dance Forms 2,DANC - Dance,DANC 220
Jazz 2,DANC - Dance,DANC 230
Tap 2,DANC - Dance,DANC 232
Acting for Dancers,DANC - Dance,DANC 233
West African Forms 1,DANC - Dance,DANC 240
Hip-hop Dance Forms 1,DANC - Dance,DANC 241
West African Forms 2,DANC - Dance,DANC 243
Hip Hop Dance Forms 2,DANC - Dance,DANC 244
Musical Theatre Dance 1,DANC - Dance,DANC 280
Musical Theatre Dance 2,DANC - Dance,DANC 281
Improvisation,DANC - Dance,DANC 287
Student-Directed Dance Performance,DANC - Dance,DANC 289
Experimental/Developmental Topics,DANC - Dance,DANC 299X
Dance History 1,DANC - Dance,DANC 301
Dance History 2,DANC - Dance,DANC 302
Ballet 3,DANC - Dance,DANC 310
Technique Studio,DANC - Dance,DANC 315
Contemporary Dance Forms 3,DANC - Dance,DANC 320
Jazz 3,DANC - Dance,DANC 330
Tap 3,DANC - Dance,DANC 332
West African Forms 3,DANC - Dance,DANC 342
Hip Hop Forms 3,DANC - Dance,DANC 343
Dance Production,DANC - Dance,DANC 380
Choreography 1,DANC - Dance,DANC 387
Studio Dance Performance,DANC - Dance,DANC 389
Advanced Topics in Dance Studies,DANC - Dance,DANC 401
Ballet 4,DANC - Dance,DANC 410
Modern 4,DANC - Dance,DANC 420
Jazz 4,DANC - Dance,DANC 430
Jazz 5,DANC - Dance,DANC 431
Choreography 2,DANC - Dance,DANC 487
Dance Pedagogy,DANC - Dance,DANC 488
Mainstage Dance Performance,DANC - Dance,DANC 489
Creative Project,DANC - Dance,DANC 490
Senior Thesis,DANC - Dance,DANC 496
Advanced Dance Pedagogy,DANC - Dance,DANC 498
The Art of Storytelling,DOTD - Department of Theatre and Dance,DOTD 103
First Year Practicum in Theatre and Dance,DOTD - Department of Theatre and Dance,DOTD 180
Building Worlds Through Design and Collaboration,DOTD - Department of Theatre and Dance,DOTD 201
"Art, Communities, and Social Consciousness",DOTD - Department of Theatre and Dance,DOTD 301
Directed Study in Theatre and Dance,DOTD - Department of Theatre and Dance,DOTD 496
Internship in Theatre or Dance,DOTD - Department of Theatre and Dance,DOTD 499
Introduction to Economics,ECON - Economics,ECON 116
Elementary Microeconomics,ECON - Economics,ECON 201
Elementary Macroeconomics,ECON - Economics,ECON 202
Business Statistics,ECON - Economics,ECON 221
Economics and Statistics in the Media,ECON - Economics,ECON 247
Economic and Political Problems of Emerging Nations,ECON - Economics,ECON 279
Experimental/Developmental Topics,ECON - Economics,ECON 299X
Intermediate Microeconomics,ECON - Economics,ECON 301
Intermediate Macroeconomics,ECON - Economics,ECON 302
American Economic History/Development from Origins to the Civil War,ECON - Economics,ECON 309
American Economic History/Development from the Civil War to the Present,ECON - Economics,ECON 310
Environmental Economics,ECON - Economics,ECON 311
Advanced Business Statistics,ECON - Economics,ECON 321
Sports Economics,ECON - Economics,ECON 330
Labor Economics,ECON - Economics,ECON 331
Labor Relations and Law,ECON - Economics,ECON 332
The Economics of Government Budgets,ECON - Economics,ECON 345
Economic Analysis of Legal Issues,ECON - Economics,ECON 346
Economics Projects,ECON - Economics,ECON 347
Health Economics,ECON - Economics,ECON 348
International Economics,ECON - Economics,ECON 351
Internship in Economics,ECON - Economics,ECON 369
Industrial Organization,ECON - Economics,ECON 370
Economics Games of Strategy,ECON - Economics,ECON 371
Economic Growth,ECON - Economics,ECON 380
Economics for Teachers: Content Issues and Pedagogy,ECON - Economics,ECON 381
Honors Colloquium in Economics,ECON - Economics,ECON 390
History of Economic Doctrines,ECON - Economics,ECON 416
Mathematical Economics,ECON - Economics,ECON 421
Introduction to Econometrics,ECON - Economics,ECON 424
The Theory of Monetary Policy,ECON - Economics,ECON 441
Comparative Economic Systems,ECON - Economics,ECON 461
Urban Economics,ECON - Economics,ECON 485
Readings and Directed Study in Economics,ECON - Economics,ECON 492
Seminar in Economics,ECON - Economics,ECON 495
"Introduction to Early Childhood, Youth, and Family Studies",ECYF - Early Child Youth Fam,ECYF 100
Child and Family Wellness,ECYF - Early Child Youth Fam,ECYF 202
Promoting Prosocial Behavior in Young Children: Guidance and Cultural Factors,ECYF - Early Child Youth Fam,ECYF 210
Family and Community Relations,ECYF - Early Child Youth Fam,ECYF 231
Family Relations,ECYF - Early Child Youth Fam,ECYF 250
Creative Experiences for Young Children,ECYF - Early Child Youth Fam,ECYF 252
Early Childhood Curriculum and Instruction,ECYF - Early Child Youth Fam,ECYF 260
Infant and Toddler Development and Education,ECYF - Early Child Youth Fam,ECYF 265
Child Development,ECYF - Early Child Youth Fam,ECYF 275
Youth Work,ECYF - Early Child Youth Fam,ECYF 285
Introduction to Child Life,ECYF - Early Child Youth Fam,ECYF 292
Experimental/Developmental Topics,ECYF - Early Child Youth Fam,ECYF 299X
Teaching in the Pre-Kindergarten/Kindergarten Program,ECYF - Early Child Youth Fam,ECYF 301
Infant Toddler Curriculum and Environment,ECYF - Early Child Youth Fam,ECYF 315
Leadership and Management in Child Development Programs,ECYF - Early Child Youth Fam,ECYF 320
Life and Workplace Management,ECYF - Early Child Youth Fam,ECYF 340
Culture and Language in Teaching and Learning,ECYF - Early Child Youth Fam,ECYF 345
Families in Cross-Cultural Perspectives,ECYF - Early Child Youth Fam,ECYF 350
Teaching in the Kindergarten/Primary Program,ECYF - Early Child Youth Fam,ECYF 351
Advanced Community Engagement and the Work of Social Justice,ECYF - Early Child Youth Fam,ECYF 360
Healthy Partner Relationships,ECYF - Early Child Youth Fam,ECYF 375
Parenting,ECYF - Early Child Youth Fam,ECYF 380
Early Childhood Language Arts,ECYF - Early Child Youth Fam,ECYF 381
"Children, Youth, and Families in Clinical Settings",ECYF - Early Child Youth Fam,ECYF 392
"Presentations, Practices and Techniques for Family Life Education",ECYF - Early Child Youth Fam,ECYF 393
Family and Child Studies Practicum,ECYF - Early Child Youth Fam,ECYF 395
Student Teaching: Pre-Kindergarten,ECYF - Early Child Youth Fam,ECYF 400
Student Teaching: Kindergarten/Primary Grades,ECYF - Early Child Youth Fam,ECYF 401
Grant Writing and Research Methods,ECYF - Early Child Youth Fam,ECYF 425
Kindergarten Education,ECYF - Early Child Youth Fam,ECYF 440
"Child, Youth, and Family Program Administration",ECYF - Early Child Youth Fam,ECYF 442
Advanced Child Development in Practice and Play,ECYF - Early Child Youth Fam,ECYF 465
Family Stressors and Crisis,ECYF - Early Child Youth Fam,ECYF 484
Family Policy,ECYF - Early Child Youth Fam,ECYF 485
Practicum in Early Childhood Education,ECYF - Early Child Youth Fam,ECYF 491
Internship in Family and Child,ECYF - Early Child Youth Fam,ECYF 493
"Independent Study in Early Childhood, Youth, and Family Studies",ECYF - Early Child Youth Fam,ECYF 497
Seminar in Lifelong Learning,EDAC - Ed: Adult & Communty,EDAC 101
Experimental and Developmental Topics in Education,EDAC - Ed: Adult & Communty,EDAC 299X
Legal Aspects of Education for Future Teachers,EDAD - Ed: Admin & Super,EDAD 486
Student Teaching: All-Grade,EDAL - Ed: All Grade,EDAL 470
School Curriculum,EDCU - Education: Curriculm,EDCU 231
Education in a Democratic Society,EDEL - Educ:  Elementary,EDEL 100
Reading and Writing in Transdisciplinary Curriculum and Instruction in Elementary Classrooms,EDEL - Educ:  Elementary,EDEL 102
Planning for the Elementary and Early Childhood Classroom,EDEL - Educ:  Elementary,EDEL 200
Early and Elementary Education for Social Justice,EDEL - Educ:  Elementary,EDEL 244
Experimental/Developmental Topics,EDEL - Educ:  Elementary,EDEL 299X
"Management, Organization, and Instruction in the Elementary Education Classroom",EDEL - Educ:  Elementary,EDEL 300
Developing Elementary English Language Arts with Multicultural Literature,EDEL - Educ:  Elementary,EDEL 302
Teaching Writing in the Elementary Grades,EDEL - Educ:  Elementary,EDEL 304
Language Arts Methods,EDEL - Educ:  Elementary,EDEL 311
Teaching in the Elementary Education Classroom,EDEL - Educ:  Elementary,EDEL 350
Trends and Issues in Teaching Elementary English Language Arts,EDEL - Educ:  Elementary,EDEL 411
Student Teaching: Elementary,EDEL - Educ:  Elementary,EDEL 463
Student Teaching: Elementary,EDEL - Educ:  Elementary,EDEL 464
Student Teaching: Elementary,EDEL - Educ:  Elementary,EDEL 465
Practicum in Elementary Education,EDEL - Educ:  Elementary,EDEL 490
Independent Study in Elementary Education,EDEL - Educ:  Elementary,EDEL 491
Issues in Elementary Education,EDEL - Educ:  Elementary,EDEL 492
"Social, Historical, and Philosophical Foundations of Education",EDFO - Educ:  Foundations,EDFO 420
Honors Colloquium in Education,EDGE - Education:  General,EDGE 390
Introduction to Educational Leadership,EDHI - Education:  Higher,EDHI 101
Introduction to Students as Leaders,EDHI - Education:  Higher,EDHI 102
REACH for Student Success,EDHI - Education:  Higher,EDHI 103
Introduction to Housing and Residence Life,EDHI - Education:  Higher,EDHI 200
Advanced Personnel Services in Residence Halls,EDHI - Education:  Higher,EDHI 201
Students as Group Leaders,EDHI - Education:  Higher,EDHI 202
Introduction to Leadership Theories,EDHI - Education:  Higher,EDHI 302
Mentor for Student Success,EDHI - Education:  Higher,EDHI 303
Special Topics in Leadership,EDHI - Education:  Higher,EDHI 401
Global Leadership: Senior Capstone Experience,EDHI - Education:  Higher,EDHI 402
Leadership Study Abroad,EDHI - Education:  Higher,EDHI 403
Independent Study in Junior High/Middle School Education,EDJH - Ed:  Jr Hi Mid Schl,EDJH 299
Principles of Teaching in the Middle School,EDJH - Ed:  Jr Hi Mid Schl,EDJH 385
Instructional Strategies and Approaches in Junior High/Middle School,EDJH - Ed:  Jr Hi Mid Schl,EDJH 412
Classroom Management: Improving Student Behavior in Junior High/Middle School,EDJH - Ed:  Jr Hi Mid Schl,EDJH 434
Student Teaching in the Junior High/Middle School,EDJH - Ed:  Jr Hi Mid Schl,EDJH 460
Elective Student Teaching: Junior High/Middle School,EDJH - Ed:  Jr Hi Mid Schl,EDJH 465
Cross-Role Experiences in Secondary Schools,EDMU - Education: Multi-Med,EDMU 200
Introduction to Multicultural Education,EDMU - Education: Multi-Med,EDMU 205
Advanced Study of Ethnic and Multicultural Group Behavior,EDMU - Education: Multi-Med,EDMU 206
Instructional Strategies in Multicultured Schools,EDMU - Education: Multi-Med,EDMU 301
Self and the Social Construction of Identity,EDMU - Education: Multi-Med,EDMU 302
Representation and Multiculturalism: Theory and Practice,EDMU - Education: Multi-Med,EDMU 370
Topical Seminar in Multicultural Studies: Culture of Masculinities,EDMU - Education: Multi-Med,EDMU 400
Understanding Cultural Diversity in American Education,EDMU - Education: Multi-Med,EDMU 470
Development of Creative Thinking,EDPS - Educ:  Psychology,EDPS 211
Human Growth and Development,EDPS - Educ:  Psychology,EDPS 250
Human Growth and Development for Secondary Education,EDPS - Educ:  Psychology,EDPS 251
Psychology of Early Childhood,EDPS - Educ:  Psychology,EDPS 254
Human Growth and Development for Elementary Education,EDPS - Educ:  Psychology,EDPS 260
Human Development Across the Lifespan,EDPS - Educ:  Psychology,EDPS 270
Experimental/Developmental Topics,EDPS - Educ:  Psychology,EDPS 299X
"Classroom Strategies for Social, Emotional, and Behavioral Interventions",EDPS - Educ:  Psychology,EDPS 306
Artificial Intelligence in Education,EDPS - Educ:  Psychology,EDPS 311
Educational Tests and Measurement,EDPS - Educ:  Psychology,EDPS 345
Child Psychology,EDPS - Educ:  Psychology,EDPS 350
Adolescent Psychology,EDPS - Educ:  Psychology,EDPS 351
Adult Psychology,EDPS - Educ:  Psychology,EDPS 355
"Service Learning with Children, Families, and Adults",EDPS - Educ:  Psychology,EDPS 360
"Immersive Learning with Children, Families, and Adults",EDPS - Educ:  Psychology,EDPS 370
Global Perspectives on Child Development,EDPS - Educ:  Psychology,EDPS 380
Developmental Psychopathology,EDPS - Educ:  Psychology,EDPS 381
Learning & Assessment in Secondary Education,EDPS - Educ:  Psychology,EDPS 390
Learning and Assessment in Early Childhood,EDPS - Educ:  Psychology,EDPS 391
Learning & Assessment in Elementary Education,EDPS - Educ:  Psychology,EDPS 393
Introduction to the Gifted and Talented Student,EDPS - Educ:  Psychology,EDPS 420
Identification and Evaluation of Gifted and Talented Students,EDPS - Educ:  Psychology,EDPS 421
Investigating the Social and Emotional Needs of Gifted Students,EDPS - Educ:  Psychology,EDPS 423
Models and Strategies for Gifted Learners,EDPS - Educ:  Psychology,EDPS 425
Mental Health,EDPS - Educ:  Psychology,EDPS 430
Research Practicum in Educational Psychology,EDPS - Educ:  Psychology,EDPS 490
Practicum in Gifted Education,EDPS - Educ:  Psychology,EDPS 496
Seminar in Educational Psychology,EDPS - Educ:  Psychology,EDPS 498
Independent Study: Educational Psychology,EDPS - Educ:  Psychology,EDPS 499
Literature for Children,EDRD - Education:  Reading,EDRD 204
Reading and Language Arts Instruction in the Elementary Classroom,EDRD - Education:  Reading,EDRD 300
Literature for Young Children,EDRD - Education:  Reading,EDRD 318
Disciplinary Literacy in the Elementary Schools,EDRD - Education:  Reading,EDRD 320
Advanced Reading and Language Arts Instruction in the Elementary Classroom,EDRD - Education:  Reading,EDRD 350
Early Emergent Literacy,EDRD - Education:  Reading,EDRD 390
Teaching and Supporting Literacy Learning in Elementary Classrooms,EDRD - Education:  Reading,EDRD 400
Teaching Reading to Diverse Learners,EDRD - Education:  Reading,EDRD 427
Literacy Assessment and Intervention in Elementary Schools,EDRD - Education:  Reading,EDRD 430
Using Computers in Reading Instruction,EDRD - Education:  Reading,EDRD 445
Reading Strategies,EDRD - Education:  Reading,EDRD 450
Strategies in the Teaching of Reading,EDRD - Education:  Reading,EDRD 490
Seminar in the Teaching of Literacy,EDRD - Education:  Reading,EDRD 498
Basic Concepts of Secondary Education,EDSE - Education:  Secondry,EDSE 150
Field Experience in Secondary Education,EDSE - Education:  Secondry,EDSE 210
Experimental/Developmental Topics,EDSE - Education:  Secondry,EDSE 299X
Reading for Diverse Learners in Secondary Content Classes,EDSE - Education:  Secondry,EDSE 320
Principles of Teaching in the Secondary School,EDSE - Education:  Secondry,EDSE 380
Independent Study in Secondary Education,EDSE - Education:  Secondry,EDSE 399
Classroom Management: Improving Student Behavior in Secondary Schools,EDSE - Education:  Secondry,EDSE 434
Student Teaching: Secondary School,EDSE - Education:  Secondry,EDSE 460
"Elective Student Teaching: Secondary, Junior High/Middle, or All-Grade",EDSE - Education:  Secondry,EDSE 465
Introduction to Education Systems and Policy,EDST - Educational Studies,EDST 100
Instructional Leadership,EDST - Educational Studies,EDST 370
Introduction to Computing and Digital Media for Teachers,EDTE - Education: Technology,EDTE 120
Selection and Management of Technology Resources,EDTE - Education: Technology,EDTE 204
Curricular Integration of Technology,EDTE - Education: Technology,EDTE 250
Multimedia Web Design and Development for Education,EDTE - Education: Technology,EDTE 252
Learning and Teaching with Emerging Technologies,EDTE - Education: Technology,EDTE 255
Studies in Educational Technology,EDTE - Education: Technology,EDTE 260
Visual and Digital Literacies,EDTE - Education: Technology,EDTE 265
Technology Policy and Ethics,EDTE - Education: Technology,EDTE 370
Internship in Educational Technology,EDTE - Education: Technology,EDTE 380
School Information Infrastructures and Technology Leadership,EDTE - Education: Technology,EDTE 385
The Digital World,EMDD - Emerging Media Des Dev,EMDD 101
Design Tools I,EMDD - Emerging Media Des Dev,EMDD 102
Introduction to Media Design,EMDD - Emerging Media Des Dev,EMDD 103
Design Tools II,EMDD - Emerging Media Des Dev,EMDD 104
Design Tools III,EMDD - Emerging Media Des Dev,EMDD 106
Web Design,EMDD - Emerging Media Des Dev,EMDD 201
Introduction to Social Media,EMDD - Emerging Media Des Dev,EMDD 210
Interactivity Design,EMDD - Emerging Media Des Dev,EMDD 211
Introduction to Photographic Storytelling,EMDD - Emerging Media Des Dev,EMDD 212
Digital Video Design,EMDD - Emerging Media Des Dev,EMDD 213
Digital Sound Design,EMDD - Emerging Media Des Dev,EMDD 214
Usability and User Experience Design,EMDD - Emerging Media Des Dev,EMDD 215
Design Thinking,EMDD - Emerging Media Des Dev,EMDD 216
Media Design I,EMDD - Emerging Media Des Dev,EMDD 234
Media Design II,EMDD - Emerging Media Des Dev,EMDD 241
Experimental/Development Topics,EMDD - Emerging Media Des Dev,EMDD 299X
Digital Branding and Creator Economy,EMDD - Emerging Media Des Dev,EMDD 323
Media Design III,EMDD - Emerging Media Des Dev,EMDD 341
Data Analysis and Visualization,EMDD - Emerging Media Des Dev,EMDD 345
Cross-Platform Design,EMDD - Emerging Media Des Dev,EMDD 350
Digital Storytelling,EMDD - Emerging Media Des Dev,EMDD 375
Special Projects in Media Design & Development,EMDD - Emerging Media Des Dev,EMDD 380
Ethical Design,EMDD - Emerging Media Des Dev,EMDD 385
Independent Studies in Emerging Media Design and Development,EMDD - Emerging Media Des Dev,EMDD 490
Senior Capstone,EMDD - Emerging Media Des Dev,EMDD 495
Colloquium,EMDD - Emerging Media Des Dev,EMDD 499
Experimental/Developmental Topics,EMHS - Emer Mgt Hmlnd Sec,EMHS 299X
Hazardous Materials Health and Safety,EMHS - Emer Mgt Hmlnd Sec,EMHS 350
Introduction to Emergency Management and Homeland Security,EMHS - Emer Mgt Hmlnd Sec,EMHS 351
Science of WMDs and Technological Hazards,EMHS - Emer Mgt Hmlnd Sec,EMHS 352
Arson Investigation,EMHS - Emer Mgt Hmlnd Sec,EMHS 353
International Domestic Terrorism,EMHS - Emer Mgt Hmlnd Sec,EMHS 355
WMD Awareness and Response,EMHS - Emer Mgt Hmlnd Sec,EMHS 389
Aviation Security,EMHS - Emer Mgt Hmlnd Sec,EMHS 410
Homeland Intelligence,EMHS - Emer Mgt Hmlnd Sec,EMHS 412
Federal Regulation Interpretation,EMHS - Emer Mgt Hmlnd Sec,EMHS 414
Radiation Safety & Control,EMHS - Emer Mgt Hmlnd Sec,EMHS 416
Risk Analysis for Public Safety,EMHS - Emer Mgt Hmlnd Sec,EMHS 418
Transportation & Border Security,EMHS - Emer Mgt Hmlnd Sec,EMHS 420
Professional Practice,EMHS - Emer Mgt Hmlnd Sec,EMHS 469
Special Topics,EMHS - Emer Mgt Hmlnd Sec,EMHS 493
Writing Level 6,ENEF - English-Forgn Lang,ENEF 161
Grammar Level 6,ENEF - English-Forgn Lang,ENEF 162
Reading Level 6,ENEF - English-Forgn Lang,ENEF 163
Speaking Level 6,ENEF - English-Forgn Lang,ENEF 164
Listening Level 6,ENEF - English-Forgn Lang,ENEF 165
Vocabulary and Literacy Level 6,ENEF - English-Forgn Lang,ENEF 166
"Cultural Experiences Levels 4, 5, and 6",ENEF - English-Forgn Lang,ENEF 180
Experimental/Developmental Topics,ENEF - English-Forgn Lang,ENEF 299X
Foundations of Rhetoric and Writing 1,ENG - English,ENG 101
Foundations of Rhetoric and Writing 2,ENG - English,ENG 102
Rhetoric and Writing,ENG - English,ENG 103
Composing Research,ENG - English,ENG 104
Introduction to Teaching English Language Arts in Secondary Schools,ENG - English,ENG 150
World Literature,ENG - English,ENG 205
Reading Literature,ENG - English,ENG 206
Introduction to Disability Studies,ENG - English,ENG 212
Introduction to Digital Literacies,ENG - English,ENG 213
Introduction to Literature and Gender,ENG - English,ENG 214
Introduction to African-American Literature,ENG - English,ENG 215
Introduction to American Ethnic Literature,ENG - English,ENG 216
Introduction to Queer Literature and Queer Theory,ENG - English,ENG 217
Introduction to Language Learning Theories and Research,ENG - English,ENG 218
Introduction to Linguistic Science,ENG - English,ENG 219
Language and Society,ENG - English,ENG 220
Fundamentals of English Grammar and Usage,ENG - English,ENG 221
Reading and Writing about Literature,ENG - English,ENG 230
Introduction to Professional Writing,ENG - English,ENG 231
American Literature 1: The Beginnings to 1860,ENG - English,ENG 240
American Literature 2: 1860 to the Present,ENG - English,ENG 250
British Literature 1: The Beginnings to 1780,ENG - English,ENG 260
Career Discovery,ENG - English,ENG 269
British Literature 2: 1780 to the Present,ENG - English,ENG 280
Introduction to Creative Writing,ENG - English,ENG 285
Experimental/Developmental Topics,ENG - English,ENG 299X
Global Rhetorics,ENG - English,ENG 303
Black Children's and Young Adult Literature,ENG - English,ENG 305
Creative Nonfiction Writing,ENG - English,ENG 306
Fiction Writing,ENG - English,ENG 307
Poetry Writing,ENG - English,ENG 308
Screenwriting,ENG - English,ENG 310
"Semantics, Morphology, and Syntax",ENG - English,ENG 316
English Linguistics,ENG - English,ENG 321
Language and Cross-Cultural Communication,ENG - English,ENG 322
Discourse Structure and Strategies,ENG - English,ENG 323
Language and Gender,ENG - English,ENG 328
Editing and Style,ENG - English,ENG 329
Linguistic Phonetics and Phonology,ENG - English,ENG 332
Technical Writing,ENG - English,ENG 333
Linguistics for Educators,ENG - English,ENG 334
Writing and Reading Public Discourse,ENG - English,ENG 335
Writing for Community Action,ENG - English,ENG 336
Early American Literature,ENG - English,ENG 345
Nineteenth-Century American Literature,ENG - English,ENG 346
Twentieth-Century American Literature,ENG - English,ENG 347
Teaching Writing in Secondary Schools,ENG - English,ENG 350
Twenty-First-Century American Literature,ENG - English,ENG 351
Medieval British Literature,ENG - English,ENG 362
Renaissance and Seventeenth-Century British Literature,ENG - English,ENG 363
Restoration and Eighteenth-Century British Literature,ENG - English,ENG 364
Nineteenth-Century British Literature,ENG - English,ENG 365
British Literature 1900-1945,ENG - English,ENG 366
Contemporary British Literature,ENG - English,ENG 367
Professional Experience,ENG - English,ENG 369
Topics in Language and Technology,ENG - English,ENG 371
Immersive Learning in English,ENG - English,ENG 375
English Studies Abroad,ENG - English,ENG 388
Practicum in Peer Tutoring in Writing,ENG - English,ENG 389
Honors Colloquium in English,ENG - English,ENG 390
Teaching Literature and Language in Secondary Schools,ENG - English,ENG 395
Special Topics in English,ENG - English,ENG 400
Cultural Studies,ENG - English,ENG 402
Independent Study in English,ENG - English,ENG 404
Special Topics in Creative Writing,ENG - English,ENG 405
Advanced Creative Nonfiction Writing,ENG - English,ENG 406
Advanced Fiction Writing,ENG - English,ENG 407
Advanced Poetry Writing,ENG - English,ENG 408
Creative Writing in the Community,ENG - English,ENG 409
Advanced Screenwriting,ENG - English,ENG 410
Reading in the Secondary English Classroom,ENG - English,ENG 412
Young Adult Literature,ENG - English,ENG 414
History of the Book,ENG - English,ENG 421
Studies: Authors,ENG - English,ENG 422
Studies in Drama,ENG - English,ENG 423
Genre Studies,ENG - English,ENG 424
Film Studies,ENG - English,ENG 425
Topics in Literature and Religion,ENG - English,ENG 426
Document Design and Visual Rhetoric,ENG - English,ENG 430
Writing in Digital Environments,ENG - English,ENG 431
Issues in Rhetoric and Writing,ENG - English,ENG 435
Methods in TESOL,ENG - English,ENG 437
Assessment in TESOL,ENG - English,ENG 438
Senior Seminar,ENG - English,ENG 444
Professionalism and Social Justice in TESOL,ENG - English,ENG 457
Shakespeare,ENG - English,ENG 464
Digital Literature Review: Immersive,ENG - English,ENG 487
Practicum in Literary Editing and Publishing,ENG - English,ENG 489
Literature and Gender,ENG - English,ENG 490
Literature of African-American Traditions,ENG - English,ENG 491
Native American Literature,ENG - English,ENG 492
American Ethnic Literature,ENG - English,ENG 493
Queer Literature/Queer Theory,ENG - English,ENG 494
Disability Studies,ENG - English,ENG 495
Literary and Critical Theory,ENG - English,ENG 496
Studies in Global Literature,ENG - English,ENG 498
Introduction to Engineering,ENGR - Engineering,ENGR 201
Introduction to Mechanical Laboratory,ENGR - Engineering,ENGR 202
Circuit Analysis,ENGR - Engineering,ENGR 203
Engineering Ethics,ENGR - Engineering,ENGR 206
Thermodynamics,ENGR - Engineering,ENGR 207
Systems Engineering,ENGR - Engineering,ENGR 209
Statics,ENGR - Engineering,ENGR 210
Dynamics,ENGR - Engineering,ENGR 211
Computer Architecture,ENGR - Engineering,ENGR 242
Programming Languages and Compilers,ENGR - Engineering,ENGR 243
Data Structures and Algorithms,ENGR - Engineering,ENGR 250
Intro to Computer Vision,ENGR - Engineering,ENGR 301
Signals and Controls,ENGR - Engineering,ENGR 303
Mechanics Lab,ENGR - Engineering,ENGR 310
Kinematics and Robotics,ENGR - Engineering,ENGR 311
Vibrations,ENGR - Engineering,ENGR 316
Materials and Processes,ENGR - Engineering,ENGR 318
Thermodynamic Cycle Analysis,ENGR - Engineering,ENGR 319
Electronics,ENGR - Engineering,ENGR 322
Analog Circuit Design,ENGR - Engineering,ENGR 323
Engineering Electromagnetics,ENGR - Engineering,ENGR 324
Digital Logic,ENGR - Engineering,ENGR 327
Microcontrollers,ENGR - Engineering,ENGR 328
Solid Mechanics,ENGR - Engineering,ENGR 351
Engineering Projects Lab,ENGR - Engineering,ENGR 385
Mechatronics System Design,ENGR - Engineering,ENGR 402
Thermal-Fluids Lab,ENGR - Engineering,ENGR 410
Machine Design,ENGR - Engineering,ENGR 411
Fluid Mechanics,ENGR - Engineering,ENGR 413
Heat and Mass Transfer,ENGR - Engineering,ENGR 416
Power Systems,ENGR - Engineering,ENGR 423
Communications Theory,ENGR - Engineering,ENGR 424
Digital Signal Processing,ENGR - Engineering,ENGR 425
Engineering Senior Design 1,ENGR - Engineering,ENGR 495
Engineering Senior Design 2,ENGR - Engineering,ENGR 496
Writing Level 1,ENIE - Eng:Intense.Eng.Inst,ENIE 111
Grammar Level 1,ENIE - Eng:Intense.Eng.Inst,ENIE 112
Reading Level 1,ENIE - Eng:Intense.Eng.Inst,ENIE 113
Speaking Level 1,ENIE - Eng:Intense.Eng.Inst,ENIE 114
Listening Level 1,ENIE - Eng:Intense.Eng.Inst,ENIE 115
Vocabulary and Literacy Level 1,ENIE - Eng:Intense.Eng.Inst,ENIE 116
Writing Level 2,ENIE - Eng:Intense.Eng.Inst,ENIE 121
Grammar Level 2,ENIE - Eng:Intense.Eng.Inst,ENIE 122
Reading Level 2,ENIE - Eng:Intense.Eng.Inst,ENIE 123
Speaking Level 2,ENIE - Eng:Intense.Eng.Inst,ENIE 124
Listening Level 2,ENIE - Eng:Intense.Eng.Inst,ENIE 125
Vocabulary and Literacy Level 2,ENIE - Eng:Intense.Eng.Inst,ENIE 126
Writing Level 3,ENIE - Eng:Intense.Eng.Inst,ENIE 131
Grammar Level 3,ENIE - Eng:Intense.Eng.Inst,ENIE 132
Reading Level 3,ENIE - Eng:Intense.Eng.Inst,ENIE 133
Speaking Level 3,ENIE - Eng:Intense.Eng.Inst,ENIE 134
Listening Level 3,ENIE - Eng:Intense.Eng.Inst,ENIE 135
Vocabulary and Literacy Level 3,ENIE - Eng:Intense.Eng.Inst,ENIE 136
Writing Level 4,ENIE - Eng:Intense.Eng.Inst,ENIE 141
Grammar Level 4,ENIE - Eng:Intense.Eng.Inst,ENIE 142
Reading Level 4,ENIE - Eng:Intense.Eng.Inst,ENIE 143
Speaking Level 4,ENIE - Eng:Intense.Eng.Inst,ENIE 144
Listening Level 4,ENIE - Eng:Intense.Eng.Inst,ENIE 145
Vocabulary and Literacy Level 4,ENIE - Eng:Intense.Eng.Inst,ENIE 146
Writing Level 5,ENIE - Eng:Intense.Eng.Inst,ENIE 151
Grammar Level 5,ENIE - Eng:Intense.Eng.Inst,ENIE 152
Reading Level 5,ENIE - Eng:Intense.Eng.Inst,ENIE 153
Speaking Level 5,ENIE - Eng:Intense.Eng.Inst,ENIE 154
