"subject","course_code","course_name","description","credits"
"African American Studies","AAS 434","Underground Railroad","College of Arts and Sciences   Crosslisted with ANT 494  , HST 434   Double Numbered with AAS 634  Myth and history of the Underground in the context of African American freedom efforts. Emphasis on events, personalities, and sites in upstate New York. Student field research and exploration of archival and Internet resources. Additional work required of graduate students.","3 credit(s)  Upon sufficient interest"
"African American Studies","AAS 445","The Caribbean: Sex Workers, Transnational Capital, and Tourism","College of Arts and Sciences   Crosslisted with SOC 445  , WGS 445   Double Numbered with AAS 645  A political economy approach to educating students about the human and capital costs of tourism to the Caribbean. The integral relationship between sex work and Caribbean tourism exposes the region’s development that has resulted in its current configuration.","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 465","The Image of Blacks in Art and Film","College of Arts and Sciences   Examining images of African Americans in feature length films, beginning with the invention of the moving image to the present day. Comparisons with artistic images are grounded in gender, socioeconomic, political and cultural contexts.  Shared Competencies Critical and Creative Thinking ; Communication Skills","3 credit(s)  At least 1x fall or spring"
"African American Studies","AAS 470","Experience Credit","College of Arts and Sciences   Supervised internship with a local community agency.  Repeatable","1-6 credit(s)  Every semester"
"African American Studies","AAS 480","International Course","College of Arts and Sciences   Offered through SUAbroad by educational institution outside the United States. Student registers for the course at the foreign institution and is graded according to that institution’s practice. SUAbroad works with the S.U. academic department to assign the appropriate course level, title, and grade for the student’s transcript.  Repeatable","1-12 credit(s)  Irregularly"
"African American Studies","AAS 490","Independent Study","College of Arts and Sciences   In-depth exploration of a problem or problems. Individual independent study upon a plan submitted by the student. Admission by consent of supervising instructor or instructors and the department.  Repeatable","1-6 credit(s)"
"African American Studies","AAS 499","Honors Capstone Project","College of Arts and Sciences   Completion of an Honors Capstone Project under the supervision of a faculty member.  Repeatable","1-3 credit(s)  Upon sufficient interest"
"African American Studies","AAS 500","Selected Topics","College of Arts and Sciences   Interdisciplinary seminar examining various areas of intellectual and research interests related to the American black experience. Integrates knowledge of historical, cultural, sociological, political, and economic issues. Prereq: lower-division course in the social sciences.  Repeatable","1-6 credit(s)  Upon sufficient interest"
"African American Studies","AAS 501","African American Sociological Practice:1900-45","College of Arts and Sciences   Intellectual traditions and histories of African American sociologists between 1900 and 1945. Understanding the nature of their contributions to various strands of American and Pan African social thought. Impacts on public policy.","3 credit(s)  Irregularly"
"African American Studies","AAS 503","Black Paris: Studies in Literature, Culture and Intellectual Life","College of Arts and Sciences   Baldwin, “Bricktop”, Cesaire, Conde, Diop, Himes, and Wright. Jazz, Negritude, and Presence Africaine. Literature, films, concepts, and contemporary issues involving: expatriation, colonialism, racism, and immigration; and places such as the Café Tournon, Belleville, the Louvre, and University of Paris.","3 credit(s)  Even Academic Yr e.g. 2004-5"
