"course_code","course_title","department","credits"
"MUM 2671C","AVID PROTOOLS 201/210M MUSIC PRODUCTION.","MUM: Music-Commercial","3"
"MUM 2672C","AVID PRO TOOLS 130 FOR VIDEO GAME SOUND.","MUM: Music-Commercial","2"
"MUM 2678C","MIXING TECHNIQUES.","MUM: Music-Commercial","1"
"MUM 2683C","AVID PRO TOOLS 201/210P FOR POST PRODUCTION.","MUM: Music-Commercial","3"
"MUM 2690C","AVID PRO TOOLS 201/205D/210D DOLBY ATMOS.","MUM: Music-Commercial","3"
"MUM 2691C","AVID SIBELIUS 101 & 110 MUSIC NOTATION.","MUM: Music-Commercial","3"
"MUM 2720","BUSINESS OF MUSIC.","MUM: Music-Commercial","3"
"MUM 2721","BUSINESS OF MUSIC II: ENTREPRENEURSHIP AND FREELANCING.","MUM: Music-Commercial","3"
"MUM 2790L","MUSIC PRODUCTION - CAPSTONE.","MUM: Music-Commercial","1"
"MUM 2930","SELECTED TOPICS IN MUSIC PRODUCTION.","MUM: Music-Commercial","1-3"
"MUM 2942","INTERNSHIP IN SOUND AND MUSIC TECHNOLOGY.","MUM: Music-Commercial","1-4"
"MUN 1120","SYMPHONIC.","MUN: Music Ensembles","1"
"MUN 1311","VOICES OF VALENCIA.","MUN: Music Ensembles","1"
"MUN 1340","CONTEMPORARY ENSEMBLE.","MUN: Music Ensembles","1"
"MUN 1420","WOODWIND CHOIR.","MUN: Music Ensembles","1"
"MUN 1430","BRASS CHOIR.","MUN: Music Ensembles","1"
"MUN 2002","EARLY MUSIC ENSEMBLE.","MUN: Music Ensembles","1"
"MUN 2004","COMMERCIAL MUSIC ENSEMBLE.","MUN: Music Ensembles","1"
"MUN 2011","PERFORMANCE LAB.","MUN: Music Ensembles","1"
"MUN 2310","VALENCIA SINGERS.","MUN: Music Ensembles","1"
"MUN 2410","STRING ENSEMBLE.","MUN: Music Ensembles","1"
"MUN 2710","JAZZ LAB BAND.","MUN: Music Ensembles","1"
"MUO 2001","OPERA AND MUSIC THEATRE WORKSHOP.","MUO: Opera/Musical Theater","2"
"MUS 2930","SELECTED TOPICS IN MUSUC.","MUS: Music","1-3"
"MUT 1011C","INTRODUCTION TO MUSIC THEORY.","MUT: Music-Theory","4"
"MUT 1111","MUSIC THEORY I.","MUT: Music-Theory","3"
"MUT 1112","MUSIC THEORY II.","MUT: Music-Theory","3"
"MUT 1241C","SIGHT SINGING AND EAR TRAINING I.","MUT: Music-Theory","1"
"MUT 1242C","SIGHT SINGING AND EAR TRAINING II.","MUT: Music-Theory","1"
"MUT 2116","MUSIC THEORY III.","MUT: Music-Theory","3"
"MUT 2117","MUSIC THEORY IV.","MUT: Music-Theory","3"
"MUT 2246C","SIGHT SINGING AND EAR TRAINING III.","MUT: Music-Theory","1"
"MUT 2247C","SIGHT SINGING AND EAR TRAINING IV.","MUT: Music-Theory","1"
"MVB 1011","PRE-FRESHMAN APPLIED MUSIC.","MVB: Applied Music: Brasses","2"
"MVB 1012","PRE-FRESHMAN APPLIED MUSIC.","MVB: Applied Music: Brasses","2"
"MVB 1013","PRE-FRESHMAN APPLIED MUSIC.","MVB: Applied Music: Brasses","2"
"MVB 1014","PRE-FRESHMAN APPLIED MUSIC.","MVB: Applied Music: Brasses","2"
"MVB 1015","PRE-FRESHMAN APPLIED MUSIC.","MVB: Applied Music: Brasses","2"
"MVB 1211","SECONDARY APPLIED MUSIC I AND II.","MVB: Applied Music: Brasses","1"
"MVB 1212","SECONDARY APPLIED MUSIC I AND II.","MVB: Applied Music: Brasses","1"
"MVB 1213","SECONDARY APPLIED MUSIC I AND II.","MVB: Applied Music: Brasses","1"
"MVB 1214","SECONDARY APPLIED MUSIC I AND II.","MVB: Applied Music: Brasses","1"
"MVB 1215","SECONDARY APPLIED MUSIC I AND II.","MVB: Applied Music: Brasses","1"
"MVB 1311","PERFORMANCE I AND II.","MVB: Applied Music: Brasses","2"
"MVB 1312","PERFORMANCE I AND II.","MVB: Applied Music: Brasses","2"
"MVB 1313","PERFORMANCE I AND II.","MVB: Applied Music: Brasses","2"
"MVB 1314","PERFORMANCE I AND II.","MVB: Applied Music: Brasses","2"
"MVB 1315","PERFORMANCE I AND II.","MVB: Applied Music: Brasses","2"
"MVB 2221","SECONDARY APPLIED MUSIC III AND IV.","MVB: Applied Music: Brasses","1"
"MVB 2222","SECONDARY APPLIED MUSIC III AND IV.","MVB: Applied Music: Brasses","1"
"MVB 2223","SECONDARY APPLIED MUSIC III AND IV.","MVB: Applied Music: Brasses","1"
"MVB 2224","SECONDARY APPLIED MUSIC III AND IV.","MVB: Applied Music: Brasses","1"
"MVB 2225","SECONDARY APPLIED MUSIC III AND IV.","MVB: Applied Music: Brasses","1"
"MVB 2321","PERFORMANCE III AND IV.","MVB: Applied Music: Brasses","2"
"MVB 2322","PERFORMANCE III AND IV.","MVB: Applied Music: Brasses","2"
"MVB 2323","PERFORMANCE III AND IV.","MVB: Applied Music: Brasses","2"
"MVB 2324","PERFORMANCE III AND IV.","MVB: Applied Music: Brasses","2"
"MVB 2325","PERFORMANCE III AND IV.","MVB: Applied Music: Brasses","2"
"MVK 1011","PRE-FRESHMAN APPLIED MUSIC.","MVK: Applied Music: Keyboard","2"
"MVK 1111C","PIANO CLASS FOR MUSIC MAJORS 1.","MVK: Applied Music: Keyboard","1"
"MVK 1112C","PIANO CLASS FOR MUSIC MAJORS II.","MVK: Applied Music: Keyboard","1"
"MVK 1121C","PIANO CLASS FOR MUSIC MAJORS III.","MVK: Applied Music: Keyboard","1"
"MVK 1122C","PIANO CLASS FOR MUSIC MAJORS IV.","MVK: Applied Music: Keyboard","1"
"MVK 1211","SECONDARY APPLIED MUSIC I AND II.","MVK: Applied Music: Keyboard","1"
"MVK 1213","SECONDARY APPLIED MUSIC I AND II.","MVK: Applied Music: Keyboard","1"
"MVK 1311","PERFORMANCE I AND II.","MVK: Applied Music: Keyboard","2"
"MVK 1811","PIANO CLASS I AND II.","MVK: Applied Music: Keyboard","1"
"MVK 2221","SECONDARY APPLIED MUSIC III AND IV.","MVK: Applied Music: Keyboard","1"
"MVK 2321","PIANO PERFORMANCE III AND IV.","MVK: Applied Music: Keyboard","2"
"MVP 1011","PRE-FRESHMAN APPLIED MUSIC.","MVP: Applied Music: Percussion","2"
"MVP 1211","SECONDARY APPLIED MUSIC I AND II.","MVP: Applied Music: Percussion","1"
"MVP 1311","PERFORMANCE I AND II.","MVP: Applied Music: Percussion","2"
"MVP 2221","SECONDARY APPLIED MUSIC III AND IV.","MVP: Applied Music: Percussion","1"
"MVP 2321","PERFORMANCE III AND IV.","MVP: Applied Music: Percussion","2"
"MVS 1011","PRE-FRESHMAN APPLIED MUSIC.","MVS: Applied Music - Strings","2"
"MVS 1012","PRE-FRESHMAN APPLIED MUSIC.","MVS: Applied Music - Strings","2"
"MVS 1013","PRE-FRESHMAN APPLIED MUSIC.","MVS: Applied Music - Strings","2"
"MVS 1014","PRE-FRESHMAN APPLIED MUSIC.","MVS: Applied Music - Strings","2"
"MVS 1016","PRE-FRESHMAN APPLIED MUSIC.","MVS: Applied Music - Strings","2"
"MVS 1017","PRE-FRESHMAN APPLIED MUSIC.","MVS: Applied Music - Strings","2"
"MVS 1212","SECONDARY APPLIED MUSIC I AND II.","MVS: Applied Music - Strings","1"
"MVS 1213","SECONDARY APPLIED MUSIC I AND II.","MVS: Applied Music - Strings","1"
"MVS 1214","SECONDARY APPLIED MUSIC I AND II.","MVS: Applied Music - Strings","1"
"MVS 1216","SECONDARY APPLIED MUSIC I AND II.","MVS: Applied Music - Strings","1"
"MVS 1217","SECONDARY APPLIED MUSIC I AND II.","MVS: Applied Music - Strings","1"
"MVS 1311","PERFORMANCE I AND II.","MVS: Applied Music - Strings","2"
"MVS 1312","PERFORMANCE I AND II.","MVS: Applied Music - Strings","2"
"MVS 1313","PERFORMANCE I AND II.","MVS: Applied Music - Strings","2"
"MVS 1314","PERFORMANCE I AND II.","MVS: Applied Music - Strings","2"
"MVS 1316","PERFORMANCE I AND II.","MVS: Applied Music - Strings","2"
"MVS 1317","PERFORMANCE I AND II.","MVS: Applied Music - Strings","2"
"MVS 1816","GUITAR CLASS.","MVS: Applied Music - Strings","1"
"MVS 2221","SECONDARY APPLIED MUSIC III AND IV.","MVS: Applied Music - Strings","1"
"MVS 2222","SECONDARY APPLIED MUSIC III AND IV.","MVS: Applied Music - Strings","1"
"MVS 2223","SECONDARY APPLIED MUSIC III AND IV.","MVS: Applied Music - Strings","1"
"MVS 2224","SECONDARY APPLIED MUSIC III AND IV.","MVS: Applied Music - Strings","1"
"MVS 2226","SECONDARY APPLIED MUSIC III AND IV.","MVS: Applied Music - Strings","1"
"MVS 2227","SECONDARY APPLIED MUSIC III AND IV.","MVS: Applied Music - Strings","1"
"MVS 2321","PERFORMANCE III AND IV.","MVS: Applied Music - Strings","2"
"MVS 2322","PERFORMANCE III AND IV.","MVS: Applied Music - Strings","2"
"MVS 2323","PERFORMANCE III AND IV.","MVS: Applied Music - Strings","2"
"MVS 2324","PERFORMANCE III AND IV.","MVS: Applied Music - Strings","2"
"MVS 2326","PERFORMANCE III AND IV.","MVS: Applied Music - Strings","2"
"MVS 2327","PERFORMANCE III AND IV.","MVS: Applied Music - Strings","2"
"MVV 1011","APL MUSIC-VOICE.","MVV: Applied Music-Voice","2"
"MVV 1111","VOICE CLASS.","MVV: Applied Music-Voice","1"
"MVV 1211","A/M SEC VOICE.","MVV: Applied Music-Voice","1"
"MVV 1311","PRFRM-VOICE.","MVV: Applied Music-Voice","2"
"MVV 2221","A/M SEC VOICE.","MVV: Applied Music-Voice","1"
"MVV 2321","PRFRM-VOICE.","MVV: Applied Music-Voice","2"
"MVW 1011","PRE-FRESHMAN APPLIED MUSIC.","MVW: Applied Music- Woodwinds","2"
"MVW 1012","PRE-FRESHMAN APPLIED MUSIC.","MVW: Applied Music- Woodwinds","2"
"MVW 1013","PRE-FRESHMAN APPLIED MUSIC.","MVW: Applied Music- Woodwinds","2"
"MVW 1014","PRE-FRESHMAN APPLIED MUSIC.","MVW: Applied Music- Woodwinds","2"
"MVW 1015","PRE-FRESHMAN APPLIED MUSIC.","MVW: Applied Music- Woodwinds","2"
"MVW 1211","SECONDARY APPLIED MUSIC I AND II.","MVW: Applied Music- Woodwinds","1"
"MVW 1212","SECONDARY APPLIED MUSIC I AND II.","MVW: Applied Music- Woodwinds","1"
"MVW 1213","SECONDARY APPLIED MUSIC I AND II.","MVW: Applied Music- Woodwinds","1"
"MVW 1214","SECONDARY APPLIED MUSIC I AND II.","MVW: Applied Music- Woodwinds","1"
"MVW 1215","SECONDARY APPLIED MUSIC I AND II.","MVW: Applied Music- Woodwinds","1"
"MVW 1311","PERFORMANCE I AND II.","MVW: Applied Music- Woodwinds","2"
"MVW 1312","PERFORMANCE I AND II.","MVW: Applied Music- Woodwinds","2"
"MVW 1313","PERFORMANCE I AND II.","MVW: Applied Music- Woodwinds","2"
"MVW 1314","PERFORMANCE I AND II.","MVW: Applied Music- Woodwinds","2"
"MVW 1315","PERFORMANCE I AND II.","MVW: Applied Music- Woodwinds","2"
"MVW 2221","SECONDARY APPLIED MUSIC III AND IV.","MVW: Applied Music- Woodwinds","1"
"MVW 2222","SECONDARY APPLIED MUSIC III AND IV.","MVW: Applied Music- Woodwinds","1"
"MVW 2223","SECONDARY APPLIED MUSIC III AND IV.","MVW: Applied Music- Woodwinds","1"
"MVW 2224","SECONDARY APPLIED MUSIC III AND IV.","MVW: Applied Music- Woodwinds","1"
"MVW 2225","SECONDARY APPLIED MUSIC III AND IV.","MVW: Applied Music- Woodwinds","1"
"MVW 2321","PERFORMANCE III AND IV.","MVW: Applied Music- Woodwinds","2"
"MVW 2322","PERFORMANCE III AND IV.","MVW: Applied Music- Woodwinds","2"
"MVW 2323","PERFORMANCE III AND IV.","MVW: Applied Music- Woodwinds","2"
"MVW 2324","PERFORMANCE III AND IV.","MVW: Applied Music- Woodwinds","2"
"MVW 2325","PERFORMANCE III AND IV.","MVW: Applied Music- Woodwinds","2"
"NUR 1020C","INTRODUCTION TO PROFESSIONAL NURSING AND HEALTH CARE CONCEPTS.","NUR: Nursing","6"
"NUR 1061C","HEALTH AND ILLNESS CONCEPTS OF PHYSICAL AND HEALTH ASSESSMENT.","NUR: Nursing","4"
"NUR 1100C","ATN-TRANSITION INTO PROFESSIONAL NURSING CONCEPTS.","NUR: Nursing","4"
"NUR 1141C","HEALTH AND ILLNESS CONCEPTS OF PHARMACOLOGY IN NURSING.","NUR: Nursing","3"
"NUR 1470C","HEALTH AND ILLNESS CONCEPTS OF REPRODUCTIVE HEALTH AND PEDIATRIC NURSING.","NUR: Nursing","5"
"NUR 2000C","ATN CONCEPTS OF PATIENT CARE MANAGEMENT AND LEADERSHIP-PRACTICUM.","NUR: Nursing","6"
"NUR 2217C","ATN CONCEPTS OF ADULT HEALTH II.","NUR: Nursing","5"
"NUR 2221C","HEALTH AND ILLNESS CONCEPTS IN ADULT HEALTH I.","NUR: Nursing","6"
"NUR 2223C","HEALTH AND ILLNESS CONCEPTS OF ADULT HEALTH II.","NUR: Nursing","6"
"NUR 2244C","ADVANCED ADULT HEALTH NURSING.","NUR: Nursing","6"
"NUR 2310C","HEALTH AND ILLNESS CONCEPTS OF PEDIATRIC NURSING.","NUR: Nursing","3"
"NUR 2420C","HEALTH AND ILLNESS CONCEPTS OF REPRODUCTIVE AND SEXUAL HEALTH.","NUR: Nursing","3"
"NUR 2440C","ATN-CONCEPTS OF MATERNAL CHILD HEALTH.","NUR: Nursing","3"
"NUR 2522C","HEALTH AND ILLNESS CONCEPTS OF MENTAL HEALTH.","NUR: Nursing","3"
"NUR 2804C","PROFESSIONAL NURSING AND HEALTH CONCEPTS II.","NUR: Nursing","6"
"NUR 2811C","TRANSITION TO PROFESSIONAL NURSING PRACTICE.","NUR: Nursing","4"
"NUR 2822C","PROFESSIONAL NURSING AND HEALTH CARE CONCEPTS II.","NUR: Nursing","5"
"NUR 2930","SELECTED TOPICS IN NURSING.","NUR: Nursing","1-12"
"NUR 2931C","ATN - HEALTH AND ILLNESS CONCEPTS OF PHYSICAL AND HEALTH ASSESSMENT.","NUR: Nursing","3"
"NUR 2932C","ATN - HEALTH AND ILLNESS CONCEPTS OF MENTAL HEALTH.","NUR: Nursing","3"
"NUR 2933C","ATN CONCEPTS OF ADULT HEALTH I.","NUR: Nursing","8"
"NUR 2942","INTERNSHIP IN NURSING.","NUR: Nursing","1-4"
"NUR 2943","EXPERIENTIAL LEARNING IN NURSING.","NUR: Nursing","12"
"NUR 3069C","ADVANCED HEALTH ASSESSMENT.","NUR: Nursing","3"
"NUR 3125","PATHOPHYSIOLOGY FOR NURSING PRACTICE.","NUR: Nursing","3"
"NUR 3145","PHARMACOLOGY.","NUR: Nursing","3"
"NUR 3169","EVIDENCE AND RESEARCH IN NURSING PRACTICE.","NUR: Nursing","3"
"NUR 3634C","COMMUNITY AND PUBLIC HEALTH NURSING.","NUR: Nursing","4"
"NUR 3667","DIVERSITY AND GLOBAL TRENDS IN NURSING.","NUR: Nursing","3"
"NUR 3678","NURSING CARE OF VULNERABLE POPULATIONS.","NUR: Nursing","3"
"NUR 3825","PROFESSIONS OF ROLE TRANSFORMATION.","NUR: Nursing","3"
"NUR 3870","INFORMATICS IN HEALTHCARE NURSING.","NUR: Nursing","3"
"NUR 4257","CRITICAL CARE NURSING.","NUR: Nursing","3"
"NUR 4286","GERONTOLOGICAL NURSING.","NUR: Nursing","3"
"NUR 4296","EMERGENCY PREPAREDNESS AND DISASTER NURSING.","NUR: Nursing","3"
"NUR 4829","LEADERSHIP AND MANAGEMENT IN NURSING.","NUR: Nursing","3"
"NUR 4837","HEALTHCARE POLICY AND ECONOMICS IN NURSING.","NUR: Nursing","3"
"NUR 4930","SELECTED TOPICS IN BACCALAUREATE NURSING.","NUR: Nursing","1-3"
"NUR 4945C","NURSING CAPSTONE.","NUR: Nursing","2"
"OCB 1000","INTRODUCTION TO MARINE BIOLOGY.","OCB: Biological Oceanography","3"
"OCE 1001","INTRODUCTION TO OCEANOGRAPHY.","OCE: General Oceanography","3"
"OCE 1001H","INTRODUCTION TO OCEANOGRAPHY-HONORS.","OCE: General Oceanography","3"
"ORH 1234C","ORNAMENTAL PLANT MAINTENANCE.","ORH: Ornamental Horticulture","4"
"ORH 1510C","ORNAMENTAL PLANT MATERIALS.","ORH: Ornamental Horticulture","3"
"ORH 2241C","PRINCIPLES OF ARBORICULTURE.","ORH: Ornamental Horticulture","3"
"ORH 2251C","NURSERY OPERATION AND MANAGEMENT.","ORH: Ornamental Horticulture","3"
"ORH 2260C","GREENHOUSE OPERATIONS AND MANAGEMENT.","ORH: Ornamental Horticulture","3"
"ORH 2840C","LANDSCAPE CONSTRUCTION.","ORH: Ornamental Horticulture","4"
"ORH 2930","HORTICULTURE RESEARCH AND SEMINAR.","ORH: Ornamental Horticulture","1-3"
"OST 1100C","KEYBOARDING AND DOCUMENT PROCESSING I.","OST: Office Systems Technology","3"
"OST 1110C","KEYBOARDING AND DOCUMENT PROCESSING II.","OST: Office Systems Technology","3"
"OST 1141C","COMPUTER KEYBOARDING.","OST: Office Systems Technology","1"
"OST 1257C","MEDICAL TERMINOLOGY FOR OFFICE.","OST: Office Systems Technology","3"
"OST 1320C","TEN KEY MASTERY.","OST: Office Systems Technology","1"
"OST 1335C","BUSINESS COMMUNICATIONS.","OST: Office Systems Technology","3"
"OST 1355C","RECORDS MANAGEMENT AND LEGAL IMPLICATIONS.","OST: Office Systems Technology","3"
"OST 1461C","MEDICAL OFFICE SIMULATION.","OST: Office Systems Technology","3"
"OST 1467C","INTRODUCTION TO BODY SYSTEMS FOR OST.","OST: Office Systems Technology","3"
"OST 1611C","MEDICAL TRANSCRIPTION I.","OST: Office Systems Technology","3"
"OST 1746C","FOOD SERVICE COMPUTER APPLICATIONS.","OST: Office Systems Technology","2"
"OST 1755C","MICROSOFT WORD - INTRODUCTION.","OST: Office Systems Technology","1"
"OST 2120C","OFFICE ADMINISTRATION SIMULATION.","OST: Office Systems Technology","3"
"OST 2464C","MEDISOFT (OFFICE MANAGEMENT SOFTWARE).","OST: Office Systems Technology","3"
"OST 2501C","OFFICE MANAGEMENT.","OST: Office Systems Technology","3"
"OST 2612C","MEDICAL TRANSCRIPTION II.","OST: Office Systems Technology","3"
"OST 2756C","MICROSOFT WORD.","OST: Office Systems Technology","3"
"OST 2813C","DESKTOP PUBLISHING.","OST: Office Systems Technology","3"
"OST 2828C","MICROSOFT POWERPOINT (PRESENTATION SOFTWARE).","OST: Office Systems Technology","1"
"OST 2831C","MICROSOFT WINDOWS.","OST: Office Systems Technology","1"
"OST 2836C","MICROSOFT ACCESS (DATABASE MANAGEMENT).","OST: Office Systems Technology","3"
"OST 2852C","MICROSOFT EXCEL - INTRODUCTORY.","OST: Office Systems Technology","1"
"OST 2854C","MICROSOFT OFFICE (APPLICATIONS PACKAGE).","OST: Office Systems Technology","3"
"OST 2858C","MICROSOFT EXCEL.","OST: Office Systems Technology","3"
"OST 2930","SELECTED TOPICS FOR OFFICE SYSTEM TECHNOLOGY.","OST: Office Systems Technology","1-3"
"OST 2943","INTERNSHIP IN MEDICAL OFFICE.","OST: Office Systems Technology","1-4"
"OST 2944","INTERNSHIP IN OFFICE ADMINISTRATION.","OST: Office Systems Technology","1-4"
"PAD 3003","INTRODUCTION TO PUBLIC ADMINISTRATION.","PAD: Public Administration","3"
"PAD 3034","PUBLIC POLICY.","PAD: Public Administration","3"
"PAD 3040","ETHICS AND VALUES IN PUBLIC ADMINISTRATION.","PAD: Public Administration","3"
"PAD 3113","LEADERSHIP AND MANAGEMENT IN PUBLIC SAFETY ADMINISTRATION.","PAD: Public Administration","3"
"PAD 3821","CONTEMPORARY ISSUES IN PUBLIC SAFETY.","PAD: Public Administration","3"
"PAD 3874","COMMUNITY RELATIONS: THEORY AND PRACTICE.","PAD: Public Administration","3"
"PAD 3940","INTERNSHIP EXPLORATION/PRACTICUM IN PUBLIC SAFETY ADMINISTRATION.","PAD: Public Administration","1-3"
"PAD 4089","NATIONAL INCIDENT MANAGEMENT.","PAD: Public Administration","3"
"PAD 4232","GRANT ADMINISTRATION AND RESOURCE DEVELOPMENT.","PAD: Public Administration","3"
"PAD 4332","STRATEGIC AND ORGANIZATIONAL PLANNING.","PAD: Public Administration","3"
"PAD 4414","PUBLIC PERSONNEL ADMINISTRATION.","PAD: Public Administration","3"
"PAD 4723","APPLIED RESEARCH METHODS FOR PUBLIC POLICY AND MANAGEMENT.","PAD: Public Administration","3"
"PAD 4878","PUBLIC SAFETY ADMINISTRATION: CAPSTONE.","PAD: Public Administration","3"
"PAD 4931","SELECTED TOPICS IN PUBLIC SAFETY ADMINISTRATION.","PAD: Public Administration","3"
"PAX 1000","INTRODUCTION TO PEACE STUDIES.","PAX: Peace Studies","3"
"PAX 1500","INTRODUCTION TO CONFLICT MANAGEMENT.","PAX: Peace Studies","3"
"PEL 1121","GOLF I.","PEL: PE Act/Land Object Orient","2"
"PEL 1321C","VOLLEYBALL I.","PEL: PE Act/Land Object Orient","2"
"PEL 1341C","TENNIS I.","PEL: PE Act/Land Object Orient","2"
"PEL 1342C","TENNIS II.","PEL: PE Act/Land Object Orient","2"
"PEL 1441","RACQUETBALL I.","PEL: PE Act/Land Object Orient","2"
"PEL 1621C","BASKETBALL I.","PEL: PE Act/Land Object Orient","2"
"PEL 2122","GOLF II.","PEL: PE Act/Land Object Orient","2"
"PEL 2322","VOLLEYBALL II.","PEL: PE Act/Land Object Orient","2"
"PEL 2442","RACQUETBALL II.","PEL: PE Act/Land Object Orient","2"
"PEL 2622C","BASKETBALL II.","PEL: PE Act/Land Object Orient","2"
"PEM 1121C","YOGA.","PEM: PE Act/Land Performance","2"
"PEM 1131C","STRENGTH TRAINING I.","PEM: PE Act/Land Performance","2"
"PEM 1132C","STRENGTH TRAINING II.","PEM: PE Act/Land Performance","2"
"PEM 1167C","BELLY DANCE AEROBICS.","PEM: PE Act/Land Performance","2"
"PEM 1171","DANCE AEROBICS.","PEM: PE Act/Land Performance","2"
"PEM 1173","HIP HOP DANCE I.","PEM: PE Act/Land Performance","2"
"PEM 1174","HIP HOP DANCE II.","PEM: PE Act/Land Performance","2"
"PEM 1176C","KICKBOXING.","PEM: PE Act/Land Performance","2"
"PEM 1405","SELF DEFENSE FOR WOMEN.","PEM: PE Act/Land Performance","2"
"PEM 1441","KARATE I.","PEM: PE Act/Land Performance","2"
"PEM 2104C","PERSONAL FITNESS AND WELLNESS.","PEM: PE Act/Land Performance","3"
"PEM 2122C","YOGA II.","PEM: PE Act/Land Performance","2"
"PEM 2163C","ZUMBA FITNESS.","PEM: PE Act/Land Performance","2"
"PEM 2169C","KICKBOXING II.","PEM: PE Act/Land Performance","2"
"PEM 2177C","KICKBOXING II.","PEM: PE Act/Land Performance","2"
"PEM 2442","KARATE II.","PEM: PE Act/Land Performance","2"
"PEN 1136C","SCUBA TRAINING.","PEN: Activity/Water-Snow Based","2"
"PET 2622C","CARE AND PREVENTION OF ATHLETIC INJURIES.","PET: Physical Ed Theory","3"
"PET 2930","SELECTED TOPICS IN PHYSICAL EDUCATION.","PET: Physical Ed Theory","1-3"
"PGY 1800C","DIGITAL PHOTOGRAPHY.","PGY: Photography","3"
"PGY 1802L","DIGITAL PHOTOGRAPHY II.","PGY: Photography","3"
"PGY 2231","NATURE PHOTOGRAPHY.","PGY: Photography","3"
"PGY 2401C","PHOTOGRAPHY I.","PGY: Photography","3"
"PGY 2404C","PHOTGRAPHY II.","PGY: Photography","3"
"PGY 2930","SELECTED TOPICS IN PHOTOGRAPHY.","PGY: Photography","1-3"
"PHC 2100","INTRODUCTION TO PUBLIC HEALTH.","PHC: Public Health Concentration","3"
"PHI 1100","PRACTICAL LOGIC.","PHI: Philosophy","3"
"PHI 2010","PHILOSOPHY.","PHI: Philosophy","3"
"PHI 2102","FORMAL LOGIC.","PHI: Philosophy","3"
"PHI 2600","ETHICS AND CRITICAL THINKING.","PHI: Philosophy","3"
"PHI 2600H","ETHICS AND CRITICAL THINKING - HONORS.","PHI: Philosophy","3"
"PHI 2930","SELECTED TOPICS IN PHILOSOPHY.","PHI: Philosophy","1-3"
"PHY 1007C","PHYSICS WITH MEDICAL APPLICATIONS.","PHY: Physics","4"
"PHY 1020","FUNDAMENTALS OF PHYSICS.","PHY: Physics","3"
"PHY 2048C","GENERAL PHYSICS WITH CALCULUS I.","PHY: Physics","4"
"PHY 2048H","GENERAL PHYSICS WITH CALCULUS I - HONORS.","PHY: Physics","4"
"PHY 2049C","GENERAL PHYSICS WITH CALCULUS II.","PHY: Physics","4"
"PHY 2049H","GENERAL PHYSICS WITH CALCULUS II HONORS.","PHY: Physics","4"
"PHY 2053C","GENERAL PHYSICS I.","PHY: Physics","4"
"PHY 2054C","COLLEGE PHYSICS II WITH ALGEBRA AND TRIGONOMETRY.","PHY: Physics","4"
"PHY 2936","SELECTED TOPICS IN PHYSICS.","PHY: Physics","1-3"
"PHY 2941","INTERNSHIP EXPLORATION IN PHYSICS.","PHY: Physics","1-4"
"PLA 1003","INTRODUCTION TO LEGAL PRACTICES AND ETHICS.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 1003C","INTRODUCTION TO LEGAL PRACTICES AND ETHICS.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 1058","FOUNDATIONS OF LAW FOR PARALEGALS.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 1104","LEGAL RESEARCH AND THEORY I.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 1114","LEGAL RESEARCH AND THEORY II.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 1611","REAL PROPERTY FUNDAMENTALS.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 1730","COMPUTER-ASSISTED LEGAL RESEARCH.","PLA: Paralegal/Legal Assist/Adm","1"
"PLA 1730C","COMPUTER-ASSISTED LEGAL RESEARCH.","PLA: Paralegal/Legal Assist/Adm","1"
"PLA 2192","LEGAL RESEARCH AND THEORY III CAPSTONE.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2192C","LEGAL RESEARCH AND THEORY III CAPSTONE.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2203","CIVIL LITIGATION FUNDAMENTALS.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2223","ADVANCED CIVIL LITIGATION.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2433","BUSINESS ORGANIZATIONS.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2465","DEBTOR-CREDITOR/BANKRUPTCY.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2465C","DEBTOR-CREDITOR/BANKRUPTCY.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2560","CASE MANAGEMENT FOR PARALEGALS.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2560C","CASE MANAGEMENT FOR PARALEGALS.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2601","FOUNDATIONS OF WILLS, TRUSTS, AND ESTATE ADMINISTRATION.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2601C","FOUNDATIONS OF WILLS, TRUSTS, AND ESTATE ADMINISTRATION.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2612","ADVANCED REAL PROPERTY.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2732","LEGAL TECHNOLOGY.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2732C","LEGAL TECHNOLOGY.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2800","FAMILIY LAW.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2800C","FAMILY LAW.","PLA: Paralegal/Legal Assist/Adm","3"
